,instance,rule,preprocessed rules,lang
695,eupolicy.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
696,eupolicy.social,No content that is illegal under German law,no content that is illegal under german law,English
697,eupolicy.social,No intentionally false or misleading information,no intentionally false or misleading information,English
698,prf.me,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
699,prf.me,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
700,prf.me,NSFW content must be marked as sensitive when posting,nsfw content must be marked as sensitive when posting,English
701,prf.me,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
702,prf.me,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
703,sakurajima.moe,"You may not harass/bully people, incite violence, and/or post hate speech (e.g. racism, homophobia, transphobia, ableism, etc). This includes other abusive behavior such as cyberbullying, brigading/dogpiling, doxxing, trolling, swatting, sending death threats, abusing #fediblock tag,  etc.",you may not harassbully people incite violence andor post hate speech eg racism homophobia transphobia ableism etc this includes other abusive behavior such as cyberbullying brigadingdogpiling doxxing trolling swatting sending death threats abusing fediblock tag etc,English
704,sakurajima.moe,"Do not post misinformation (Anti-Vaxx, Covid-19 misinformation, 5G conspiracy theories) or anything to extremist movements (National Socialism, Alt-Right, Ultra-MAGA,  voicing support for fascist/totalitarian regimes, etc)",do not post misinformation antivaxx covid19 misinformation 5g conspiracy theories or anything to extremist movements national socialism altright ultramaga voicing support for fascisttotalitarian regimes etc,English
705,sakurajima.moe,"Do not post images associated with hate movements, extremist ideologies or groups (Confederate States, Alt-Right, etc.).",do not post images associated with hate movements extremist ideologies or groups confederate states altright etc,English
706,sakurajima.moe,"NSFW content must be tagged approprately with content warning applied or marked as sensitive. No posting of underaged sexual-explicit content (real life/CSAM/CSEM and lolicon/shotacon) is allowed. This rule is handled differently for servers on the exception list, see about page.",nsfw content must be tagged approprately with content warning applied or marked as sensitive no posting of underaged sexualexplicit content real lifecsamcsem and loliconshotacon is allowed this rule is handled differently for servers on the exception list see about page,English
707,sakurajima.moe,Properly credit artwork that you didn’t create. Use #AIArt for any artwork that is generated from AI so users can properly filter it. Accounts may not solely post AI-generated content.,properly credit artwork that you didnt create use aiart for any artwork that is generated from ai so users can properly filter it accounts may not solely post aigenerated content,English
708,sakurajima.moe,"Do not post SPAM, links to scam sites, pirated materials, phishing sites, or websites that break federal laws. Self promotion is OK, as long the links are safe and does not break the above rules.",do not post spam links to scam sites pirated materials phishing sites or websites that break federal laws self promotion is ok as long the links are safe and does not break the above rules,English
709,sakurajima.moe,"By using this service, you are expected to follow the laws of the United States of America. Refrain from posting anything that may break federal laws.
",by using this service you are expected to follow the laws of the united states of america refrain from posting anything that may break federal laws,English
710,sakurajima.moe,"No mini-modding. If you see any post break the rules, report the post instead.",no minimodding if you see any post break the rules report the post instead,English
711,sakurajima.moe,"Sensitive content (e.g. violence, blood/gore, NSFW, self harm) should be put behind a content warning or mark sensitive. Demanding and/or berating users for not using CW, except from a moderator is not allowed.",sensitive content eg violence bloodgore nsfw self harm should be put behind a content warning or mark sensitive demanding andor berating users for not using cw except from a moderator is not allowed,English
712,sakurajima.moe,Creator accounts  must be Japanese media/culture related  or inspired. This rule does not apply to non-creators. See about page for full details,creator accounts must be japanese mediaculture related or inspired this rule does not apply to noncreators see about page for full details,English
713,sakurajima.moe,"You may operate bots, but they must follow our rules and must be Japanese Media related. No more than 4 public posts in an hour or 16 unlisted posts in an hour. No repetitive posts, unless unlisted. Bots cannot use AI chat bots (e.g. ChatGPT).",you may operate bots but they must follow our rules and must be japanese media related no more than 4 public posts in an hour or 16 unlisted posts in an hour no repetitive posts unless unlisted bots cannot use ai chat bots eg chatgpt,English
714,sakurajima.moe,"No impersonation accounts are allowed (of any creator or famous people) without proper identification.  Parody accounts may not be created here, RP accounts are however allowed.",no impersonation accounts are allowed of any creator or famous people without proper identification parody accounts may not be created here rp accounts are however allowed,English
715,retro.pizza,"MOST IMPORTANTLY: No Nazis, no TERFs, no hate speech, no homophobia, no transphobia, no racism, no misogyny, no antisemitism, no Q bullshit. No, anti-hate speech it not itself a kind of hate speech.",most importantly no nazis no terfs no hate speech no homophobia no transphobia no racism no misogyny no antisemitism no q bullshit no antihate speech it not itself a kind of hate speech,English
716,retro.pizza,"Use a Content Warning (CW) for adult/NSFW content, spoilers, discussions of potentially upsetting/stressful political events, and subjects likely to be upsetting/traumatic (i.e. suicide) or trigger a common phobia. Read the Director's Cut for specifics.",use a content warning cw for adultnsfw content spoilers discussions of potentially upsettingstressful political events and subjects likely to be upsettingtraumatic ie suicide or trigger a common phobia read the directors cut for specifics,English
717,retro.pizza,"Bots are fine so long as they're contributing something fun to the community and marked using the ""This is a bot"" checkbox in their profile.",bots are fine so long as theyre contributing something fun to the community and marked using the this is a bot checkbox in their profile,English
718,retro.pizza,"Advertising is only allowed for personal projects (i.e. podcasts, YouTube channels, Twitch streams, personal shops, etc.). It is also ENCOURAGED for personal projects -- show off your stuff!",advertising is only allowed for personal projects ie podcasts youtube channels twitch streams personal shops etc it is also encouraged for personal projects show off your stuff,English
719,retro.pizza,The administration and moderators are the final say in any disputes on the site. The administration reserves the right to ban based solely on Edgelord/Channer Vibes.,the administration and moderators are the final say in any disputes on the site the administration reserves the right to ban based solely on edgelordchanner vibes,English
720,social.sciences.re,"Ce serveur est ouvert à toute personne liée à l'enseignement, l'enseignement supérieur, la recherche, la communauté éducative, sans limite thématique. ",ce serveur est ouvert à toute personne liée à lenseignement lenseignement supérieur la recherche la communauté éducative sans limite thématique,non-Englsih
721,social.sciences.re,Vous acceptez les Conditions Générales d’Utilisation des services Sciences.Re disponibles sur https://sciences.re/mentions-légales/,vous acceptez les conditions générales dutilisation des services sciencesre disponibles sur httpssciencesrementionslégales,non-Englsih
722,social.sciences.re," Les langues à privilégier sur ce serveur sont le Français ou l'Anglais, sans pour autant que cela soit une obligation mais cela aide, pour la modération : en cas de doute, si les modérateurs ne parlent pas la langue, ils utiliseront des outils de traduction automatique imparfaits…",les langues à privilégier sur ce serveur sont le français ou langlais sans pour autant que cela soit une obligation mais cela aide pour la modération en cas de doute si les modérateurs ne parlent pas la langue ils utiliseront des outils de traduction automatique imparfaits,non-Englsih
723,social.sciences.re,"La pornographie et la nudité doivent être obligatoirement indiquées comme « NSFW ». De même pour contenus sensibles/choquants, qui doivent avoir un « Content Warning » approprié.",la pornographie et la nudité doivent être obligatoirement indiquées comme nsfw de même pour contenus sensibleschoquants qui doivent avoir un content warning approprié,non-Englsih
724,social.sciences.re,"Le contenu publicitaire n'a pas sa place sur cette instance. Les diffusions scientifiques sont bien évidemment autorisées, en particulier venant d'organismes à but non lucratifs, publics, de presses universitaires, d'écoles, d'universités…",le contenu publicitaire na pas sa place sur cette instance les diffusions scientifiques sont bien évidemment autorisées en particulier venant dorganismes à but non lucratifs publics de presses universitaires décoles duniversités,non-Englsih
725,social.sciences.re,"Les comptes automatisés (crosspost automatique depuis twitter, par exemple) doivent être indiqués comme « robots » en cochant « Ceci est un robot » dans l'éditeur de profils.",les comptes automatisés crosspost automatique depuis twitter par exemple doivent être indiqués comme robots en cochant ceci est un robot dans léditeur de profils,non-Englsih
735,col.social,Se espera de los usuarios que traten a los demás con respeto y amabilidad.,se espera de los usuarios que traten a los demás con respeto y amabilidad,non-Englsih
736,col.social,El objetivo de la comunidad es crear un ambiente de intercambio agradable.,el objetivo de la comunidad es crear un ambiente de intercambio agradable,non-Englsih
737,col.social,"No se acepta ninguna expresión discriminatoria basada en sexo, etnicidad, orientación sexual o identidad de genero.",no se acepta ninguna expresión discriminatoria basada en sexo etnicidad orientación sexual o identidad de genero,non-Englsih
738,col.social,La administración moderará el contenido según su criterio y actuando de buena fe.,la administración moderará el contenido según su criterio y actuando de buena fe,non-Englsih
739,cztwitter.cz,"Vlastníkem a provozovatelem Mastodon instance cztwitter.cz je Šerif OliKočková. Šerif určuje pravidla a má vždy poslední slovo. Vymáhat pravidla mu pomáhají pomocníci Šerifa, Moderátoři.",vlastníkem a provozovatelem mastodon instance cztwittercz je šerif olikočková šerif určuje pravidla a má vždy poslední slovo vymáhat pravidla mu pomáhají pomocníci šerifa moderátoři,non-Englsih
740,cztwitter.cz,"Fotografie a média zobrazující mrtvé osoby či zvířata, erotický či pornografický obsah musí být označen jako citlivý obsah pomocí funkce CW.",fotografie a média zobrazující mrtvé osoby či zvířata erotický či pornografický obsah musí být označen jako citlivý obsah pomocí funkce cw,non-Englsih
741,cztwitter.cz,"Je povinné dodržovat netiketu a zásady nekonfliktní mezilidské komunikace. Je zakázáno jiným uživatelům vyhrožovat, vydírat je, nebo je jiným způsobem obtěžovat; rovněž je zakázáno k těmto činům nabádat ostatní uživatele.",je povinné dodržovat netiketu a zásady nekonfliktní mezilidské komunikace je zakázáno jiným uživatelům vyhrožovat vydírat je nebo je jiným způsobem obtěžovat rovněž je zakázáno k těmto činům nabádat ostatní uživatele,non-Englsih
742,cztwitter.cz,"Je zakázáno kohokoli urážet na základě pohlaví, rasy, barvy pleti, jazyka, víry, náboženství či sexuální orientace.",je zakázáno kohokoli urážet na základě pohlaví rasy barvy pleti jazyka víry náboženství či sexuální orientace,non-Englsih
743,cztwitter.cz,Je zakázána jakákoli podpora hnutí či politických stran směřujících k potlačení práv a svobod člověka.,je zakázána jakákoli podpora hnutí či politických stran směřujících k potlačení práv a svobod člověka,non-Englsih
744,cztwitter.cz,"Je zakázáno šířit dezinformace; výjimkou jsou příspěvky, které je uvádějí na pravou míru.",je zakázáno šířit dezinformace výjimkou jsou příspěvky které je uvádějí na pravou míru,non-Englsih
745,cztwitter.cz,"Je zakázáno schvalovat či obhajovat trestné činy, nebo k nim ostatní uživatele nabádat.",je zakázáno schvalovat či obhajovat trestné činy nebo k nim ostatní uživatele nabádat,non-Englsih
746,cztwitter.cz,Je zakázána podpora a propagace terorismu.,je zakázána podpora a propagace terorismu,non-Englsih
747,cztwitter.cz,"Je zakázáno popírat, zpochybňovat, schvalovat či ospravedlňovat genocidia a válečné zločiny.",je zakázáno popírat zpochybňovat schvalovat či ospravedlňovat genocidia a válečné zločiny,non-Englsih
748,cztwitter.cz,Je zakázáno rozesílání spamu a nevyžádaných komerčních nabídek.,je zakázáno rozesílání spamu a nevyžádaných komerčních nabídek,non-Englsih
749,cztwitter.cz,Je zakázáno bez předchozího výslovného souhlasu posílat erotický či pornografický obsah jiné osobě.,je zakázáno bez předchozího výslovného souhlasu posílat erotický či pornografický obsah jiné osobě,non-Englsih
750,federate.social,"Posts are moderated. Our federation depends on being a trustworthy instance, obeying local jurisdictions, and prohibiting harm and abuse.",posts are moderated our federation depends on being a trustworthy instance obeying local jurisdictions and prohibiting harm and abuse,English
751,federate.social,Harmful and abusive speech and behaviors include the language and tactics of the white supremacy movement and its affiliations are strictly prohibited and enforced.,harmful and abusive speech and behaviors include the language and tactics of the white supremacy movement and its affiliations are strictly prohibited and enforced,English
752,federate.social,"Accounts and servers will be permanently banned for engaging in Sexual content involving minors, including artistic depictions, Gore and graphic violence, National Socialism, Nazism, Holocaust denial, Racism, Alt right, Gender-critical, Sex and gender discrimination, Transphobia, Misogyny",accounts and servers will be permanently banned for engaging in sexual content involving minors including artistic depictions gore and graphic violence national socialism nazism holocaust denial racism alt right gendercritical sex and gender discrimination transphobia misogyny,English
753,federate.social,No crypto. Our federation depends on inhibiting the infiltration of capitalism into the processes of re-decentralizing the internet. ,no crypto our federation depends on inhibiting the infiltration of capitalism into the processes of redecentralizing the internet,English
754,mastodon.vlaanderen,Be friendly and keep it civilized ,be friendly and keep it civilized,English
755,mastodon.vlaanderen,"This server is no place for hate speech, racism,fascism, and other forms of abusive behavior. ",this server is no place for hate speech racismfascism and other forms of abusive behavior,English
756,mastodon.vlaanderen,No things that infringes Belgian law such as child pornography or EU law by extent,no things that infringes belgian law such as child pornography or eu law by extent,English
757,mastodon.vlaanderen,Server admin(s) can change these rules at any time if needed. These will be communicated in the announcements,server admins can change these rules at any time if needed these will be communicated in the announcements,English
758,mastodon.vlaanderen,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
759,mastodon.vlaanderen,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
760,mastodon.vlaanderen,Do not intentionally share misleading information,do not intentionally share misleading information,English
761,mastodon.vlaanderen,Organizations and companies must use their organization/company e-mail address when signing up. Although we reccomend that they set-up their own instance or using an managed hosted Mastodon platform (see ToS),organizations and companies must use their organizationcompany email address when signing up although we reccomend that they setup their own instance or using an managed hosted mastodon platform see tos,English
762,mastodon.vlaanderen,No spam or trolling,no spam or trolling,English
763,mastodon.vlaanderen,Do not try to inpersonate other users or brands. Unless it's a parody. But keep it civilized.,do not try to inpersonate other users or brands unless its a parody but keep it civilized,English
764,mastodon.vlaanderen,Use content warnings (CW) where needed such as spoilers and 'sensitive' posts that may trigger other people.,use content warnings cw where needed such as spoilers and sensitive posts that may trigger other people,English
765,mastodon.vlaanderen,No NSFW content,no nsfw content,non-Englsih
766,mastodon.vlaanderen,Please consult the @admin if you want to use a bot account on this instance.,please consult the admin if you want to use a bot account on this instance,English
767,mastodon.vlaanderen,Posting excessive amount of ads or self promotion is disallowed,posting excessive amount of ads or self promotion is disallowed,English
768,mastodon.education,"Deze server is voor allen van laag tot hoog in rang die Onderwijs een zeer warm hart toedragen.
We respecteren elkaars mening en laten elkaar in waarde.
",deze server is voor allen van laag tot hoog in rang die onderwijs een zeer warm hart toedragen we respecteren elkaars mening en laten elkaar in waarde,non-Englsih
769,mastodon.education,***WEESLIEF*** we hanteren de regels conform NL AVG en wetgeving die op moment geldig is,weeslief we hanteren de regels conform nl avg en wetgeving die op moment geldig is,non-Englsih
770,mastodon.education,"Donatie!!
Graag zelfs en hier vind je alle informatie daarover
https://www.doneeractie.nl/mastodon-education/-69393",donatie graag zelfs en hier vind je alle informatie daarover httpswwwdoneeractienlmastodoneducation69393,non-Englsih
771,mastodon.education,"Active moderation against Nude, racism, sexism, homophobia and transphobia. Use your own name!!",active moderation against nude racism sexism homophobia and transphobia use your own name,English
772,mastodon.education,"This server is for everyone from low to high in rank who have a very warm heart for Education.
We respect each other's opinion and value each other",this server is for everyone from low to high in rank who have a very warm heart for education we respect each others opinion and value each other,English
773,mastodon.education,"Actieve moderatie tegen naakt, racisme, seksisme, homofobie en transfobie. Gebruik je eigen naam!!",actieve moderatie tegen naakt racisme seksisme homofobie en transfobie gebruik je eigen naam,non-Englsih
774,mastodon.education,***BE NICE*** we use the rules in accordance with NL  AVG/GPDR and legislation.,be nice we use the rules in accordance with nl avggpdr and legislation,English
775,mastodon.education,"Valse namen, of berichten, en indien bewezen resulteert in een ban",valse namen of berichten en indien bewezen resulteert in een ban,non-Englsih
776,mastodon.education,"False names, or messages, and if proven results in a ban",false names or messages and if proven results in a ban,English
777,mastodon.education,*** Using an bot? be aware that to many post can be seen as spam. No spamming ***,using an bot be aware that to many post can be seen as spam no spamming,English
778,lgbtqia.space,No Content that is illegal in Germany.,no content that is illegal in germany,English
779,lgbtqia.space,The main language on this instance is English.,the main language on this instance is english,English
780,lgbtqia.space,No NSFW or other triggers like transphobia etc. without CW,no nsfw or other triggers like transphobia etc without cw,English
781,lgbtqia.space,No hate speech/discrimination/etc,no hate speechdiscriminationetc,non-Englsih
782,lgbtqia.space,No oppressive language or actions,no oppressive language or actions,English
783,lgbtqia.space,No harassment/stalking,no harassmentstalking,non-Englsih
784,lgbtqia.space,Respect peoples' pronouns,respect peoples pronouns,non-Englsih
785,lgbtqia.space,Be excellent to other ppl,be excellent to other ppl,English
786,lgbtqia.space,"The minimum age is 18 - we cannot host porn since it is illegal in Germany, nudity is a okay, eroticism is okay. In German law, pornography refers to the explicit depiction of sexual acts or material that primarily aims to sexually arouse the viewer.",the minimum age is 18 we cannot host porn since it is illegal in germany nudity is a okay eroticism is okay in german law pornography refers to the explicit depiction of sexual acts or material that primarily aims to sexually arouse the viewer,English
787,lgbtqia.space,Write at least 3 sentences in your application 400 chars max.,write at least 3 sentences in your application 400 chars max,English
788,famichiki.jp,"Be considerate. No discrimination based on race, religion, sexual orientation, gender identity, nationality, or any other characteristic.",be considerate no discrimination based on race religion sexual orientation gender identity nationality or any other characteristic,English
789,famichiki.jp,No trolling. Do not engage in non-constructive behavior designed to upset members of the community.,no trolling do not engage in nonconstructive behavior designed to upset members of the community,English
790,famichiki.jp,"Sexually explicit content must be behind a CW, and your bio (profile picture, banner etc) must be completely safe.",sexually explicit content must be behind a cw and your bio profile picture banner etc must be completely safe,English
791,famichiki.jp,No inciting violence or promoting violent ideologies.,no inciting violence or promoting violent ideologies,non-Englsih
792,famichiki.jp,Don’t go overboard with media uploads. Treating Famichiki as free personal file storage is inappropriate and disrespectful to our contributors.,dont go overboard with media uploads treating famichiki as free personal file storage is inappropriate and disrespectful to our contributors,English
793,famichiki.jp,"No big corporate advertising or crypto. However, if you are active in the community and also have a project or small business to share, self-promotion is encouraged.",no big corporate advertising or crypto however if you are active in the community and also have a project or small business to share selfpromotion is encouraged,English
794,famichiki.jp,"Bots are allowed, within reason. Spamming the local timeline with repetitive/nearly-identical content is not permitted: either set your bot posts to ‘unlisted’ or try botsin.space instead. Ask us if you’re unsure!",bots are allowed within reason spamming the local timeline with repetitivenearlyidentical content is not permitted either set your bot posts to unlisted or try botsinspace instead ask us if youre unsure,English
795,famichiki.jp,Don’t post or use this server for illegal content. We are aware of Japan’s questionable laws regarding the protection of minors: ‘illegal’ here also covers all CSEM/CSAM.,dont post or use this server for illegal content we are aware of japans questionable laws regarding the protection of minors illegal here also covers all csemcsam,English
796,famichiki.jp,Not your wank bank. Accounts with zero community interaction that only follow porn accounts will be banned. All accounts following CSAM (including art) will also be banned.,not your wank bank accounts with zero community interaction that only follow porn accounts will be banned all accounts following csam including art will also be banned,English
797,witter.cz,"Žádný rasismus, sexismus, homofobie, transfobie, xenofobie.
",žádný rasismus sexismus homofobie transfobie xenofobie,non-Englsih
798,witter.cz,Žádné podněcování k násilí nebo propagace násilných ideologií,žádné podněcování k násilí nebo propagace násilných ideologií,non-Englsih
799,witter.cz,"Žádné obtěžování, dogpiling nebo doxxing ostatních uživatelů.",žádné obtěžování dogpiling nebo doxxing ostatních uživatelů,non-Englsih
800,witter.cz,Žádný obsah nelegální v České republice nebo EU,žádný obsah nelegální v české republice nebo eu,non-Englsih
801,witter.cz,"Nesdílejte nepravdivé nebo zavádějící informace, které by mohly poškodit ostatní",nesdílejte nepravdivé nebo zavádějící informace které by mohly poškodit ostatní,non-Englsih
802,witter.cz,Sexuálně explicitní nebo násilná média musí být při zveřejňování označena jako citlivá,sexuálně explicitní nebo násilná média musí být při zveřejňování označena jako citlivá,non-Englsih
803,witter.cz,"K ostatním se prosím chovejte slušně, vyhněte se nadávkám a pokuste se udržovat příjemné prostředí. Díky!",k ostatním se prosím chovejte slušně vyhněte se nadávkám a pokuste se udržovat příjemné prostředí díky,non-Englsih
804,furries.club,"Discrimination of any kind is prohibited – this includes but is not limited to racism, xenophobia, sexism, homophobia, transphobia, etc.",discrimination of any kind is prohibited this includes but is not limited to racism xenophobia sexism homophobia transphobia etc,English
805,furries.club,Content that you do not have permission to post is prohibited.,content that you do not have permission to post is prohibited,English
806,furries.club,"Spam and / or bots are prohibited.
",spam and or bots are prohibited,English
807,furries.club,"Any political, polarizing topics or other stress-inducing conversations should be put behind a content warning (CW).",any political polarizing topics or other stressinducing conversations should be put behind a content warning cw,English
808,furries.club,"Artwork, photos, images or descriptions (e.g., role-playing) of any kind depicting or describing anyone under 18 in any adult situation is STRICTLY not permitted.",artwork photos images or descriptions eg roleplaying of any kind depicting or describing anyone under 18 in any adult situation is strictly not permitted,English
809,furries.club,"Media showing anything that is generally considered objectionable, particularly adult content, should be marked as sensitive and include a CW (content warning) explaining why it's marked sensitive.",media showing anything that is generally considered objectionable particularly adult content should be marked as sensitive and include a cw content warning explaining why its marked sensitive,English
810,seo.chat,"Be polite and kind. Don't be a jerk. Religious speech, hate speech, discrimination, and harassment of any kind is not tolerated on this server.",be polite and kind dont be a jerk religious speech hate speech discrimination and harassment of any kind is not tolerated on this server,English
811,seo.chat,Be respectful - even if you disagree.  ,be respectful even if you disagree,English
812,seo.chat,No spam or commercial advertisements.,no spam or commercial advertisements,non-Englsih
813,seo.chat,This server is intended for anyone who works in Search Engine Optimization (SEO).,this server is intended for anyone who works in search engine optimization seo,English
814,seo.chat,"The primary language for this server is English. Although it is fine to discuss SEO examples/cases/details related to different markets, languages and locales, make sure that the primary language of your posts are in English. ",the primary language for this server is english although it is fine to discuss seo examplescasesdetails related to different markets languages and locales make sure that the primary language of your posts are in english,English
815,seo.chat,Read the About page for best practices and content not allowed on this server.,read the about page for best practices and content not allowed on this server,English
816,bbq.snoot.com,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
817,bbq.snoot.com,"No racism, sexism, homophobia, transphobia, xenophobia, ageism, or casteism",no racism sexism homophobia transphobia xenophobia ageism or casteism,non-Englsih
818,bbq.snoot.com,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
819,bbq.snoot.com,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
820,bbq.snoot.com,"Do not share intentionally false or misleading information (unless it's a clear joke, but you're walking on thin ice and the admins will decide if you plummet to a suspension)",do not share intentionally false or misleading information unless its a clear joke but youre walking on thin ice and the admins will decide if you plummet to a suspension,English
821,thecanadian.social,Do unto others as you think they would want done to them,do unto others as you think they would want done to them,English
822,thecanadian.social,Mark sensitive content with a content warning.,mark sensitive content with a content warning,English
823,thecanadian.social,"Illegal content such as child pornography, unsurprisingly, is not permitted.",illegal content such as child pornography unsurprisingly is not permitted,English
824,thecanadian.social,Pornography in general is not allowed.,pornography in general is not allowed,English
825,thecanadian.social,Lack of a specific rule against a certain behavior does not indicate acceptance of that behavior. Each of us has a limited amount of time in this world. Don't be a jerk.,lack of a specific rule against a certain behavior does not indicate acceptance of that behavior each of us has a limited amount of time in this world dont be a jerk,English
826,thecanadian.social,"Hate speech and abusive or threatening behavior is not permitted, specifically that which directed at any gender, nationality, religion, race, age, pizza topping preference, or sexual identity. One can hate on systemd all day long here.",hate speech and abusive or threatening behavior is not permitted specifically that which directed at any gender nationality religion race age pizza topping preference or sexual identity one can hate on systemd all day long here,English
827,thecanadian.social,"Violating one or more of these rules may result in an immediate, permanent ban without notice or warning.",violating one or more of these rules may result in an immediate permanent ban without notice or warning,English
828,thecanadian.social,"You may not impersonate a person or brand without a clear indication the account is unofficial and/or a parody. Parody accounts are permitted, as are legitimate brand accounts.",you may not impersonate a person or brand without a clear indication the account is unofficial andor a parody parody accounts are permitted as are legitimate brand accounts,English
829,thecanadian.social,English or French only please. We have no moderation staff for other languages at this moment.,english or french only please we have no moderation staff for other languages at this moment,English
830,thecanadian.social,Gratuitous obscenity that serves no practical benefit to a discussion is not permitted.,gratuitous obscenity that serves no practical benefit to a discussion is not permitted,English
831,macrofurs.social,"Do not break any laws.

Use common sense and knowledge of the laws of your country of residence.",do not break any laws use common sense and knowledge of the laws of your country of residence,English
832,macrofurs.social,"Be kind.

Discriminatory language based on gender, sexual orientation, religion, etc. is not tolerated.",be kind discriminatory language based on gender sexual orientation religion etc is not tolerated,English
833,macrofurs.social,"Be respectful.
Do not make your issues with another user public. Either settle it in private or contact a moderator.",be respectful do not make your issues with another user public either settle it in private or contact a moderator,English
834,macrofurs.social,"Use CW (Content Warnings).
Make liberal use of CW for content including but not limited to: lewd/kinky/politics (and other polarizing subjects)/drugs/game spoilers. As a rule of thumb: if it'd be awkward to explain in public, put a CW on it.",use cw content warnings make liberal use of cw for content including but not limited to lewdkinkypolitics and other polarizing subjectsdrugsgame spoilers as a rule of thumb if itd be awkward to explain in public put a cw on it,English
835,macrofurs.social,"Keep your avatar/banner safe. Other instances will see these, so avoid any explicit or otherwise highly suggestive content.",keep your avatarbanner safe other instances will see these so avoid any explicit or otherwise highly suggestive content,English
836,macrofurs.social,"Credit Artwork. Link back to, or at least provide the name of, the artist of any and all artwork you post. Failure to do so repeatably will result in swift account suspension.",credit artwork link back to or at least provide the name of the artist of any and all artwork you post failure to do so repeatably will result in swift account suspension,English
837,macrofurs.social,"Content featuring pedophilia/zoophilia/irl snuff or gore/etc. will lead to immediate account suspension.
This includes characters that are ""technically"" of age, but look underage.",content featuring pedophiliazoophiliairl snuff or goreetc will lead to immediate account suspension this includes characters that are technically of age but look underage,English
838,macrofurs.social,"While not required, alt text is highly encouraged.",while not required alt text is highly encouraged,English
839,macrofurs.social,"AI images, while allowed have to be tagged as such, do not claim the artwork as your own. Provide the AI and settings used in alt text.",ai images while allowed have to be tagged as such do not claim the artwork as your own provide the ai and settings used in alt text,English
840,macrofurs.social,You alone are responsible for any and all content you post to this site. You may not post copyrighted content you do not have the right to use.,you alone are responsible for any and all content you post to this site you may not post copyrighted content you do not have the right to use,English
841,macrofurs.social,"Impersonating another individual without a clear indication of parody (i.e. ""Parody"" as part of the display name) will lead to swift suspension. Furthermore, parody is only permitted for lighthearted fun, mean-spirited mockery will still lead to suspension.",impersonating another individual without a clear indication of parody ie parody as part of the display name will lead to swift suspension furthermore parody is only permitted for lighthearted fun meanspirited mockery will still lead to suspension,English
842,macrofurs.social,"Due to the nature of this instance, any and all users have to be of age in their respective country or at least 18 years old, whichever is higher.",due to the nature of this instance any and all users have to be of age in their respective country or at least 18 years old whichever is higher,English
843,macrofurs.social,Migrations or new accounts onto this instance as an effort of ban/block evasion will lead to swift suspension.,migrations or new accounts onto this instance as an effort of banblock evasion will lead to swift suspension,English
844,macrofurs.social,"More rules may be added or changed in the future as necessary, this will (usually) be accompanied by an announcement and reminder to review the rules. ",more rules may be added or changed in the future as necessary this will usually be accompanied by an announcement and reminder to review the rules,English
845,macrofurs.social,Due to an increase of spam accounts as of late we require approval for sign-ups. Please provide a simple reason for your sign-up to ensure it's not automated.,due to an increase of spam accounts as of late we require approval for signups please provide a simple reason for your signup to ensure its not automated,English
846,nafo.uk,Don't be a dick,dont be a dick,English
847,nafo.uk,No doxxing of other users,no doxxing of other users,English
848,nafo.uk,"No advertising, spam or grifting (this includes crypto)",no advertising spam or grifting this includes crypto,English
849,nafo.uk,"No impersonation of other people, companies, organizations, etc.,",no impersonation of other people companies organizations etc,English
850,nafo.uk,"Do not automatically repost high volume content from other sites without admin approval
",do not automatically repost high volume content from other sites without admin approval,English
851,macaw.social,"Don't post anything which would violate the law in either your home jurisdiction, under US law, or Washington State law
",dont post anything which would violate the law in either your home jurisdiction under us law or washington state law,English
852,macaw.social,"Don't be a jerk.  Hate speech, discrimination, and harassment of any kind are not tolerated here. ",dont be a jerk hate speech discrimination and harassment of any kind are not tolerated here,English
853,macaw.social,"If you post adult content, please mark it as sensitive so that your followers can choose when to see it. ",if you post adult content please mark it as sensitive so that your followers can choose when to see it,English
854,macaw.social,No spam.  This includes using completely unrelated hashtags in your posts. ,no spam this includes using completely unrelated hashtags in your posts,English
855,macaw.social,"This instance is intended only for anyone who was ever employed at twitter, and select friends. ",this instance is intended only for anyone who was ever employed at twitter and select friends,English
856,macaw.social,Please do not use trademarked usernames. ,please do not use trademarked usernames,English
857,macaw.social,No Misinformation. ,no misinformation,non-Englsih
858,worldkey.io,"Posting personal information without consent (""doxxing"") is strictly prohibited",posting personal information without consent doxxing is strictly prohibited,English
859,worldkey.io,"Posts that are inflammatory, inciting or unnecessarily provocative are not allowed.",posts that are inflammatory inciting or unnecessarily provocative are not allowed,English
860,worldkey.io,Posts that stalk or harass other posters in any way are strictly prohibited.,posts that stalk or harass other posters in any way are strictly prohibited,English
