,instance,rule,preprocessed rules,lang
740,toot.poedelwitz.de,"We do not accept trolling, hate speech, (sexual) abuse of minors, adults and animals (also not virtual).",we do not accept trolling hate speech sexual abuse of minors adults and animals also not virtual,English
741,toot.poedelwitz.de,"We do not accept glorification of violence, calls for murder, death threats and terrorism, militarism, nationalism (We don't accept any form of nationalism of nation states. Regional nationalism is allowed, only without feeling superior than, or discriminating against others.).",we do not accept glorification of violence calls for murder death threats and terrorism militarism nationalism we dont accept any form of nationalism of nation states regional nationalism is allowed only without feeling superior than or discriminating against others,English
742,toot.poedelwitz.de,"We do not accept colonialism and imperialism in all its forms (incl. zionism), right-wing populism, and right-wing and religious extremism, evangelisation and other forms of religious propaganda [local only],
extreme sects and cults.",we do not accept colonialism and imperialism in all its forms incl zionism rightwing populism and rightwing and religious extremism evangelisation and other forms of religious propaganda local only extreme sects and cults,English
743,toot.poedelwitz.de,"We do not accept marxist-leninists, stalinists, maoists or other followers of extreme authoritarian (so called) communist/socialist ideologies/regimes (aka tankies), capitalists, including so called 'anarcho-capitalists' (ancaps).",we do not accept marxistleninists stalinists maoists or other followers of extreme authoritarian so called communistsocialist ideologiesregimes aka tankies capitalists including so called anarchocapitalists ancaps,English
744,toot.poedelwitz.de,"We do not accept anthropogenic climate change denial, COVID-19 denial, anti-vaccination, (right-wing) conspiracy 'theories' and hoaxes.",we do not accept anthropogenic climate change denial covid19 denial antivaccination rightwing conspiracy theories and hoaxes,English
745,toot.poedelwitz.de,"We do not accept spam and other forms of advertisement. If you publish continuously a very high number of public toots (excl. replies) in a short time (e. g. more than 1 toot every minute over a longer period of time), we might consider that as spamming.",we do not accept spam and other forms of advertisement if you publish continuously a very high number of public toots excl replies in a short time e g more than 1 toot every minute over a longer period of time we might consider that as spamming,English
746,toot.poedelwitz.de,We always keep the right to limit or delete your account. We are fortunately very tolerant and therefore we will always think twice before we take these actions.,we always keep the right to limit or delete your account we are fortunately very tolerant and therefore we will always think twice before we take these actions,English
747,toot.poedelwitz.de,Please use the report tool if you think someone on this server or another server did not comply with our guidelines. Note that sometimes rules are only valid for local users.,please use the report tool if you think someone on this server or another server did not comply with our guidelines note that sometimes rules are only valid for local users,English
748,mikrobloggen.no,"Mikrobloggen følger Mastodon Server Convenant som krever at vi skal slå ned på rasisme,  seksuell trakassering, homofobi og transfobi. Poster du ting som kan oppleves som forstyrrende for andre, (nakenhet, vold, m.m) bruk innholdsadvarsel for tekst og bilde. Ikke post noe som bryter norsk lov. ",mikrobloggen følger mastodon server convenant som krever at vi skal slå ned på rasisme seksuell trakassering homofobi og transfobi poster du ting som kan oppleves som forstyrrende for andre nakenhet vold mm bruk innholdsadvarsel for tekst og bilde ikke post noe som bryter norsk lov,non-Englsih
749,mikrobloggen.no,Brudd på regel nummer 1 medfører automatisk sletting av innlegg og skriftlig advarsel. Gjentatte brudd vil bli tatt opp i driftsrådet og kan i ytterste konsekvens medføre utestengning uten tilbakebetaling av medlemsskap. ,brudd på regel nummer 1 medfører automatisk sletting av innlegg og skriftlig advarsel gjentatte brudd vil bli tatt opp i driftsrådet og kan i ytterste konsekvens medføre utestengning uten tilbakebetaling av medlemsskap,non-Englsih
750,mikrobloggen.no,Mikrobloggen har et driftsråd som er ansvarlige for å vedlikeholde reglene og diskutere eventuelle sanksjoner mot brukere som har brutt reglene flere ganger. Ingen enkeltstående vaktmester kan utestenge en bruker uten at det har vært diskutert i rådet.,mikrobloggen har et driftsråd som er ansvarlige for å vedlikeholde reglene og diskutere eventuelle sanksjoner mot brukere som har brutt reglene flere ganger ingen enkeltstående vaktmester kan utestenge en bruker uten at det har vært diskutert i rådet,non-Englsih
751,mikrobloggen.no,Alle brukere på Mikrobloggen forplikter seg til å betale et årlig medlemsskap til Topdogs Sosietetsforening for å dekke sin del hosting-kostnaden. Medlemsskapsavgiften er satt til kr. 200. Brukere som ikke betaler blir automatisk utestengt 14 dager etter forfall.,alle brukere på mikrobloggen forplikter seg til å betale et årlig medlemsskap til topdogs sosietetsforening for å dekke sin del hostingkostnaden medlemsskapsavgiften er satt til kr 200 brukere som ikke betaler blir automatisk utestengt 14 dager etter forfall,non-Englsih
752,verhu.xyz,Don't be a dick,dont be a dick,English
755,terrible.city,"no hate speech or violent discrimination, including but not limited to: racism, sexism, homophobia, transphobia, ableism.",no hate speech or violent discrimination including but not limited to racism sexism homophobia transphobia ableism,English
756,terrible.city,"no harassment, spamming, and other repeated or organized unwanted interactions, especially against remote instances.",no harassment spamming and other repeated or organized unwanted interactions especially against remote instances,English
757,terrible.city,no content illegal under French or European law.,no content illegal under french or european law,non-Englsih
758,terrible.city,"use content warnings for things that people might find objectionable, including, but not limited to: sexual content, violence and gore, flickering animations (subject to change i guess? idk)",use content warnings for things that people might find objectionable including but not limited to sexual content violence and gore flickering animations subject to change i guess idk,English
759,terrible.city,be me; if you're not me and you're on this instance you will be banned 😤😤😤,be me if youre not me and youre on this instance you will be banned,English
760,mastodon.evl.fi,"Minä olen sinut nimeltä kutsunut (Jes. 43:1). Älä ole anonyymi, käytä sellaista nimeä, josta sinut tunnetaan. ",minä olen sinut nimeltä kutsunut jes 431 älä ole anonyymi käytä sellaista nimeä josta sinut tunnetaan,non-Englsih
761,mastodon.evl.fi,"Rakasta lähimmäistäsi niin kuin itseäsi (Matt. 22:39). Mastodon on turvallinen tila. Ei syrjivää, väheksyvää, rasistista tai seksististä kielenkäyttöä tai argumentointia.  ",rakasta lähimmäistäsi niin kuin itseäsi matt 2239 mastodon on turvallinen tila ei syrjivää väheksyvää rasistista tai seksististä kielenkäyttöä tai argumentointia,non-Englsih
762,mastodon.evl.fi,"Kunnioittakaa kilvan toinen toistanne (Room 12:10). Keskustellaan kunnioittavasti. Älä koskaan kyseenalaista esimerkiksi toisen olemusta, seksuaalisuutta, persoonaa tai elämänvalintoja. 
",kunnioittakaa kilvan toinen toistanne room 1210 keskustellaan kunnioittavasti älä koskaan kyseenalaista esimerkiksi toisen olemusta seksuaalisuutta persoonaa tai elämänvalintoja,non-Englsih
763,mastodon.evl.fi,"Iloitkaa ja riemuitkaa, laulakaa ja soittakaa! (Ps. 98:4)",iloitkaa ja riemuitkaa laulakaa ja soittakaa ps 984,non-Englsih
764,mastodon.indiegamesdevel.com,"Respect other members: We do not tolerate any form of harassment, discrimination, insults, or profanity.",respect other members we do not tolerate any form of harassment discrimination insults or profanity,English
765,mastodon.indiegamesdevel.com,"No inappropriate content: Violent, pornographic, or otherwise offensive content is not allowed.
",no inappropriate content violent pornographic or otherwise offensive content is not allowed,English
766,mastodon.indiegamesdevel.com,"No spam: Unapproved promotional posts or any other form of spam will be removed.
",no spam unapproved promotional posts or any other form of spam will be removed,English
767,mastodon.indiegamesdevel.com,"Stay on topic: This server is dedicated to indie and AAA video games, so try to keep conversations relevant to these topics.",stay on topic this server is dedicated to indie and aaa video games so try to keep conversations relevant to these topics,English
768,mastodon.indiegamesdevel.com,Respect privacy: Do not share personal information without the consent of those involved.,respect privacy do not share personal information without the consent of those involved,English
769,mastodon.dredgelords.com,"Dredgelords is a fun clan for GRSM, furry, & ally gamers. We transcend stereotypes, and do not gatekeep people's identities.
Be curious, not cynical.",dredgelords is a fun clan for grsm furry ally gamers we transcend stereotypes and do not gatekeep peoples identities be curious not cynical,English
770,mastodon.dredgelords.com,"No discrimination based on race, gender, sexuality, nationality, or age. If you are offended by equality this is not your server.  Those not signing the tolerance treaty are not tolerated.",no discrimination based on race gender sexuality nationality or age if you are offended by equality this is not your server those not signing the tolerance treaty are not tolerated,English
771,mastodon.dredgelords.com,"Content warnings are to be used for distressing, hurtful, depressing or triggering content.  They have other uses too, but those are the required cases.",content warnings are to be used for distressing hurtful depressing or triggering content they have other uses too but those are the required cases,English
772,mastodon.dredgelords.com,"Use sarcasm, rudeness, or hostile jokes only with people you are already close to and know they are cool with it.",use sarcasm rudeness or hostile jokes only with people you are already close to and know they are cool with it,English
773,mastodon.dredgelords.com,Visit your account settings and set them correctly. Please make regular backups of your account if you value its contents. ,visit your account settings and set them correctly please make regular backups of your account if you value its contents,English
774,mastodon.dredgelords.com,Obey USA copyright law.  This server is based in the USA and subject to legal authority therin.,obey usa copyright law this server is based in the usa and subject to legal authority therin,English
775,mastodon.dredgelords.com,"No rules lawyering.  Rules are subject to moderator interpretation. You shall be in the spirit of compassion and acceptance, not the letter of it. ",no rules lawyering rules are subject to moderator interpretation you shall be in the spirit of compassion and acceptance not the letter of it,English
776,josh.tel,No hate.,no hate,non-Englsih
777,josh.tel,No harassment.,no harassment,non-Englsih
778,josh.tel,No violence.,no violence,non-Englsih
779,josh.tel,No fascism.,no fascism,non-Englsih
780,josh.tel,No colonialism.,no colonialism,non-Englsih
781,josh.tel,No white supremacy.,no white supremacy,English
782,josh.tel,No religious extremism.,no religious extremism,non-Englsih
783,josh.tel,No nationalism.,no nationalism,non-Englsih
784,josh.tel,No racism.,no racism,non-Englsih
785,josh.tel,No homophobia.,no homophobia,non-Englsih
786,josh.tel,No transphobia.,no transphobia,non-Englsih
787,josh.tel,No conspiracy theories.,no conspiracy theories,English
788,josh.tel,No hacking.,no hacking,non-Englsih
789,teasmith.au,Rule is not a list,rule is not a list,English
790,mastodon.encryptionin.space,No nazism or fascism.,no nazism or fascism,non-Englsih
791,mastodon.encryptionin.space,No child porno,no child porno,non-Englsih
792,mastodon.encryptionin.space,"Don't be racist, sexist, anti-queer",dont be racist sexist antiqueer,non-Englsih
793,mastodon.encryptionin.space,No threats of violence,no threats of violence,English
794,mastodon.encryptionin.space,No intentional misinformation,no intentional misinformation,non-Englsih
795,mastodon.encryptionin.space,No doxxing,no doxxing,non-Englsih
796,cho.yukiya.me,日本の法律を遵守してください,日本の法律を遵守してください,non-Englsih
797,cho.yukiya.me,公序良俗に反する投稿は禁止です,公序良俗に反する投稿は禁止です,non-Englsih
798,cho.yukiya.me,無修正のR-18コンテンツの投稿は禁止です,無修正のr18コンテンツの投稿は禁止です,non-Englsih
799,cho.yukiya.me,適宜 CW/NSFW を活用してください,適宜 cwnsfw を活用してください,non-Englsih
800,cho.yukiya.me,適宜 ミュート/ブロック を活用してください,適宜 ミュートブロック を活用してください,non-Englsih
801,cho.yukiya.me,モデレーションは全て管理者の独断で行われます,モデレーションは全て管理者の独断で行われます,non-Englsih
802,cho.yukiya.me,みんながニコニコできる振る舞いを心がけましょう,みんながニコニコできる振る舞いを心がけましょう,non-Englsih
803,sad.earth,"Imagine you were about say whatever you're going to say to each of the people on the server individually. If you have hesitations about saying it, then it's probably wise to keep it to yourself.",imagine you were about say whatever youre going to say to each of the people on the server individually if you have hesitations about saying it then its probably wise to keep it to yourself,English
804,mastodon.lermer.nl,Don't do stupid shit,dont do stupid shit,non-Englsih
805,mastodon.lermer.nl,There is no spoon,there is no spoon,English
806,mastodon.kmkz.moe,警察のお世話になるような事はしない,警察のお世話になるような事はしない,non-Englsih
807,mastodon.kmkz.moe,人を傷つけるような事をしない,人を傷つけるような事をしない,non-Englsih
808,mastodon.joohanv.nl,Don't talk about Fight Club,dont talk about fight club,English
809,mastodon.joohanv.nl,DO NOT talk about Fight Club,do not talk about fight club,English
810,mastodon.joohanv.nl,Conceal your intentions,conceal your intentions,English
811,hunted.one,Do not talk about Fight Club.,do not talk about fight club,English
812,hunted.one,DO NOT talk about Fight Club.,do not talk about fight club,English
813,sporedrive.space,Be kind,be kind,non-Englsih
814,toot.9wd.eu,Be nice to each other.,be nice to each other,English
815,xn--ratatskr-r4a.de,Stay legal. Don't post anything that violates German law.,stay legal dont post anything that violates german law,English
816,xn--ratatskr-r4a.de,"Spam, racist, sexist, hateful, or discriminating posts in any form are forbidden.",spam racist sexist hateful or discriminating posts in any form are forbidden,English
817,xn--ratatskr-r4a.de,"Content Warning policy. Drugs, lewd posts and pictures, kinks must be listed with a content warning.",content warning policy drugs lewd posts and pictures kinks must be listed with a content warning,English
818,xn--ratatskr-r4a.de,"Do not impersonate someone, unless for parody purposes. This includes using other peoples' artworks without permission.",do not impersonate someone unless for parody purposes this includes using other peoples artworks without permission,English
819,xn--ratatskr-r4a.de,Parody accounts must be tagged as such clearly in their profile description.,parody accounts must be tagged as such clearly in their profile description,English
820,xn--ratatskr-r4a.de,"Bots must be tagged as such, and bot owners must ensure they will have a minimal impact on the instance's performances.",bots must be tagged as such and bot owners must ensure they will have a minimal impact on the instances performances,English
821,xn--ratatskr-r4a.de,You may not use a header image or avatar if it shows content that is listed to be content warned. ,you may not use a header image or avatar if it shows content that is listed to be content warned,English
822,xn--ratatskr-r4a.de,"Don't repost artworks without crediting the artist. If you have a link to their gallery, perfect, if only their name, better than nothing. Claiming other's Artwork as your own may lead to suspension.",dont repost artworks without crediting the artist if you have a link to their gallery perfect if only their name better than nothing claiming others artwork as your own may lead to suspension,English
823,xn--ratatskr-r4a.de,You must be 18 years of age or older,you must be 18 years of age or older,English
824,social.cyber.harvard.edu,This server is for the exclusive use of the @BKC@cyber.harvard.edu account.,this server is for the exclusive use of the bkccyberharvardedu account,English
825,social.e-editiones.org,"Be decent, respectable, polite, fair. ",be decent respectable polite fair,non-Englsih
826,social.headbright.eu,Be nice,be nice,English
827,social.headbright.eu,No hate speech,no hate speech,English
828,social.headbright.eu,No spam,no spam,non-Englsih
829,social.headbright.eu,No content considered illegal within Belgium or EU,no content considered illegal within belgium or eu,English
830,mahler.earth,"Hier herrscht eine friedliche Stimmung.
Bitte persönlich nach weiteren Regeln fragen.",hier herrscht eine friedliche stimmung bitte persönlich nach weiteren regeln fragen,non-Englsih
831,mastoflute.social,"Nothing interesting here, just my personnal Mastodon instance",nothing interesting here just my personnal mastodon instance,English
832,social.cryptography.dog,"Zero tolerance for nazis or racists of any kind, homophobes, transphobes, ablists, and the like.

blocks come swiftly and without justification. behave appropriately.",zero tolerance for nazis or racists of any kind homophobes transphobes ablists and the like blocks come swiftly and without justification behave appropriately,English
833,social.cryptography.dog,No twitter => mastodon cross-posting. Do it in the other direction if you must.,no twitter mastodon crossposting do it in the other direction if you must,English
834,social.cryptography.dog,No crypto-currency promotion.,no cryptocurrency promotion,English
835,social.cryptography.dog,Instances operated by companies with more than one billion euros of GDPR fines will be defederated,instances operated by companies with more than one billion euros of gdpr fines will be defederated,English
836,social.cryptography.dog,Don't be cringe,dont be cringe,English
837,social.cryptography.dog,Don't promote VC-backed companies or products,dont promote vcbacked companies or products,English
838,ozlabs.house,Don't do anything illegal.,dont do anything illegal,non-Englsih
839,ozlabs.house,Don't post an invite link to the public without checking if it's okay first.,dont post an invite link to the public without checking if its okay first,English
840,ozlabs.house,"If you're going to cause a lot of server load (i.e. uploading a LOT of media), check if it's okay first.",if youre going to cause a lot of server load ie uploading a lot of media check if its okay first,English
841,mast.2enp.cc,"Treat everyone with respect.  Absolutely no harassment, witch hunting, sexism, racism, or hate speech will be tolerated.",treat everyone with respect absolutely no harassment witch hunting sexism racism or hate speech will be tolerated,English
842,mast.2enp.cc,No spam or self-promotion without permission from a staff member.  This includes DMing fellow members.,no spam or selfpromotion without permission from a staff member this includes dming fellow members,English
843,mast.2enp.cc,"NSFW must be blurred and have warning.
No hard violence, or other graphically disturbing content.",nsfw must be blurred and have warning no hard violence or other graphically disturbing content,English
844,mast.2enp.cc,"If you see something against the rules or something that makes you feel unsafe, let staff know.  We want this instance to be a welcoming place!",if you see something against the rules or something that makes you feel unsafe let staff know we want this instance to be a welcoming place,English
845,mstdn.rkunkunr.com,"NSFW (Not Safe For Work), CW (Content Warning), 公開範囲設定はしっかり利用してください。 - 見たくない話題等についてはフィルターなどを利用して自衛してください。 - Botについては、Publicな投稿は避けて、過度な頻度でトゥートすることは避けてください。",nsfw not safe for work cw content warning 公開範囲設定はしっかり利用してください 見たくない話題等についてはフィルターなどを利用して自衛してください botについてはpublicな投稿は避けて過度な頻度でトゥートすることは避けてください,non-Englsih
846,mstdn.rkunkunr.com,法律は遵守してください。,法律は遵守してください,non-Englsih
847,mastodon.hccp.org,Be cool.,be cool,English
848,mastodon.thefword.club,BE KIND! ♥️,be kind ️,non-Englsih
849,mastodon.thefword.club,"Do not harass, stalk, discriminate, or bully anyone.",do not harass stalk discriminate or bully anyone,English
850,mastodon.thefword.club,Do not be oppressive or intolerant.,do not be oppressive or intolerant,non-Englsih
851,mastodon.thefword.club,Do not engage with bullies.  Block them or their server and move on.,do not engage with bullies block them or their server and move on,English
852,mastodon.thefword.club,"Do not flood the timeline with spam, bots, or otherwise inhuman content.",do not flood the timeline with spam bots or otherwise inhuman content,English
853,mastodon.thefword.club,Do not misgender or deadname anyone purposefully.,do not misgender or deadname anyone purposefully,English
854,mastodon.thefword.club,Do not share sensitive content without a CW (content warning).,do not share sensitive content without a cw content warning,English
855,mastodon.thefword.club,Do not publish or boost extremist or illegal content.,do not publish or boost extremist or illegal content,English
856,alleysmith.family,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
857,alleysmith.family,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
858,alleysmith.family,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
859,alleysmith.family,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
860,alleysmith.family,No illegal content,no illegal content,non-Englsih
861,alleysmith.family,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
862,alleysmith.family,No spamming or spammer-like behavior,no spamming or spammerlike behavior,non-Englsih
863,alleysmith.family,Be a kind human,be a kind human,non-Englsih
864,yharnam.singles,"No fascists, racists, transphobia, or bigots of any kind will be tolerated.  I dont care about your free speech - go tell it to your momma. ",no fascists racists transphobia or bigots of any kind will be tolerated i dont care about your free speech go tell it to your momma,English
865,yharnam.singles,"Beasts, kin, and hunters ONLY.",beasts kin and hunters only,English
866,sns.opencourse.kr,여러분의 다양한 주제를 자유롭게 나눌 수 있는 오픈코스 마스토돈입니다.,여러분의 다양한 주제를 자유롭게 나눌 수 있는 오픈코스 마스토돈입니다,non-Englsih
867,sns.opencourse.kr,인종 / 성 지향 및 정체성 / 장애 / 지역 및 국적 등을 이유로 다른 사람을 차별하는 행위를 금지합니다.,인종 성 지향 및 정체성 장애 지역 및 국적 등을 이유로 다른 사람을 차별하는 행위를 금지합니다,non-Englsih
868,sns.opencourse.kr,선정적이거나 보고 싶지 않은 내용이 있을 때는 뮤트를 해주시고 추가로 차단이나 신고 기능을 이용해 주세요.,선정적이거나 보고 싶지 않은 내용이 있을 때는 뮤트를 해주시고 추가로 차단이나 신고 기능을 이용해 주세요,non-Englsih
869,sns.opencourse.kr,후방주의 등 민감한 내용은 CW(글 가리기) 기능을 이용해 가려서 올려주세요.,후방주의 등 민감한 내용은 cw글 가리기 기능을 이용해 가려서 올려주세요,non-Englsih
870,sns.opencourse.kr,무분별한 비방이나 불법적인 주제를 요구하는 경우 경고후 차단 조치합니다.,무분별한 비방이나 불법적인 주제를 요구하는 경우 경고후 차단 조치합니다,non-Englsih
871,sns.opencourse.kr,"봇은 로컬이나 글로벌 타임라인이 아닌, 홈 타임라인에서만 보일 수 있도록 해주세요.",봇은 로컬이나 글로벌 타임라인이 아닌 홈 타임라인에서만 보일 수 있도록 해주세요,non-Englsih
872,social.maplecrew.org,From the neighborhood? Come join us!,from the neighborhood come join us,English
873,masto.evelynyap.com,Keep it wholesome -- safe enough for kids and respectful enough for the Pope or any monk or nun.,keep it wholesome safe enough for kids and respectful enough for the pope or any monk or nun,English
874,masto.evelynyap.com,"Don't be a jerk. No harassment, bullying or doxxing.",dont be a jerk no harassment bullying or doxxing,non-Englsih
875,masto.evelynyap.com,Be a peacekeeper/peacemaker. No incitement of violence or promotion of violent ideologies.,be a peacekeeperpeacemaker no incitement of violence or promotion of violent ideologies,English
876,masto.evelynyap.com,Abide by the law. No illegal content whatsoever.,abide by the law no illegal content whatsoever,English
877,masto.evelynyap.com,Be a good neighbor. Be helpful and kind. But do be honest too.,be a good neighbor be helpful and kind but do be honest too,English
878,microblog.lunai.re,Don't be rude,dont be rude,non-Englsih
879,microblog.lunai.re,Don't harass anyone,dont harass anyone,English
880,microblog.lunai.re,Don't be an asshole,dont be an asshole,English
881,social.wikimedia.es,Acepto seguir las normas,acepto seguir las normas,non-Englsih
882,mastodon.cooleysekula.net,"No toxic and hateful speech. We have a zero-tolerance policy on attacks against anyone’s gender identity or expression, sexual orientation, race, ethnicity, nationality, religion, age, disability, personal appearance, or socio-economic status.",no toxic and hateful speech we have a zerotolerance policy on attacks against anyones gender identity or expression sexual orientation race ethnicity nationality religion age disability personal appearance or socioeconomic status,English
883,mastodon.cooleysekula.net,"No incitement of violence and no promotion of misleading or violent ideologies. 
",no incitement of violence and no promotion of misleading or violent ideologies,English
884,mastodon.cooleysekula.net,"No harassment, dogpiling, or unwanted advances. You may not continue to engage with a user who has explicitly requested that you stop. ",no harassment dogpiling or unwanted advances you may not continue to engage with a user who has explicitly requested that you stop,English
885,mastodon.cooleysekula.net,No doxxing of other users. Unauthorised requests for or distribution of any personal information or data is not allowed. Please treat personally identifying information with respect and privacy.,no doxxing of other users unauthorised requests for or distribution of any personal information or data is not allowed please treat personally identifying information with respect and privacy,English
886,mastodon.cooleysekula.net,"No content illegal in Canada or copyrighted content that you don't own rights to. Illegal or copyrighted content is not allowed to be stored, posted, or discussed on this instance.",no content illegal in canada or copyrighted content that you dont own rights to illegal or copyrighted content is not allowed to be stored posted or discussed on this instance,English
887,mastodon.cooleysekula.net,Sexually explicit or violent media must be marked appropriately. Posts and images with sexually explicit or violence must be flagged as sensitive and contain a content warning. Users may not have sexually explicit or violent media as a profile photo or header image. ,sexually explicit or violent media must be marked appropriately posts and images with sexually explicit or violence must be flagged as sensitive and contain a content warning users may not have sexually explicit or violent media as a profile photo or header image,English
888,mastodon.cooleysekula.net,"No spamming. Excessive posting, boosting, advertising or mass-marketing posts will be actioned accordingly and based on intent.
",no spamming excessive posting boosting advertising or massmarketing posts will be actioned accordingly and based on intent,English
889,mastodon.cooleysekula.net,"Be yourself. Accounts intended to impersonate or parody are not permitted, and those found to be directly misrepresenting themselves as another person or entity will be actioned accordingly.",be yourself accounts intended to impersonate or parody are not permitted and those found to be directly misrepresenting themselves as another person or entity will be actioned accordingly,English
890,ricorda.social,Treat others respectfully,treat others respectfully,English
891,ricorda.social,Use an appropriate tone,use an appropriate tone,non-Englsih
892,ricorda.social,Respect the privacy of others,respect the privacy of others,English
893,ricorda.social,Compliance with applicable law,compliance with applicable law,English
894,ricorda.social,Avoid misinformation ,avoid misinformation,English
895,ricorda.social,No spam posts,no spam posts,non-Englsih
896,ricorda.social,Mark sensitive content,mark sensitive content,non-Englsih
897,giantheart.social,Only share poems that you have written and have the permission to share.,only share poems that you have written and have the permission to share,English
898,giantheart.social,"No illegal content, or solicitation of illegal services",no illegal content or solicitation of illegal services,non-Englsih
899,giantheart.social,"No personal attacks or comments rooted in racism, sexism, homophobia, transphobia, casteism, ableism etc.",no personal attacks or comments rooted in racism sexism homophobia transphobia casteism ableism etc,English
900,giantheart.social,"No AI generated content, spam, or malicious links.",no ai generated content spam or malicious links,English
901,giantheart.social,No plagiarism. All original content is copyrighted by the poet and cannot be distributed or used without prior permission by the poet.,no plagiarism all original content is copyrighted by the poet and cannot be distributed or used without prior permission by the poet,English
902,giantheart.social,No NSFW visual content or pornography.,no nsfw visual content or pornography,English
903,giantheart.social,"Use Content Warnings for posts which contain depictions of sexual assault, self-harm or violence.",use content warnings for posts which contain depictions of sexual assault selfharm or violence,English
904,giantheart.social,"No doxxing (revealing another's personal information such as legal names, phone numbers or addresses)",no doxxing revealing anothers personal information such as legal names phone numbers or addresses,English
905,giantheart.social,Believe that people are fundamentally good. This takes courage.,believe that people are fundamentally good this takes courage,English
906,neverhill.social,"LOVE, PEACE AND APPLE",love peace and apple,English
907,boles.xyz,Be positive. Be Kind. Be helpful. Answer questions. Provide Answers.,be positive be kind be helpful answer questions provide answers,English
908,boles.xyz,No Crypto or NFT links. Moderate your self-promotion. The Mastodon community is not a marketplace.,no crypto or nft links moderate your selfpromotion the mastodon community is not a marketplace,English
909,boles.xyz,No hate speech. No cruelty. No Trolls.,no hate speech no cruelty no trolls,non-Englsih
910,social.archworks.co,"No NSFW
",no nsfw,non-Englsih
911,social.archworks.co,No Illegal Content,no illegal content,non-Englsih
912,md.songtronix.com,- be nice,be nice,English
919,masto.fuzzy.systems,"Follow the spirit of the Fuzzy Systems mission statement - encouraging an open internet, welcoming to everyone.",follow the spirit of the fuzzy systems mission statement encouraging an open internet welcoming to everyone,English
920,masto.fuzzy.systems,"Respect boundaries set by others, listen. Apologize if you overstep them. Give space. Failure to do so is an instant ban.",respect boundaries set by others listen apologize if you overstep them give space failure to do so is an instant ban,English
921,masto.fuzzy.systems,"Instead of escalating, flag toots for an admin to look into. We're not overcrowded here.",instead of escalating flag toots for an admin to look into were not overcrowded here,English
922,masto.fuzzy.systems,"CW anything that might potentially upset someone, including NSFW content.",cw anything that might potentially upset someone including nsfw content,English
923,masto.fuzzy.systems,"Ableism, racism, sexism, transphobia, xenophobia, and microaggressions are all forbidden - you'll be banned if you repeatedly do it or if it's serious, but we all make mistakes and have things to unlearn.",ableism racism sexism transphobia xenophobia and microaggressions are all forbidden youll be banned if you repeatedly do it or if its serious but we all make mistakes and have things to unlearn,English
924,masto.fuzzy.systems,No content illegal in Sweden.,no content illegal in sweden,non-Englsih
925,shutinnerd.space,"No racism, sexism, homophobia, transphobia, or xenophobia,",no racism sexism homophobia transphobia or xenophobia,English
926,shutinnerd.space,No sexually explicit or violent media.,no sexually explicit or violent media,English
927,shutinnerd.space,No incitement of violence or promotion of violent ideologies. ,no incitement of violence or promotion of violent ideologies,English
928,shutinnerd.space,Do not share false or misleading information that may lead to physical harm,do not share false or misleading information that may lead to physical harm,English
929,mastodon.novylen.net,"Humour is legal again, subject to the whims of the owner.",humour is legal again subject to the whims of the owner,English
930,toot.supremesyntax.com,follow the rules,follow the rules,English
931,toot.supremesyntax.com,do not follow the rules,do not follow the rules,English
932,toot.supremesyntax.com,be nice except when you are not nice,be nice except when you are not nice,English
933,mastodon.jacen.moe,Follow your local laws and US laws,follow your local laws and us laws,English
934,toot.zehaeva.com,Don't be a dick.,dont be a dick,English
935,robertparker.se,Be nice.,be nice,English
936,robertparker.se,No hate speech.,no hate speech,English
937,robertparker.se,No racism or hatred against minority groups.,no racism or hatred against minority groups,English
938,social.spork.gg,No Bigotry,no bigotry,non-Englsih
939,md.uzla.net,公序良俗に反する、またはそれらを助長するいかなる投稿を禁止します。これには、違法な行為、不適切な言葉遣い、暴力や性的内容を含む画像、動画を投稿したり共有する行為が含まれます。,公序良俗に反するまたはそれらを助長するいかなる投稿を禁止しますこれには違法な行為不適切な言葉遣い暴力や性的内容を含む画像動画を投稿したり共有する行為が含まれます,non-Englsih
940,md.uzla.net,人種、宗教、性別、性的指向、国籍、障碍、またはその他の特定のグループに対する蔑視や侮辱を目的とした差別的な言語使用を禁止します。誰もが安全に利用できるコミュニティを維持するため、ヘイトスピーチや差別的な発言は許容されません。,人種宗教性別性的指向国籍障碍またはその他の特定のグループに対する蔑視や侮辱を目的とした差別的な言語使用を禁止します誰もが安全に利用できるコミュニティを維持するためヘイトスピーチや差別的な発言は許容されません,non-Englsih
941,md.uzla.net,他のユーザーや第三者を威嚇、脅迫、人を傷つけるような言葉遣いは一切禁止します。また、暴力的な表現、脅迫、侮辱、人格攻撃など、他人を不快にさせる全ての行為を禁じます。,他のユーザーや第三者を威嚇脅迫人を傷つけるような言葉遣いは一切禁止しますまた暴力的な表現脅迫侮辱人格攻撃など他人を不快にさせる全ての行為を禁じます,non-Englsih
