,instance,rule,preprocessed rules,lang
2015,berserker.town,Bot accounts must clearly indicate that they are bot accounts. Prefer follower-only posts and limit public posts to a handful a day to avoid spamming the local timeline.,bot accounts must clearly indicate that they are bot accounts prefer followeronly posts and limit public posts to a handful a day to avoid spamming the local timeline,English
2016,berserker.town,"Mark media as sensitive when appropriate. If it would be censored on TV, it should be censored on here. ",mark media as sensitive when appropriate if it would be censored on tv it should be censored on here,English
2017,berserker.town,"You can state controversial opinions, but maintain proper decorum.",you can state controversial opinions but maintain proper decorum,English
2018,berserker.town,Don't be creepy or threatening.,dont be creepy or threatening,English
2019,berserker.town,"If you can go to prison for it, don't post it.",if you can go to prison for it dont post it,English
2020,berserker.town,"We generally don't use blocks. You are welcome to use them, however.",we generally dont use blocks you are welcome to use them however,English
2021,berserker.town,We read reports and will remove content that violates these rules.,we read reports and will remove content that violates these rules,English
2022,berserker.town,"If a user doesn't want to take a conversation further, be civil and respect that.",if a user doesnt want to take a conversation further be civil and respect that,English
2023,iaccessibility.social,This server's focus is to discuss topics related to assistive technology or technology in general. ,this servers focus is to discuss topics related to assistive technology or technology in general,English
2024,openedtech.social,"Your posts should be about your own lived experiences and telling us what you do, rather than criticising others for what they do or who you think they are",your posts should be about your own lived experiences and telling us what you do rather than criticising others for what they do or who you think they are,English
2025,openedtech.social,Demonstrate empathy and kindness toward other people,demonstrate empathy and kindness toward other people,English
2026,openedtech.social,"Be respectful of differing opinions, viewpoints, and experiences ",be respectful of differing opinions viewpoints and experiences,English
2027,openedtech.social,"Accept responsibility and apologise to those affected by our mistakes, and learn from the experience ",accept responsibility and apologise to those affected by our mistakes and learn from the experience,English
2028,openedtech.social,"Yes, comedy is legal (but see the other rules) ",yes comedy is legal but see the other rules,English
2037,realsocial.life,"Shared Humanity:

We prioritize humanity in our digital communications, and refuse to diminish our human interactions by making our online exchanges purely transactional.",shared humanity we prioritize humanity in our digital communications and refuse to diminish our human interactions by making our online exchanges purely transactional,English
2038,realsocial.life,"Information Integrity:

We take measures to ensure we are sharing and promoting information that has value from reliable, verifiable sources.",information integrity we take measures to ensure we are sharing and promoting information that has value from reliable verifiable sources,English
2039,realsocial.life,"Conscious Engagement:

We recognize that our words and actions in digital spaces can have an emotional, intellectual, spiritual AND physical impact on ourselves and other people; and we remain conscious of our choices in all our online engagements.",conscious engagement we recognize that our words and actions in digital spaces can have an emotional intellectual spiritual and physical impact on ourselves and other people and we remain conscious of our choices in all our online engagements,English
2040,realsocial.life,"Humble Expertise:

We offer our expertise with humility, and understand that we can’t teach if we don’t respect the intellect and autonomy of even those with whom we disagree.",humble expertise we offer our expertise with humility and understand that we cant teach if we dont respect the intellect and autonomy of even those with whom we disagree,English
2041,realsocial.life,"Proactive Pluralism:

We proactively reach out to and include those who are different from us in our online community so that our online community can benefit from diverse ideas and opinions.",proactive pluralism we proactively reach out to and include those who are different from us in our online community so that our online community can benefit from diverse ideas and opinions,English
2042,realsocial.life,"Personal Accountability:

We refuse to blame others for our mistakes, and publicly correct ourselves when we share bad information, mislead others (even unintentionally), and when we fail to live up to our own standards of engagement.",personal accountability we refuse to blame others for our mistakes and publicly correct ourselves when we share bad information mislead others even unintentionally and when we fail to live up to our own standards of engagement,English
2043,realsocial.life,"Self-Control:

We understand the need to pause and reflect before responding in online spaces.",selfcontrol we understand the need to pause and reflect before responding in online spaces,English
2044,realsocial.life,"Assertive Self-Care:

We understand that how we treat ourselves is how we will treat others. We limit our use of digital media when it interferes with our effectiveness online or offline.",assertive selfcare we understand that how we treat ourselves is how we will treat others we limit our use of digital media when it interferes with our effectiveness online or offline,English
2045,realsocial.life,"Courageous Determination:

We recognize that hate and vitriol in online spaces will inevitably be directed toward us when we lead in online spaces, but we remain committed to building community and promoting healthy communication even in the face of others’ cruelty and antagonism.",courageous determination we recognize that hate and vitriol in online spaces will inevitably be directed toward us when we lead in online spaces but we remain committed to building community and promoting healthy communication even in the face of others cruelty and antagonism,English
2046,realsocial.life,"This corner of the #Fediverse is inclusive and affirming to members of marginalized individuals and communities. To be specific: racism, sexism, homophobia, transphobia, classism, antisemitism, Islamophobia, ableism and fatphobia, are simply not allowed.",this corner of the fediverse is inclusive and affirming to members of marginalized individuals and communities to be specific racism sexism homophobia transphobia classism antisemitism islamophobia ableism and fatphobia are simply not allowed,English
2047,worm.horse,You are only permitted to post non-actionable parody. Every post on worm.horse is to be considered as such. ,you are only permitted to post nonactionable parody every post on wormhorse is to be considered as such,English
2048,curling.social,"Follow the spirit of the Silicon Valley Curling Club Code of Conduct

https://siliconvalleycurling.com/wp-content/uploads/2022/10/CoC-2022.pdf",follow the spirit of the silicon valley curling club code of conduct httpssiliconvalleycurlingcomwpcontentuploads202210coc2022pdf,English
2049,curling.social,Follow the Spirit of Curling,follow the spirit of curling,English
2050,curling.social,Be Respectful,be respectful,English
2051,curling.social,Be Inclusive,be inclusive,English
2052,curling.social,Be Careful in the Words that You Choose,be careful in the words that you choose,English
2053,curling.social,Be Friendly and Patient,be friendly and patient,English
2054,curling.social,No content that is illegal in the United States,no content that is illegal in the united states,English
2055,kamu.social,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
2056,kamu.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.
",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2057,kamu.social,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
2058,kamu.social,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
2059,kamu.social,No content illegal in Finland.,no content illegal in finland,non-Englsih
2060,kamu.social,Do not share intentionally false or misleading information.,do not share intentionally false or misleading information,English
2061,kamu.social,No body shaming.,no body shaming,non-Englsih
2062,kamu.social,No dog whistles.,no dog whistles,English
2063,recsys.social,"Be friendly, it’s a social space for people with a shared interest in recommender systems.",be friendly its a social space for people with a shared interest in recommender systems,English
2064,recsys.social,"Safe space for neurodivergence (ADHD, Autism, etc): No ableism.",safe space for neurodivergence adhd autism etc no ableism,non-Englsih
2065,recsys.social,Safe space for LGTBQIA+: No homophobia or transphobia.,safe space for lgtbqia no homophobia or transphobia,English
2066,recsys.social,"No racism, white supremacy, nationalism, fascism, religious extremism, or violence.",no racism white supremacy nationalism fascism religious extremism or violence,English
2067,recsys.social,"No cryptocurrency, blockchain, NFTs, web3, etc. ",no cryptocurrency blockchain nfts web3 etc,English
2068,standup-comics.net,No hate and try to be respectful. Let's not turn this into a Friday late show at the club. ,no hate and try to be respectful lets not turn this into a friday late show at the club,English
2069,standup-comics.net,"Post about what you want, this doesn't have to be comedy only but it's for people with a sense of humour. ",post about what you want this doesnt have to be comedy only but its for people with a sense of humour,English
2070,standup-comics.net,Invite anyone you want if you think they'll fit in. We need asses in seats here. ,invite anyone you want if you think theyll fit in we need asses in seats here,English
2071,standup-comics.net,This is for comedians and comedy fans to come together so let's not take ourselves too seriously. ,this is for comedians and comedy fans to come together so lets not take ourselves too seriously,English
2072,standup-comics.net,"Context and intent. Context and intent. Context and intent. 

Did we mention context and intent?",context and intent context and intent context and intent did we mention context and intent,English
2073,anvil.social,"Do not ask/beg for roles, they are assigned manually by the moderators when they see fit.",do not askbeg for roles they are assigned manually by the moderators when they see fit,English
2074,anvil.social,Please keep on topic. There is lenience but don't push it.,please keep on topic there is lenience but dont push it,English
2075,anvil.social,Don't argue with mods. They have final say in everything.,dont argue with mods they have final say in everything,English
2076,anvil.social,Don't be a dick. Seriously. It's not that difficult.,dont be a dick seriously its not that difficult,English
2077,chillout.chat,日本国の法律および利用規約を遵守してください。 ,日本国の法律および利用規約を遵守してください,non-Englsih
2078,chillout.chat,児童への安全性とプライバシー保護の観点から、13歳未満の方は利用できません。,児童への安全性とプライバシー保護の観点から13歳未満の方は利用できません,non-Englsih
2079,chillout.chat,センシティブなコンテンツをローカルタイムラインに投稿する際は、CW/NSFWタグを必ず使用してください。,センシティブなコンテンツをローカルタイムラインに投稿する際はcwnsfwタグを必ず使用してください,non-Englsih
2085,lipsia.casa,"Keine rassistische, sexistische, homophobe, transphobe, beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte Sprache.",keine rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache,non-Englsih
2086,lipsia.casa,"Kein Belästigung einzelner Personen durch ungewünschte Kontaktaufnahme, Stalking oder Doxing.",kein belästigung einzelner personen durch ungewünschte kontaktaufnahme stalking oder doxing,non-Englsih
2087,lipsia.casa,Keine Verbreitung von Inhalten die in der Bundesrepublik Deutschland gegen geltendes Recht verstoßen.,keine verbreitung von inhalten die in der bundesrepublik deutschland gegen geltendes recht verstoßen,non-Englsih
2088,lipsia.casa,Kein Verbreiten von Verschwörungserzählungen.,kein verbreiten von verschwörungserzählungen,non-Englsih
2089,lipsia.casa,Nicht jugendfreie Beiträge müssen als solche gekennzeichnet werden.,nicht jugendfreie beiträge müssen als solche gekennzeichnet werden,non-Englsih
2090,lipsia.casa,"Profilbilder und Banner, die nicht jugendfrei sind, werden nicht toleriert.",profilbilder und banner die nicht jugendfrei sind werden nicht toleriert,non-Englsih
2091,lipsia.casa,Werbung muss als solche gekennzeichnet sein. Übermäßige oder automatisierte Werbung wird nicht toleriert.,werbung muss als solche gekennzeichnet sein übermäßige oder automatisierte werbung wird nicht toleriert,non-Englsih
2092,lipsia.casa,"Bot-Accounts, also Nutzerkonten, die größtenteils automatisierte Inhalte erstellen, müssen als solche gekennzeichnet sein, dürfen nicht auf der lokalen Timeline posten und dürfen nur mit Nutzer:innen interagieren, wenn sie dazu eingeladen worden sind.",botaccounts also nutzerkonten die größtenteils automatisierte inhalte erstellen müssen als solche gekennzeichnet sein dürfen nicht auf der lokalen timeline posten und dürfen nur mit nutzerinnen interagieren wenn sie dazu eingeladen worden sind,non-Englsih
2093,lipsia.casa,Nicht als jemand anderes ausgeben (Verwechslungsgefahr),nicht als jemand anderes ausgeben verwechslungsgefahr,non-Englsih
2094,plushies.social,Plushies only please. A plushie is a stuffed animal character with a personality usually given to it by its human.,plushies only please a plushie is a stuffed animal character with a personality usually given to it by its human,English
2095,plushies.social,"Be nice to each other, keep it wholesome for everyone. Follow the Code of Conduct as provided below. ",be nice to each other keep it wholesome for everyone follow the code of conduct as provided below,English
2096,plushies.social,"No advertisements, no sexually explicit or violent content.",no advertisements no sexually explicit or violent content,non-Englsih
2097,plushies.social,Do not toot in languages other than English or German (which makes moderation prohibitively difficult).,do not toot in languages other than english or german which makes moderation prohibitively difficult,English
2098,privacyofficers.social,Verbreite keine illegalen Inhalte - das Internet ist kein rechtsfreier Raum,verbreite keine illegalen inhalte das internet ist kein rechtsfreier raum,non-Englsih
2099,privacyofficers.social,Verbreite absichtlich keine falschen oder irreführenden Informationen,verbreite absichtlich keine falschen oder irreführenden informationen,non-Englsih
2100,privacyofficers.social,Bleib in Diskussionen immer sachlich und höflich,bleib in diskussionen immer sachlich und höflich,non-Englsih
2101,privacyofficers.social,"Es ist in Ordnung, über negatives zu reden, solange man damit niemanden angreift",es ist in ordnung über negatives zu reden solange man damit niemanden angreift,non-Englsih
2102,privacyofficers.social,Verletzender Sarkasmus oder Zynismus vergiftet das Gesprächsklima,verletzender sarkasmus oder zynismus vergiftet das gesprächsklima,non-Englsih
2103,privacyofficers.social,"Kein Rassismus, Sexismus, Homophobie, Transphobie, Fremdenfeindlichkeit oder Kastendenken",kein rassismus sexismus homophobie transphobie fremdenfeindlichkeit oder kastendenken,non-Englsih
2104,privacyofficers.social,Wir stellen ausschließlich für Mitglieder des Vereins österreichischer betrieblicher und behördlicher Datenschutzbeauftragter ein Konto auf unserer Instanz bereit.,wir stellen ausschließlich für mitglieder des vereins österreichischer betrieblicher und behördlicher datenschutzbeauftragter ein konto auf unserer instanz bereit,non-Englsih
2105,notacult.social,"We are committed to providing a friendly, safe, welcoming environment for all, regardless of level of experience, gender identity and expression, sexual orientation, disability, personal appearance, body size, race, ethnicity, age, religion, nationality, or other similar characteristic.",we are committed to providing a friendly safe welcoming environment for all regardless of level of experience gender identity and expression sexual orientation disability personal appearance body size race ethnicity age religion nationality or other similar characteristic,English
2106,notacult.social,Be kind and courteous first!,be kind and courteous first,English
2107,notacult.social,"Avoid using dismissive language or tone about groups or people, including identities, disabilities, or ableism.",avoid using dismissive language or tone about groups or people including identities disabilities or ableism,English
2108,notacult.social,Respect that people have differences of opinion.,respect that people have differences of opinion,English
2109,notacult.social,"We will ban you if you insult, demean, or harass anyone outside of a friendly context. In particular, we don’t tolerate behavior that excludes folks in socially marginalized groups.",we will ban you if you insult demean or harass anyone outside of a friendly context in particular we dont tolerate behavior that excludes folks in socially marginalized groups,English
2110,notacult.social,"Please avoid using overtly sexual nicknames and messages that might detract from a friendly, safe, welcoming environment for all.",please avoid using overtly sexual nicknames and messages that might detract from a friendly safe welcoming environment for all,English
2111,notacult.social,"No matter who you are, if you feel you have been harassed or made uncomfortable by a community member, please contact @carbontwelve or @fimion immediately! Whether you’re a regular or a newcomer, we care about making this community a safe place for you.",no matter who you are if you feel you have been harassed or made uncomfortable by a community member please contact carbontwelve or fimion immediately whether youre a regular or a newcomer we care about making this community a safe place for you,English
2112,qa.social,"All discussions welcome, but primarily for QA and Test engineers. Sponsored and hosted by https://screenshotbot.io.",all discussions welcome but primarily for qa and test engineers sponsored and hosted by httpsscreenshotbotio,English
2113,rls.social,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
2114,rls.social,No spam or advertising.,no spam or advertising,non-Englsih
2115,rls.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2116,rls.social,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
2117,rls.social,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
2118,rls.social,No illegal content.,no illegal content,non-Englsih
2119,rls.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
2120,m6n.io,Be kind,be kind,non-Englsih
2121,m6n.io,No harassment or discrimination against vulnerable groups,no harassment or discrimination against vulnerable groups,non-Englsih
2122,m6n.io,No spam or phishing,no spam or phishing,English
2123,m6n.io,"NSFW / explicit content OK, just use warnings",nsfw explicit content ok just use warnings,English
2124,m6n.io,No child sexual content of any kind,no child sexual content of any kind,English
2125,m6n.io,Don't make us make more rules,dont make us make more rules,non-Englsih
2126,xeno.glyphpress.com,Write to be understood. Ask questions to learn.,write to be understood ask questions to learn,English
2127,xeno.glyphpress.com,Nazi punks fuck off.,nazi punks fuck off,English
2128,xeno.glyphpress.com,"If you post someone else's art, say what you like about it.",if you post someone elses art say what you like about it,English
2129,xeno.glyphpress.com,"Say ""fuck"" all you want.
But if you use a slur that diminishes someone else's personhood, see rule 2.",say fuck all you want but if you use a slur that diminishes someone elses personhood see rule 2,English
2130,xeno.glyphpress.com,Credit artists.,credit artists,English
2131,mstdon.com,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
2132,mstdon.com,No spam or advertising.,no spam or advertising,non-Englsih
2133,mstdon.com,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2134,mstdon.com,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
2135,mstdon.com,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
2136,mstdon.com,No illegal content.,no illegal content,non-Englsih
2137,mstdon.com,Absolutely no posting of porn pictures. All images will be removed and the user will be blocked.,absolutely no posting of porn pictures all images will be removed and the user will be blocked,English
2138,gorone.xyz,鯖内ミュート／ブロック全然OK,鯖内ミュートブロック全然ok,non-Englsih
2139,gorone.xyz,住民同士、他鯖民とのいさかいにモデレータは関与しない,住民同士他鯖民とのいさかいにモデレータは関与しない,non-Englsih
2140,gorone.xyz,無修正画像きらいだから即BAN,無修正画像きらいだから即ban,non-Englsih
2141,gorone.xyz,エロ画も即BAN、全年齢向けイラストのみOK,エロ画も即ban全年齢向けイラストのみok,non-Englsih
2142,gorone.xyz,未成年淫行をはじめとした常識的に考えてヤバすぎる住民は、当然ながらBAN,未成年淫行をはじめとした常識的に考えてヤバすぎる住民は当然ながらban,non-Englsih
2143,gorone.xyz,24時間対応は基本無理、管理者は忙しい。,24時間対応は基本無理管理者は忙しい,non-Englsih
2144,liberal.lgbt,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2145,liberal.lgbt,No content illegal in the United States.,no content illegal in the united states,English
2146,liberal.lgbt,No harassment.,no harassment,non-Englsih
2147,liberal.lgbt,NSFW media must be marked as sensitive.,nsfw media must be marked as sensitive,English
2148,liberal.lgbt,No violent rhetoric or endorsement of violence.,no violent rhetoric or endorsement of violence,non-Englsih
2149,spd.social,Geht respektvoll miteinander um. Wir dulden keine Hetze oder beleidigende Inhalte.,geht respektvoll miteinander um wir dulden keine hetze oder beleidigende inhalte,non-Englsih
2150,spd.social,"Diskutiert stets sachlich, fair und konstruktiv.",diskutiert stets sachlich fair und konstruktiv,non-Englsih
2151,spd.social,Gegen aktuelle Gesetze verstoßende Inhalte sind verboten.,gegen aktuelle gesetze verstoßende inhalte sind verboten,non-Englsih
2152,spd.social,"Wir behalten uns vor, nachweislich falsche Informationen zu löschen.",wir behalten uns vor nachweislich falsche informationen zu löschen,non-Englsih
2153,erotica.social,100% 18+ Only. We apply a zero tolerance approach to any illegal or underage content,100 18 only we apply a zero tolerance approach to any illegal or underage content,English
2154,erotica.social,"When posting erotic content, please post only the link to your work where people can find and read it. We will not allow posting stories as threaded posts",when posting erotic content please post only the link to your work where people can find and read it we will not allow posting stories as threaded posts,English
2155,erotica.social,"Flag your posts as applicable. Use Sensitive Media Warnings, and Content Warnings when making posts. No full nudity allowed in profile avatars.",flag your posts as applicable use sensitive media warnings and content warnings when making posts no full nudity allowed in profile avatars,English
2156,erotica.social,Respect others privacy,respect others privacy,English
2157,erotica.social,No hate speech ,no hate speech,English
2158,erotica.social,"Be a part of the community. This instance is a place for you to be part of our erotica community, do not just constantly post to your work without being involved in our community.",be a part of the community this instance is a place for you to be part of our erotica community do not just constantly post to your work without being involved in our community,English
2159,erotica.social,No Spam,no spam,non-Englsih
2160,handmade.social,"An account on handmade.social is not a replacement for your personal account, but an additional account specifically for your handmade business. You should maintain a personal account on a separate instance.",an account on handmadesocial is not a replacement for your personal account but an additional account specifically for your handmade business you should maintain a personal account on a separate instance,English
2161,handmade.social,Please use the name of your handmade shop or business as your username.,please use the name of your handmade shop or business as your username,English
2162,handmade.social,"This instance requires the ""Why do you want to join?"" field to be filled when requesting registration. Please include a link to your shop or website.",this instance requires the why do you want to join field to be filled when requesting registration please include a link to your shop or website,English
2163,handmade.social,Please familiarize yourselves with the server terms at https://handmade.social/about,please familiarize yourselves with the server terms at httpshandmadesocialabout,English
2164,handmade.social,By signing up for an account you acknowledge you have read these rules and the server terms and agree to abide by them.,by signing up for an account you acknowledge you have read these rules and the server terms and agree to abide by them,English
2165,handmade.social,"While the server is always free for you to use, there are hosting expenses for the server that must be paid. Please consider donating $1/mo towards the hosting expenses for the server. Donations can be made at https://buymeacoffee.com/handmade.social",while the server is always free for you to use there are hosting expenses for the server that must be paid please consider donating 1mo towards the hosting expenses for the server donations can be made at httpsbuymeacoffeecomhandmadesocial,English
2166,socialclub.nyc," No hate speech or bigotry, including but not limited to racism, anti-semitism, homophobia, and transphobia.",no hate speech or bigotry including but not limited to racism antisemitism homophobia and transphobia,English
2167,socialclub.nyc,"No doxxing, stalking, or harassment of others on this or other servers.",no doxxing stalking or harassment of others on this or other servers,English
2168,socialclub.nyc,No illegal activities or discussion of illegal activities are allowed on this server.,no illegal activities or discussion of illegal activities are allowed on this server,English
2169,socialclub.nyc,No incitement of violence or promotion of violent activities.,no incitement of violence or promotion of violent activities,English
2170,socialclub.nyc,No spamming or other misuse of system or network resources.,no spamming or other misuse of system or network resources,English
2171,socialclub.nyc,Use content warnings/NSFW markers when appropriate.,use content warningsnsfw markers when appropriate,English
2172,retrogaming.social,"Hate speech, discrimination, sexism, homophobia, misgendering, deadnaming, or promotion of so-called ""conversion therapy"" is prohibited.",hate speech discrimination sexism homophobia misgendering deadnaming or promotion of socalled conversion therapy is prohibited,English
2173,retrogaming.social,No oppressive language or actions,no oppressive language or actions,English
2174,retrogaming.social,No harassment/stalking,no harassmentstalking,non-Englsih
2175,retrogaming.social,No gore or graphic violence,no gore or graphic violence,English
2176,retrogaming.social,Respect peoples' pronouns,respect peoples pronouns,non-Englsih
2177,retrogaming.social,No automated spam (friendly bots ok),no automated spam friendly bots ok,English
2178,retrogaming.social,No doxxing,no doxxing,non-Englsih
2179,retrogaming.social,No begging for money (giving people the option to donate is totally fine),no begging for money giving people the option to donate is totally fine,English
2180,retrogaming.social,NSFW content (including nudity) is permitted so long as it's marked as sensitive and behind a content warning,nsfw content including nudity is permitted so long as its marked as sensitive and behind a content warning,English
2181,retrogaming.social,No sexual depictions of children (including computer generated),no sexual depictions of children including computer generated,English
2182,retrogaming.social,Accounts created solely for the purpose of posting NSFW content are not permitted,accounts created solely for the purpose of posting nsfw content are not permitted,English
2183,furry.horse,Be nice,be nice,English
2184,furry.horse,🔞 No members under the age of 18.,no members under the age of 18,English
2185,furry.horse,"Personal accounts only, no businesses or organisations.  Exceptions for directly furry businesses/organisations, eg artists, fursuit makers, conventions.",personal accounts only no businesses or organisations exceptions for directly furry businessesorganisations eg artists fursuit makers conventions,English
2186,furry.horse,No bots.,no bots,non-Englsih
2187,furry.horse,"No advertising, sponsored content, or spamming.  Exceptions for first-party directly furry advertising, e.g. art, but don't spam.",no advertising sponsored content or spamming exceptions for firstparty directly furry advertising eg art but dont spam,English
2188,furry.horse,No gore.,no gore,non-Englsih
2189,furry.horse,No illegal content.,no illegal content,non-Englsih
2190,furry.horse,No raffles that require boosting/following to enter.,no raffles that require boostingfollowing to enter,English
2191,sicem.social,Explicit or violent media must be marked as sensitive when posting,explicit or violent media must be marked as sensitive when posting,English
2192,sicem.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2193,sicem.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
2194,sicem.social,"No harassment, dogpiling, or doxxing of other users",no harassment dogpiling or doxxing of other users,English
2195,sicem.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
2196,subculture.chat,Be a good human,be a good human,non-Englsih
2197,gaminginthe.cloud,Posting content should generally not exceed a PG-13 threshold.  Please use NSFW for things you wouldn't want kids or your boss to see.  Do not block moderators to avoid being moderated.,posting content should generally not exceed a pg13 threshold please use nsfw for things you wouldnt want kids or your boss to see do not block moderators to avoid being moderated,English
2198,gaminginthe.cloud,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2199,gaminginthe.cloud,"No incitement of violence or promotion of violent ideologies.
",no incitement of violence or promotion of violent ideologies,English
2200,gaminginthe.cloud,"No harassment, dogpiling or doxxing of other users.
",no harassment dogpiling or doxxing of other users,English
2201,gaminginthe.cloud,No content illegal in Canada.,no content illegal in canada,non-Englsih
2202,gaminginthe.cloud,Do not share false or misleading information that may lead to physical harm.,do not share false or misleading information that may lead to physical harm,English
2203,gaminginthe.cloud,Agree to the Terms of Service and Code of Conduct.,agree to the terms of service and code of conduct,English
2204,gaminginthe.cloud,"Avoid boosting content from other servers that violates our rules, even if it doesn't violate the source server's rules. Reports for off-server content that violates our rules will result in those users being set to limited, and in extreme cases, defederation with that server.",avoid boosting content from other servers that violates our rules even if it doesnt violate the source servers rules reports for offserver content that violates our rules will result in those users being set to limited and in extreme cases defederation with that server,English
2205,gaminginthe.cloud,https://www.youtube.com/watch?v=rph_1DODXDU,httpswwwyoutubecomwatchvrph_1dodxdu,English
2206,mastodon.hr,Ponašajte se prema ljudima ljubazno. 💖,ponašajte se prema ljudima ljubazno,non-Englsih
2207,mastodon.hr,"Nema rasizma, ksenofobije, seksizma, diskriminacije, nacista. 🛑",nema rasizma ksenofobije seksizma diskriminacije nacista,non-Englsih
2208,mastodon.hr,Pokušajte se ne svađati s drugim članovima 😡,pokušajte se ne svađati s drugim članovima,non-Englsih
2209,mastodon.hr,Prijavite loše ili sumnjive aktivnosti ⚠️,prijavite loše ili sumnjive aktivnosti ️,non-Englsih
2210,mastodon.hr,Koristite gumb za blokiranje kada je potrebno 🚫,koristite gumb za blokiranje kada je potrebno,non-Englsih
2211,mastodon.hr,"Koristite značajke upozorenja na sadržaj (CW) kada objavljujete seksualne, eksplicitne i slične teme 🫣",koristite značajke upozorenja na sadržaj cw kada objavljujete seksualne eksplicitne i slične teme,non-Englsih
2212,mastodon.hr,Dobro razmislite prije dijeljenja osobnih podataka 🔐,dobro razmislite prije dijeljenja osobnih podataka,non-Englsih
2213,mastodon.hr,Bez robota 🤖,bez robota,non-Englsih
2214,mastodon.hr,Budite puni poštovanja i susretljivi prema drugima 👋,budite puni poštovanja i susretljivi prema drugima,non-Englsih
2215,guild.pmdcollab.org,You need to be 13 years old or older to use this service,you need to be 13 years old or older to use this service,English
2216,guild.pmdcollab.org,Use common sense please,use common sense please,non-Englsih
2217,guild.pmdcollab.org,"Be nice.  Do not harass people, do not stalk or impersonate anyone.",be nice do not harass people do not stalk or impersonate anyone,English
2218,guild.pmdcollab.org,"Use Content Warnings.  Do not post sensitive content, especially sexual, without appropriate content filters and NSFW settings",use content warnings do not post sensitive content especially sexual without appropriate content filters and nsfw settings,English
2219,guild.pmdcollab.org,Moderators can limit your account or remove content if they rule that you are in violation of these rules or the spirit of these rules. ,moderators can limit your account or remove content if they rule that you are in violation of these rules or the spirit of these rules,English
2220,guild.pmdcollab.org,German laws for legal/illegal content apply.,german laws for legalillegal content apply,English
2221,guild.pmdcollab.org,"Subject to change: These rules will be updated in the future, be sure to check them regularly.",subject to change these rules will be updated in the future be sure to check them regularly,English
2222,mastodon.ameth.org,Do not post illegal things,do not post illegal things,English
2223,mastodon.ameth.org,"No racism, homophobia, transphobia allowed",no racism homophobia transphobia allowed,English
2224,mastodon.ameth.org,Don't be a dick,dont be a dick,English
2225,mastodon.ameth.org,No nazis on this server.  That includes Republicans.,no nazis on this server that includes republicans,English
2226,aircrew.rocks,"Generally: Be excellent to each other!
",generally be excellent to each other,English
2227,aircrew.rocks,"We do not tolerate harrassment, stalking, and doxxing.
",we do not tolerate harrassment stalking and doxxing,English
2228,aircrew.rocks,"We do not tolerate racism, sexism, verbal abuse, discrimination against gender and sexual minorities, or the advocation of any of these.
",we do not tolerate racism sexism verbal abuse discrimination against gender and sexual minorities or the advocation of any of these,English
2229,aircrew.rocks,"We do not tolerate violent nationalist propaganda, Nazi symbolism or promoting the ideology of National Socialism.
",we do not tolerate violent nationalist propaganda nazi symbolism or promoting the ideology of national socialism,English
2230,aircrew.rocks,"Do not contact people who made clear they want no contact. This includes dogpiling/brigading.
",do not contact people who made clear they want no contact this includes dogpilingbrigading,English
2231,aircrew.rocks,"Posts with sexual content or gore have to be tagged.
",posts with sexual content or gore have to be tagged,English
2232,aircrew.rocks,"Advertisements have to be tagged, and must not be excessive or automated.
",advertisements have to be tagged and must not be excessive or automated,English
2233,aircrew.rocks,"Automated posts should be unlisted to keep the local timeline of our instance a place of community dialogue and human interaction. This extends to bots, feed posters, Twitter ""retweets"" and Twitter crossposts with broken mentions.
",automated posts should be unlisted to keep the local timeline of our instance a place of community dialogue and human interaction this extends to bots feed posters twitter retweets and twitter crossposts with broken mentions,English
