,Unnamed: 0.1,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules,formality label,formality score,genre label,genre score
714,714,747,toot.poedelwitz.de,Please use the report tool if you think someone on this server or another server did not comply with our guidelines. Note that sometimes rules are only valid for local users.,please use the report tool if you think someone on this server or another server did not comply with our guidelines note that sometimes rules are only valid for local users,English,please use the report tool if you think someone on this server or another server did not comply with our guidelines note that sometimes rules are only valid for local users,formal,0.9725013375282288,Instruction,Instruction
715,715,748,mikrobloggen.no,"Mikrobloggen følger Mastodon Server Convenant som krever at vi skal slå ned på rasisme,  seksuell trakassering, homofobi og transfobi. Poster du ting som kan oppleves som forstyrrende for andre, (nakenhet, vold, m.m) bruk innholdsadvarsel for tekst og bilde. Ikke post noe som bryter norsk lov. ",mikrobloggen følger mastodon server convenant som krever at vi skal slå ned på rasisme seksuell trakassering homofobi og transfobi poster du ting som kan oppleves som forstyrrende for andre nakenhet vold mm bruk innholdsadvarsel for tekst og bilde ikke post noe som bryter norsk lov,non-Englsih,The microblog follows mastodon server convant which requires us to crack down on racism Sexual harassment homophobia and transphobia you post things that can be perceived as disruptive to other nudity violence etc.,formal,0.9956851005554199,Opinion/Argumentation,Opinion/Argumentation
716,716,749,mikrobloggen.no,Brudd på regel nummer 1 medfører automatisk sletting av innlegg og skriftlig advarsel. Gjentatte brudd vil bli tatt opp i driftsrådet og kan i ytterste konsekvens medføre utestengning uten tilbakebetaling av medlemsskap. ,brudd på regel nummer 1 medfører automatisk sletting av innlegg og skriftlig advarsel gjentatte brudd vil bli tatt opp i driftsrådet og kan i ytterste konsekvens medføre utestengning uten tilbakebetaling av medlemsskap,non-Englsih,Violation of Rule number 1 entails automatic deletion of posts and written warning Repeated violations will be admitted to the Operating Council and may ultimately result in exclusion without repayment of membership,formal,0.9986475110054016,Legal,Legal
717,717,750,mikrobloggen.no,Mikrobloggen har et driftsråd som er ansvarlige for å vedlikeholde reglene og diskutere eventuelle sanksjoner mot brukere som har brutt reglene flere ganger. Ingen enkeltstående vaktmester kan utestenge en bruker uten at det har vært diskutert i rådet.,mikrobloggen har et driftsråd som er ansvarlige for å vedlikeholde reglene og diskutere eventuelle sanksjoner mot brukere som har brutt reglene flere ganger ingen enkeltstående vaktmester kan utestenge en bruker uten at det har vært diskutert i rådet,non-Englsih,The microblog has an operating advice responsible for maintaining the rules and discussing any sanctions against users who have broken the rules several times no single caretaker can exclude a user without being discussed in the Council,formal,0.9986687898635864,Legal,Legal
718,718,751,mikrobloggen.no,Alle brukere på Mikrobloggen forplikter seg til å betale et årlig medlemsskap til Topdogs Sosietetsforening for å dekke sin del hosting-kostnaden. Medlemsskapsavgiften er satt til kr. 200. Brukere som ikke betaler blir automatisk utestengt 14 dager etter forfall.,alle brukere på mikrobloggen forplikter seg til å betale et årlig medlemsskap til topdogs sosietetsforening for å dekke sin del hostingkostnaden medlemsskapsavgiften er satt til kr 200 brukere som ikke betaler blir automatisk utestengt 14 dager etter forfall,non-Englsih,All users on the microblog undertake to pay an annual membership to the Topdog Societies Association to cover their part Hosting cost The membership fee is set to NOK 200 users who do not pay are automatically banned 14 days after maturity,formal,0.9986177682876587,Information/Explanation,Information/Explanation
719,719,752,verhu.xyz,Don't be a dick,dont be a dick,English,dont be a dick,informal,0.9956220984458923,Forum,Forum
720,720,755,terrible.city,"no hate speech or violent discrimination, including but not limited to: racism, sexism, homophobia, transphobia, ableism.",no hate speech or violent discrimination including but not limited to racism sexism homophobia transphobia ableism,English,no hate speech or violent discrimination including but not limited to racism sexism homophobia transphobia ableism,informal,0.9933090209960938,Promotion,Promotion
721,721,756,terrible.city,"no harassment, spamming, and other repeated or organized unwanted interactions, especially against remote instances.",no harassment spamming and other repeated or organized unwanted interactions especially against remote instances,English,no harassment spamming and other repeated or organized unwanted interactions especially against remote instances,informal,0.7136122584342957,Information/Explanation,Information/Explanation
722,722,757,terrible.city,no content illegal under French or European law.,no content illegal under french or european law,non-Englsih,no content illegal under french or european law,informal,0.996118426322937,Other,Other
723,723,758,terrible.city,"use content warnings for things that people might find objectionable, including, but not limited to: sexual content, violence and gore, flickering animations (subject to change i guess? idk)",use content warnings for things that people might find objectionable including but not limited to sexual content violence and gore flickering animations subject to change i guess idk,English,use content warnings for things that people might find objectionable including but not limited to sexual content violence and gore flickering animations subject to change i guess idk,informal,0.9058242440223694,Other,Other
724,724,759,terrible.city,be me; if you're not me and you're on this instance you will be banned 😤😤😤,be me if youre not me and youre on this instance you will be banned,English,be me if youre not me and youre on this instance you will be banned,informal,0.9973458647727966,Prose/Lyrical,Prose/Lyrical
725,725,760,mastodon.evl.fi,"Minä olen sinut nimeltä kutsunut (Jes. 43:1). Älä ole anonyymi, käytä sellaista nimeä, josta sinut tunnetaan. ",minä olen sinut nimeltä kutsunut jes 431 älä ole anonyymi käytä sellaista nimeä josta sinut tunnetaan,non-Englsih,I have called you Jes 431 Don't be anonymous use the name you are known,informal,0.8663468956947327,Prose/Lyrical,Prose/Lyrical
726,726,761,mastodon.evl.fi,"Rakasta lähimmäistäsi niin kuin itseäsi (Matt. 22:39). Mastodon on turvallinen tila. Ei syrjivää, väheksyvää, rasistista tai seksististä kielenkäyttöä tai argumentointia.  ",rakasta lähimmäistäsi niin kuin itseäsi matt 2239 mastodon on turvallinen tila ei syrjivää väheksyvää rasistista tai seksististä kielenkäyttöä tai argumentointia,non-Englsih,Love your neighbor as yourself as Matt 2239 Mastodon is a safe state of not discriminatory dismissal racist or sexist language or argumentation,formal,0.9986099004745483,Other,Other
727,727,762,mastodon.evl.fi,"Kunnioittakaa kilvan toinen toistanne (Room 12:10). Keskustellaan kunnioittavasti. Älä koskaan kyseenalaista esimerkiksi toisen olemusta, seksuaalisuutta, persoonaa tai elämänvalintoja. 
",kunnioittakaa kilvan toinen toistanne room 1210 keskustellaan kunnioittavasti älä koskaan kyseenalaista esimerkiksi toisen olemusta seksuaalisuutta persoonaa tai elämänvalintoja,non-Englsih,"Respect a racing one another Room 1210 will be discussed with respect Never question, for example, the essence of another's sexuality personality or life choices",formal,0.998648464679718,Information/Explanation,Information/Explanation
728,728,763,mastodon.evl.fi,"Iloitkaa ja riemuitkaa, laulakaa ja soittakaa! (Ps. 98:4)",iloitkaa ja riemuitkaa laulakaa ja soittakaa ps 984,non-Englsih,Rejoice and rejoice in singing and call ps 984,informal,0.9390357136726379,Prose/Lyrical,Prose/Lyrical
729,729,764,mastodon.indiegamesdevel.com,"Respect other members: We do not tolerate any form of harassment, discrimination, insults, or profanity.",respect other members we do not tolerate any form of harassment discrimination insults or profanity,English,respect other members we do not tolerate any form of harassment discrimination insults or profanity,informal,0.957706868648529,Promotion,Promotion
730,730,765,mastodon.indiegamesdevel.com,"No inappropriate content: Violent, pornographic, or otherwise offensive content is not allowed.
",no inappropriate content violent pornographic or otherwise offensive content is not allowed,English,no inappropriate content violent pornographic or otherwise offensive content is not allowed,informal,0.918219268321991,Legal,Legal
731,731,766,mastodon.indiegamesdevel.com,"No spam: Unapproved promotional posts or any other form of spam will be removed.
",no spam unapproved promotional posts or any other form of spam will be removed,English,no spam unapproved promotional posts or any other form of spam will be removed,informal,0.9897252321243286,Promotion,Promotion
732,732,767,mastodon.indiegamesdevel.com,"Stay on topic: This server is dedicated to indie and AAA video games, so try to keep conversations relevant to these topics.",stay on topic this server is dedicated to indie and aaa video games so try to keep conversations relevant to these topics,English,stay on topic this server is dedicated to indie and aaa video games so try to keep conversations relevant to these topics,informal,0.9920161962509155,Forum,Forum
733,733,768,mastodon.indiegamesdevel.com,Respect privacy: Do not share personal information without the consent of those involved.,respect privacy do not share personal information without the consent of those involved,English,respect privacy do not share personal information without the consent of those involved,formal,0.6619209051132202,Legal,Legal
734,734,769,mastodon.dredgelords.com,"Dredgelords is a fun clan for GRSM, furry, & ally gamers. We transcend stereotypes, and do not gatekeep people's identities.
Be curious, not cynical.",dredgelords is a fun clan for grsm furry ally gamers we transcend stereotypes and do not gatekeep peoples identities be curious not cynical,English,dredgelords is a fun clan for grsm furry ally gamers we transcend stereotypes and do not gatekeep peoples identities be curious not cynical,informal,0.970870316028595,Promotion,Promotion
735,735,770,mastodon.dredgelords.com,"No discrimination based on race, gender, sexuality, nationality, or age. If you are offended by equality this is not your server.  Those not signing the tolerance treaty are not tolerated.",no discrimination based on race gender sexuality nationality or age if you are offended by equality this is not your server those not signing the tolerance treaty are not tolerated,English,no discrimination based on race gender sexuality nationality or age if you are offended by equality this is not your server those not signing the tolerance treaty are not tolerated,formal,0.6037798523902893,Promotion,Promotion
736,736,771,mastodon.dredgelords.com,"Content warnings are to be used for distressing, hurtful, depressing or triggering content.  They have other uses too, but those are the required cases.",content warnings are to be used for distressing hurtful depressing or triggering content they have other uses too but those are the required cases,English,content warnings are to be used for distressing hurtful depressing or triggering content they have other uses too but those are the required cases,informal,0.9691027998924255,Information/Explanation,Information/Explanation
737,737,772,mastodon.dredgelords.com,"Use sarcasm, rudeness, or hostile jokes only with people you are already close to and know they are cool with it.",use sarcasm rudeness or hostile jokes only with people you are already close to and know they are cool with it,English,use sarcasm rudeness or hostile jokes only with people you are already close to and know they are cool with it,informal,0.9893418550491333,Other,Other
738,738,773,mastodon.dredgelords.com,Visit your account settings and set them correctly. Please make regular backups of your account if you value its contents. ,visit your account settings and set them correctly please make regular backups of your account if you value its contents,English,visit your account settings and set them correctly please make regular backups of your account if you value its contents,formal,0.6670514345169067,Instruction,Instruction
739,739,774,mastodon.dredgelords.com,Obey USA copyright law.  This server is based in the USA and subject to legal authority therin.,obey usa copyright law this server is based in the usa and subject to legal authority therin,English,obey usa copyright law this server is based in the usa and subject to legal authority therin,informal,0.9808530211448669,Legal,Legal
740,740,775,mastodon.dredgelords.com,"No rules lawyering.  Rules are subject to moderator interpretation. You shall be in the spirit of compassion and acceptance, not the letter of it. ",no rules lawyering rules are subject to moderator interpretation you shall be in the spirit of compassion and acceptance not the letter of it,English,no rules lawyering rules are subject to moderator interpretation you shall be in the spirit of compassion and acceptance not the letter of it,formal,0.9406246542930603,Legal,Legal
741,741,776,josh.tel,No hate.,no hate,non-Englsih,no hate,informal,0.9967251420021057,Prose/Lyrical,Prose/Lyrical
742,742,777,josh.tel,No harassment.,no harassment,non-Englsih,no harassment,informal,0.9952914714813232,Forum,Forum
743,743,778,josh.tel,No violence.,no violence,non-Englsih,no violence,informal,0.9937633872032166,Promotion,Promotion
744,744,779,josh.tel,No fascism.,no fascism,non-Englsih,no fascism,informal,0.9827035665512085,Information/Explanation,Information/Explanation
745,745,780,josh.tel,No colonialism.,no colonialism,non-Englsih,no colonialism,informal,0.9883221983909607,Information/Explanation,Information/Explanation
746,746,781,josh.tel,No white supremacy.,no white supremacy,English,no white supremacy,informal,0.986473560333252,News,News
747,747,782,josh.tel,No religious extremism.,no religious extremism,non-Englsih,no religious extremism,informal,0.984259307384491,Promotion,Promotion
748,748,783,josh.tel,No nationalism.,no nationalism,non-Englsih,no nationalism,informal,0.9837110638618469,Information/Explanation,Information/Explanation
749,749,784,josh.tel,No racism.,no racism,non-Englsih,no racism,informal,0.9902772903442383,Information/Explanation,Information/Explanation
750,750,785,josh.tel,No homophobia.,no homophobia,non-Englsih,no homophobia,informal,0.9777997732162476,Information/Explanation,Information/Explanation
751,751,786,josh.tel,No transphobia.,no transphobia,non-Englsih,no transphobia,informal,0.9894487857818604,Forum,Forum
752,752,787,josh.tel,No conspiracy theories.,no conspiracy theories,English,no conspiracy theories,informal,0.9934693574905396,Opinion/Argumentation,Opinion/Argumentation
753,753,788,josh.tel,No hacking.,no hacking,non-Englsih,no hacking,informal,0.9959736466407776,Opinion/Argumentation,Opinion/Argumentation
754,754,789,teasmith.au,Rule is not a list,rule is not a list,English,rule is not a list,informal,0.9950441122055054,Instruction,Instruction
755,755,790,mastodon.encryptionin.space,No nazism or fascism.,no nazism or fascism,non-Englsih,no nazism or fascism,informal,0.9934089183807373,Information/Explanation,Information/Explanation
756,756,791,mastodon.encryptionin.space,No child porno,no child porno,non-Englsih,no child porno,informal,0.9944604635238647,News,News
757,757,792,mastodon.encryptionin.space,"Don't be racist, sexist, anti-queer",dont be racist sexist antiqueer,non-Englsih,don't be racist sexist anti queer,informal,0.9972508549690247,Other,Other
758,758,793,mastodon.encryptionin.space,No threats of violence,no threats of violence,English,no threats of violence,informal,0.989058792591095,News,News
759,759,794,mastodon.encryptionin.space,No intentional misinformation,no intentional misinformation,non-Englsih,no intentional misinformation,informal,0.9592786431312561,Information/Explanation,Information/Explanation
760,760,795,mastodon.encryptionin.space,No doxxing,no doxxing,non-Englsih,no doxxing,informal,0.9957861304283142,Promotion,Promotion
761,761,796,cho.yukiya.me,日本の法律を遵守してください,日本の法律を遵守してください,non-Englsih,Please comply with Japanese law,formal,0.9857187867164612,Legal,Legal
762,762,797,cho.yukiya.me,公序良俗に反する投稿は禁止です,公序良俗に反する投稿は禁止です,non-Englsih,Posts that are contrary to public order and morals are prohibited,formal,0.9982910752296448,Legal,Legal
763,763,798,cho.yukiya.me,無修正のR-18コンテンツの投稿は禁止です,無修正のr18コンテンツの投稿は禁止です,non-Englsih,Uncensored R18 content posting is prohibited,formal,0.9413636326789856,Other,Other
764,764,799,cho.yukiya.me,適宜 CW/NSFW を活用してください,適宜 cwnsfw を活用してください,non-Englsih,Please use CWNSFW as appropriate,formal,0.9889315366744995,Instruction,Instruction
765,765,800,cho.yukiya.me,適宜 ミュート/ブロック を活用してください,適宜 ミュートブロック を活用してください,non-Englsih,Please use mute blocks as appropriate,formal,0.9932734966278076,Instruction,Instruction
766,766,801,cho.yukiya.me,モデレーションは全て管理者の独断で行われます,モデレーションは全て管理者の独断で行われます,non-Englsih,All models are performed by the administrator's discretion,formal,0.9986156225204468,Legal,Legal
767,767,802,cho.yukiya.me,みんながニコニコできる振る舞いを心がけましょう,みんながニコニコできる振る舞いを心がけましょう,non-Englsih,Let's keep in mind that everyone can smile,formal,0.9568785429000854,Instruction,Instruction
768,768,803,sad.earth,"Imagine you were about say whatever you're going to say to each of the people on the server individually. If you have hesitations about saying it, then it's probably wise to keep it to yourself.",imagine you were about say whatever youre going to say to each of the people on the server individually if you have hesitations about saying it then its probably wise to keep it to yourself,English,imagine you were about say whatever youre going to say to each of the people on the server individually if you have hesitations about saying it then its probably wise to keep it to yourself,informal,0.9966437816619873,Forum,Forum
769,769,804,mastodon.lermer.nl,Don't do stupid shit,dont do stupid shit,non-Englsih,dont do stupid shit,informal,0.9972116351127625,Forum,Forum
770,770,805,mastodon.lermer.nl,There is no spoon,there is no spoon,English,there is no spoon,informal,0.9944729208946228,Prose/Lyrical,Prose/Lyrical
771,771,806,mastodon.kmkz.moe,警察のお世話になるような事はしない,警察のお世話になるような事はしない,non-Englsih,Don't do anything to take care of the police,informal,0.9191506505012512,Instruction,Instruction
772,772,807,mastodon.kmkz.moe,人を傷つけるような事をしない,人を傷つけるような事をしない,non-Englsih,Don't hurt people,informal,0.7038094997406006,Instruction,Instruction
773,773,808,mastodon.joohanv.nl,Don't talk about Fight Club,dont talk about fight club,English,dont talk about fight club,informal,0.9968920350074768,Promotion,Promotion
774,774,809,mastodon.joohanv.nl,DO NOT talk about Fight Club,do not talk about fight club,English,do not talk about fight club,informal,0.9815767407417297,Instruction,Instruction
775,775,810,mastodon.joohanv.nl,Conceal your intentions,conceal your intentions,English,conceal your intentions,informal,0.9451459646224976,Prose/Lyrical,Prose/Lyrical
776,776,811,hunted.one,Do not talk about Fight Club.,do not talk about fight club,English,do not talk about fight club,informal,0.9815767407417297,Instruction,Instruction
777,777,812,hunted.one,DO NOT talk about Fight Club.,do not talk about fight club,English,do not talk about fight club,informal,0.9815767407417297,Instruction,Instruction
778,778,813,sporedrive.space,Be kind,be kind,non-Englsih,be kind,informal,0.9945458173751831,Prose/Lyrical,Prose/Lyrical
779,779,814,toot.9wd.eu,Be nice to each other.,be nice to each other,English,be nice to each other,informal,0.9966365098953247,Prose/Lyrical,Prose/Lyrical
780,780,815,xn--ratatskr-r4a.de,Stay legal. Don't post anything that violates German law.,stay legal dont post anything that violates german law,English,stay legal dont post anything that violates german law,informal,0.9974740147590637,Forum,Forum
781,781,816,xn--ratatskr-r4a.de,"Spam, racist, sexist, hateful, or discriminating posts in any form are forbidden.",spam racist sexist hateful or discriminating posts in any form are forbidden,English,spam racist sexist hateful or discriminating posts in any form are forbidden,informal,0.9945899248123169,Legal,Legal
782,782,817,xn--ratatskr-r4a.de,"Content Warning policy. Drugs, lewd posts and pictures, kinks must be listed with a content warning.",content warning policy drugs lewd posts and pictures kinks must be listed with a content warning,English,content warning policy drugs lewd posts and pictures kinks must be listed with a content warning,informal,0.996537446975708,Other,Other
783,783,818,xn--ratatskr-r4a.de,"Do not impersonate someone, unless for parody purposes. This includes using other peoples' artworks without permission.",do not impersonate someone unless for parody purposes this includes using other peoples artworks without permission,English,do not impersonate someone unless for parody purposes this includes using other peoples artworks without permission,formal,0.7836480140686035,Legal,Legal
784,784,819,xn--ratatskr-r4a.de,Parody accounts must be tagged as such clearly in their profile description.,parody accounts must be tagged as such clearly in their profile description,English,parody accounts must be tagged as such clearly in their profile description,informal,0.6639112830162048,Instruction,Instruction
785,785,820,xn--ratatskr-r4a.de,"Bots must be tagged as such, and bot owners must ensure they will have a minimal impact on the instance's performances.",bots must be tagged as such and bot owners must ensure they will have a minimal impact on the instances performances,English,bots must be tagged as such and bot owners must ensure they will have a minimal impact on the instances performances,informal,0.648445725440979,Instruction,Instruction
786,786,821,xn--ratatskr-r4a.de,You may not use a header image or avatar if it shows content that is listed to be content warned. ,you may not use a header image or avatar if it shows content that is listed to be content warned,English,you may not use a header image or avatar if it shows content that is listed to be content warned,formal,0.5887596607208252,Instruction,Instruction
787,787,822,xn--ratatskr-r4a.de,"Don't repost artworks without crediting the artist. If you have a link to their gallery, perfect, if only their name, better than nothing. Claiming other's Artwork as your own may lead to suspension.",dont repost artworks without crediting the artist if you have a link to their gallery perfect if only their name better than nothing claiming others artwork as your own may lead to suspension,English,dont repost artworks without crediting the artist if you have a link to their gallery perfect if only their name better than nothing claiming others artwork as your own may lead to suspension,informal,0.9139259457588196,Forum,Forum
788,788,823,xn--ratatskr-r4a.de,You must be 18 years of age or older,you must be 18 years of age or older,English,you must be 18 years of age or older,informal,0.9437170028686523,Instruction,Instruction
789,789,824,social.cyber.harvard.edu,This server is for the exclusive use of the @BKC@cyber.harvard.edu account.,this server is for the exclusive use of the bkccyberharvardedu account,English,this server is for the exclusive use of the bkccyberharvardedu account,informal,0.9596118330955505,Legal,Legal
790,790,825,social.e-editiones.org,"Be decent, respectable, polite, fair. ",be decent respectable polite fair,non-Englsih,be decent respectable polite fair,informal,0.9955824017524719,Promotion,Promotion
791,791,826,social.headbright.eu,Be nice,be nice,English,be nice,informal,0.9947863817214966,Forum,Forum
792,792,827,social.headbright.eu,No hate speech,no hate speech,English,no hate speech,informal,0.9965565204620361,News,News
793,793,828,social.headbright.eu,No spam,no spam,non-Englsih,no spam,informal,0.9944080114364624,Forum,Forum
794,794,829,social.headbright.eu,No content considered illegal within Belgium or EU,no content considered illegal within belgium or eu,English,no content considered illegal within belgium or eu,informal,0.9818896055221558,Legal,Legal
795,795,830,mahler.earth,"Hier herrscht eine friedliche Stimmung.
Bitte persönlich nach weiteren Regeln fragen.",hier herrscht eine friedliche stimmung bitte persönlich nach weiteren regeln fragen,non-Englsih,"There is a peaceful mood here personally, please ask for further rules",formal,0.9970329999923706,Other,Other
796,796,831,mastoflute.social,"Nothing interesting here, just my personnal Mastodon instance",nothing interesting here just my personnal mastodon instance,English,nothing interesting here just my personnal mastodon instance,informal,0.9975917339324951,Opinion/Argumentation,Opinion/Argumentation
797,797,832,social.cryptography.dog,"Zero tolerance for nazis or racists of any kind, homophobes, transphobes, ablists, and the like.

blocks come swiftly and without justification. behave appropriately.",zero tolerance for nazis or racists of any kind homophobes transphobes ablists and the like blocks come swiftly and without justification behave appropriately,English,zero tolerance for nazis or racists of any kind homophobes transphobes ablists and the like blocks come swiftly and without justification behave appropriately,informal,0.991330623626709,Promotion,Promotion
798,798,833,social.cryptography.dog,No twitter => mastodon cross-posting. Do it in the other direction if you must.,no twitter mastodon crossposting do it in the other direction if you must,English,no twitter mastodon crossposting do it in the other direction if you must,informal,0.9974188804626465,Forum,Forum
799,799,834,social.cryptography.dog,No crypto-currency promotion.,no cryptocurrency promotion,English,no cryptocurrency promotion,informal,0.9889665246009827,Promotion,Promotion
800,800,835,social.cryptography.dog,Instances operated by companies with more than one billion euros of GDPR fines will be defederated,instances operated by companies with more than one billion euros of gdpr fines will be defederated,English,instances operated by companies with more than one billion euros of gdpr fines will be defederated,informal,0.9888626337051392,News,News
801,801,836,social.cryptography.dog,Don't be cringe,dont be cringe,English,dont be cringe,informal,0.9955810904502869,Prose/Lyrical,Prose/Lyrical
802,802,837,social.cryptography.dog,Don't promote VC-backed companies or products,dont promote vcbacked companies or products,English,dont promote vcbacked companies or products,informal,0.9973467588424683,Promotion,Promotion
803,803,838,ozlabs.house,Don't do anything illegal.,dont do anything illegal,non-Englsih,dont do anything illegal,informal,0.9967184662818909,Legal,Legal
804,804,839,ozlabs.house,Don't post an invite link to the public without checking if it's okay first.,dont post an invite link to the public without checking if its okay first,English,dont post an invite link to the public without checking if its okay first,informal,0.9975382089614868,Forum,Forum
805,805,840,ozlabs.house,"If you're going to cause a lot of server load (i.e. uploading a LOT of media), check if it's okay first.",if youre going to cause a lot of server load ie uploading a lot of media check if its okay first,English,if youre going to cause a lot of server load ie uploading a lot of media check if its okay first,informal,0.9975975155830383,Forum,Forum
806,806,841,mast.2enp.cc,"Treat everyone with respect.  Absolutely no harassment, witch hunting, sexism, racism, or hate speech will be tolerated.",treat everyone with respect absolutely no harassment witch hunting sexism racism or hate speech will be tolerated,English,treat everyone with respect absolutely no harassment witch hunting sexism racism or hate speech will be tolerated,informal,0.9940096139907837,Promotion,Promotion
807,807,842,mast.2enp.cc,No spam or self-promotion without permission from a staff member.  This includes DMing fellow members.,no spam or selfpromotion without permission from a staff member this includes dming fellow members,English,no spam or selfpromotion without permission from a staff member this includes dming fellow members,informal,0.9917608499526978,Other,Other
808,808,843,mast.2enp.cc,"NSFW must be blurred and have warning.
No hard violence, or other graphically disturbing content.",nsfw must be blurred and have warning no hard violence or other graphically disturbing content,English,nsfw must be blurred and have warning no hard violence or other graphically disturbing content,informal,0.9503951072692871,Instruction,Instruction
809,809,844,mast.2enp.cc,"If you see something against the rules or something that makes you feel unsafe, let staff know.  We want this instance to be a welcoming place!",if you see something against the rules or something that makes you feel unsafe let staff know we want this instance to be a welcoming place,English,if you see something against the rules or something that makes you feel unsafe let staff know we want this instance to be a welcoming place,informal,0.9095250964164734,Other,Other
810,810,845,mstdn.rkunkunr.com,"NSFW (Not Safe For Work), CW (Content Warning), 公開範囲設定はしっかり利用してください。 - 見たくない話題等についてはフィルターなどを利用して自衛してください。 - Botについては、Publicな投稿は避けて、過度な頻度でトゥートすることは避けてください。",nsfw not safe for work cw content warning 公開範囲設定はしっかり利用してください 見たくない話題等についてはフィルターなどを利用して自衛してください botについてはpublicな投稿は避けて過度な頻度でトゥートすることは避けてください,non-Englsih,"NSFW NOT SAFE FORK CW CW CONTENT WARNING Please use the open range settings. Please defend yourself using a filter etc. For topics etc., please avoid Public posts and to be excessive frequency.Please avoid",informal,0.9518272876739502,Other,Other
811,811,846,mstdn.rkunkunr.com,法律は遵守してください。,法律は遵守してください,non-Englsih,Please comply with the law,formal,0.959112823009491,Legal,Legal
812,812,847,mastodon.hccp.org,Be cool.,be cool,English,be cool,informal,0.9957137107849121,Other,Other
813,813,848,mastodon.thefword.club,BE KIND! ♥️,be kind ️,non-Englsih,be kind ️,informal,0.9908965229988098,Opinion/Argumentation,Opinion/Argumentation
814,814,849,mastodon.thefword.club,"Do not harass, stalk, discriminate, or bully anyone.",do not harass stalk discriminate or bully anyone,English,do not harass stalk discriminate or bully anyone,informal,0.9867703914642334,Promotion,Promotion
815,815,850,mastodon.thefword.club,Do not be oppressive or intolerant.,do not be oppressive or intolerant,non-Englsih,do not be oppressive or intolerant,informal,0.8453035354614258,Promotion,Promotion
816,816,851,mastodon.thefword.club,Do not engage with bullies.  Block them or their server and move on.,do not engage with bullies block them or their server and move on,English,do not engage with bullies block them or their server and move on,informal,0.8943855166435242,Instruction,Instruction
817,817,852,mastodon.thefword.club,"Do not flood the timeline with spam, bots, or otherwise inhuman content.",do not flood the timeline with spam bots or otherwise inhuman content,English,do not flood the timeline with spam bots or otherwise inhuman content,informal,0.7784969210624695,Instruction,Instruction
818,818,853,mastodon.thefword.club,Do not misgender or deadname anyone purposefully.,do not misgender or deadname anyone purposefully,English,do not misgender or deadname anyone purposefully,informal,0.9729776978492737,Instruction,Instruction
819,819,854,mastodon.thefword.club,Do not share sensitive content without a CW (content warning).,do not share sensitive content without a cw content warning,English,do not share sensitive content without a cw content warning,informal,0.9501628875732422,Instruction,Instruction
820,820,855,mastodon.thefword.club,Do not publish or boost extremist or illegal content.,do not publish or boost extremist or illegal content,English,do not publish or boost extremist or illegal content,informal,0.8847051858901978,Legal,Legal
821,821,856,alleysmith.family,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting,formal,0.9112115502357483,Legal,Legal
822,822,857,alleysmith.family,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
823,823,858,alleysmith.family,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
824,824,859,alleysmith.family,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users,informal,0.9965498447418213,Legal,Legal
825,825,860,alleysmith.family,No illegal content,no illegal content,non-Englsih,no illegal content,informal,0.9936445951461792,Promotion,Promotion
826,826,861,alleysmith.family,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information,formal,0.916638970375061,Legal,Legal
827,827,862,alleysmith.family,No spamming or spammer-like behavior,no spamming or spammerlike behavior,non-Englsih,no spamming or spammerlike behavior,informal,0.9968969821929932,Information/Explanation,Information/Explanation
828,828,863,alleysmith.family,Be a kind human,be a kind human,non-Englsih,be a kind human,informal,0.9885075092315674,Other,Other
829,829,864,yharnam.singles,"No fascists, racists, transphobia, or bigots of any kind will be tolerated.  I dont care about your free speech - go tell it to your momma. ",no fascists racists transphobia or bigots of any kind will be tolerated i dont care about your free speech go tell it to your momma,English,no fascists racists transphobia or bigots of any kind will be tolerated i dont care about your free speech go tell it to your momma,informal,0.997529923915863,Promotion,Promotion
830,830,865,yharnam.singles,"Beasts, kin, and hunters ONLY.",beasts kin and hunters only,English,beasts kin and hunters only,informal,0.9971559047698975,Information/Explanation,Information/Explanation
831,831,866,sns.opencourse.kr,여러분의 다양한 주제를 자유롭게 나눌 수 있는 오픈코스 마스토돈입니다.,여러분의 다양한 주제를 자유롭게 나눌 수 있는 오픈코스 마스토돈입니다,non-Englsih,This is an open course mastodon that can freely share your various topics,formal,0.99806147813797,Promotion,Promotion
832,832,867,sns.opencourse.kr,인종 / 성 지향 및 정체성 / 장애 / 지역 및 국적 등을 이유로 다른 사람을 차별하는 행위를 금지합니다.,인종 성 지향 및 정체성 장애 지역 및 국적 등을 이유로 다른 사람을 차별하는 행위를 금지합니다,non-Englsih,Prohibits discrimination against others for racial sexual orientation and identity disorders and nationality,formal,0.9986332058906555,Information/Explanation,Information/Explanation
