GPT category single,GPT category set,Count
Geographic,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy', 'Spam'}",1
Geographic,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy'}",1
Geographic,"{'Advertising & Commercialization', 'NSFW', 'Images'}",1
Geographic,"{'Advertising & Commercialization', 'Not Applicable'}",1
Geographic,"{'Automated tools', 'Copyright/ Piracy'}",1
Geographic,"{'Dogpiling', 'Doxxing/ Personal Info', 'NSFW', 'Hate Speech', 'Harassment'}",1
Geographic,"{'Dogpiling', 'Doxxing/ Personal Info'}",1
Geographic,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Spam'}",1
Geographic,"{'Dogpiling', 'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
Geographic,"{'Doxxing/ Personal Info', 'Content Warnings', 'Copyright/ Piracy'}",1
Geographic,"{'Doxxing/ Personal Info', 'Content Warnings'}",1
Geographic,"{'Doxxing/ Personal Info', 'Hate Speech', 'Advertising & Commercialization', 'Harassment', 'Incitement of Violence'}",1
Geographic,"{'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Geographic,"{'Doxxing/ Personal Info', 'Trolling', 'Spam'}",1
Geographic,"{'Harassment', 'Content Warnings'}",1
Geographic,"{'Harassment', 'Doxxing/ Personal Info', 'Copyright/ Piracy'}",1
Geographic,"{'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Geographic,"{'Harassment', 'Reposting/Crossposting'}",1
Geographic,"{'Harassment', 'Trolling', 'Spam'}",1
Geographic,"{'Hate Speech', 'Harassment', 'Copyright/ Piracy'}",1
Geographic,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info', 'Impersonation'}",1
Geographic,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Geographic,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Geographic,"{'Hate Speech', 'Harassment', 'Off-topic/topic specific'}",1
Geographic,"{'Hate Speech', 'Harassment', 'Trolling'}",1
Geographic,"{'Hate Speech', 'Off-topic/topic specific', 'Images'}",1
Geographic,"{'Hate Speech', 'Off-topic/topic specific'}",1
Geographic,"{'Hate Speech', 'Trolling'}",1
Geographic,"{'Illegal Content', 'Advertising & Commercialization', 'Harassment'}",1
Geographic,"{'Illegal Content', 'Copyright/ Piracy', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
Geographic,"{'Illegal Content', 'Doxxing/ Personal Info', 'Copyright/ Piracy'}",1
Geographic,"{'Illegal Content', 'Doxxing/ Personal Info', 'NSFW', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Spam', 'Harassment'}",1
Geographic,"{'Illegal Content', 'Harassment', 'Spam'}",1
Geographic,"{'Illegal Content', 'Hate Speech', 'Copyright/ Piracy'}",1
Geographic,"{'Illegal Content', 'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
Geographic,"{'Illegal Content', 'Hate Speech', 'Harassment', 'Spam'}",1
Geographic,"{'Illegal Content', 'Hate Speech', 'Incitement of Violence'}",1
Geographic,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Advertising & Commercialization', 'Spam'}",1
Geographic,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Impersonation'}",1
Geographic,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
Geographic,"{'Illegal Content', 'NSFW', 'Content Warnings', 'Hate Speech'}",1
Geographic,"{'Illegal Content', 'NSFW', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Geographic,"{'Illegal Content', 'NSFW', 'Harassment', 'Hate Speech'}",1
Geographic,"{'Illegal Content', 'NSFW', 'Harassment', 'Incitement of Violence'}",1
Geographic,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Geographic,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
Geographic,"{'Illegal Content', 'NSFW', 'Images'}",1
Geographic,"{'Illegal Content', 'Reposting/Crossposting'}",1
Geographic,"{'Links & Outside Content', 'Advertising & Commercialization', 'Illegal Content', 'Spam'}",1
Geographic,"{'Links & Outside Content', 'Copyright/ Piracy'}",1
Geographic,"{'Links & Outside Content', 'Hate Speech'}",1
Geographic,"{'Links & Outside Content', 'Illegal Content', 'Spam'}",1
Geographic,"{'Mis/Disinformation/Conspiracy', 'Automated tools'}",1
Geographic,"{'Mis/Disinformation/Conspiracy', 'Content Warnings'}",1
Geographic,"{'Mis/Disinformation/Conspiracy', 'Harassment', 'Doxxing/ Personal Info'}",1
Geographic,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Automated tools'}",1
Geographic,"{'Mis/Disinformation/Conspiracy', 'Off-topic/topic specific'}",1
Geographic,"{'NSFW', 'Automated tools'}",1
Geographic,"{'NSFW', 'Copyright/ Piracy'}",1
Geographic,"{'NSFW', 'Harassment', 'Hate Speech', 'Incitement of Violence'}",1
Geographic,"{'NSFW', 'Harassment', 'Hate Speech'}",1
Geographic,"{'NSFW', 'Hate Speech', 'Trolling', 'Harassment', 'Incitement of Violence'}",1
Geographic,"{'NSFW', 'Off-topic/topic specific', 'Spam'}",1
Geographic,"{'Not Applicable', 'Incitement of Violence'}",1
Geographic,"{'Not Applicable', 'Trolling'}",1
Geographic,"{'Off-topic/topic specific', 'Automated tools'}",1
Geographic,"{'Off-topic/topic specific', 'Reposting/Crossposting'}",1
Geographic,"{'Reposting/Crossposting', 'Images'}",1
Geographic,"{'Trolling', 'Harassment', 'Content Warnings'}",1
Geographic,"{'Trolling', 'Incitement of Violence'}",1
Ideology,{'Hate Speech'},173
Ideology,{'Illegal Content'},55
Ideology,{'Mis/Disinformation/Conspiracy'},53
Ideology,"{'Hate Speech', 'Harassment'}",34
Ideology,"{'Advertising & Commercialization', 'Spam'}",32
Ideology,"{'NSFW', 'Content Warnings'}",32
Ideology,{'Incitement of Violence'},31
Ideology,{'Harassment'},30
Ideology,"{'Harassment', 'Doxxing/ Personal Info'}",29
Ideology,{'Advertising & Commercialization'},19
Ideology,{'Content Warnings'},19
Ideology,{'Spam'},19
Ideology,"{'Content Warnings', 'Images'}",18
Ideology,{'Images'},18
Ideology,{'Impersonation'},15
Ideology,{'Doxxing/ Personal Info'},14
Ideology,{'NSFW'},14
Ideology,{'Copyright/ Piracy'},13
Ideology,"{'Harassment', 'Trolling'}",12
Ideology,"{'NSFW', 'Images'}",12
Ideology,{'Automated tools'},11
Ideology,"{'Hate Speech', 'Incitement of Violence'}",10
Ideology,{'Off-topic/topic specific'},10
Ideology,"{'Illegal Content', 'Hate Speech'}",9
Ideology,"{'Illegal Content', 'NSFW'}",9
Ideology,"{'NSFW', 'Content Warnings', 'Images'}",9
Ideology,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",8
Ideology,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",7
Ideology,{'Links & Outside Content'},7
Ideology,"{'Spam', 'Automated tools'}",7
Ideology,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment', 'Images'}",6
Ideology,"{'Dogpiling', 'Harassment'}",5
Ideology,"{'Hate Speech', 'Off-topic/topic specific'}",5
Ideology,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Images'}",5
Ideology,"{'Not Applicable', 'Automated tools'}",5
Ideology,"{'Harassment', 'Incitement of Violence'}",4
Ideology,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",4
Ideology,"{'Illegal Content', 'Incitement of Violence'}",4
Ideology,"{'Links & Outside Content', 'NSFW'}",4
Ideology,"{'NSFW', 'Harassment'}",4
Ideology,"{'Automated tools', 'Spam'}",3
Ideology,"{'Illegal Content', 'Copyright/ Piracy'}",3
Ideology,"{'Illegal Content', 'Hate Speech', 'Incitement of Violence'}",3
Ideology,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech'}",3
Ideology,"{'Mis/Disinformation/Conspiracy', 'Spam'}",3
Ideology,"{'Not Applicable', 'Hate Speech'}",3
Ideology,"{'Off-topic/topic specific', 'Harassment'}",3
Ideology,"{'Reposting/Crossposting', 'Automated tools'}",3
Ideology,"{'Advertising & Commercialization', 'Links & Outside Content'}",2
Ideology,"{'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",2
Ideology,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",2
Ideology,"{'Hate Speech', 'Harassment', 'Off-topic/topic specific'}",2
Ideology,"{'Hate Speech', 'Harassment', 'Trolling'}",2
Ideology,"{'Hate Speech', 'Trolling'}",2
Ideology,"{'Illegal Content', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Images', 'Harassment'}",2
Ideology,"{'Illegal Content', 'Links & Outside Content'}",2
Ideology,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Images'}",2
Ideology,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",2
Ideology,"{'Illegal Content', 'NSFW', 'Content Warnings'}",2
Ideology,"{'Links & Outside Content', 'Images'}",2
Ideology,"{'Links & Outside Content', 'Not Applicable'}",2
Ideology,"{'Links & Outside Content', 'Reposting/Crossposting'}",2
Ideology,"{'Links & Outside Content', 'Spam'}",2
Ideology,"{'Mis/Disinformation/Conspiracy', 'Trolling'}",2
Ideology,"{'Not Applicable', 'Images'}",2
Ideology,"{'Off-topic/topic specific', 'Reposting/Crossposting'}",2
Ideology,"{'Reposting/Crossposting', 'Spam'}",2
Ideology,{'Reposting/Crossposting'},2
Ideology,"{'Advertising & Commercialization', 'Automated tools', 'Spam'}",1
Ideology,"{'Advertising & Commercialization', 'Impersonation', 'Spam'}",1
Ideology,"{'Advertising & Commercialization', 'Links & Outside Content', 'Spam'}",1
Ideology,"{'Advertising & Commercialization', 'NSFW'}",1
Ideology,"{'Advertising & Commercialization', 'Not Applicable'}",1
Ideology,"{'Advertising & Commercialization', 'Off-topic/topic specific'}",1
Ideology,"{'Advertising & Commercialization', 'Reposting/Crossposting', 'Spam', 'Automated tools'}",1
Ideology,"{'Advertising & Commercialization', 'Reposting/Crossposting'}",1
Ideology,"{'Advertising & Commercialization', 'Trolling', 'Spam'}",1
Ideology,"{'Dogpiling', 'Harassment', 'Trolling'}",1
Ideology,"{'Dogpiling', 'Hate Speech', 'Harassment'}",1
Ideology,"{'Doxxing/ Personal Info', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Trolling', 'Spam', 'Harassment', 'Impersonation'}",1
Ideology,"{'Doxxing/ Personal Info', 'NSFW', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
Ideology,"{'Doxxing/ Personal Info', 'Spam'}",1
Ideology,"{'Doxxing/ Personal Info', 'Trolling'}",1
Ideology,"{'Harassment', 'Doxxing/ Personal Info', 'Impersonation'}",1
Ideology,"{'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Ideology,"{'Harassment', 'Spam'}",1
Ideology,"{'Hate Speech', 'Content Warnings'}",1
Ideology,"{'Hate Speech', 'Doxxing/ Personal Info'}",1
Ideology,"{'Hate Speech', 'Images', 'Copyright/ Piracy'}",1
Ideology,"{'Hate Speech', 'Images'}",1
Ideology,"{'Illegal Content', 'Content Warnings', 'NSFW', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Spam'}",1
Ideology,"{'Illegal Content', 'Harassment', 'Doxxing/ Personal Info'}",1
Ideology,"{'Illegal Content', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Trolling', 'Harassment'}",1
Ideology,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Impersonation'}",1
Ideology,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
Ideology,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Ideology,"{'Illegal Content', 'Not Applicable'}",1
Ideology,"{'Illegal Content', 'Spam'}",1
Ideology,"{'Images', 'Spam'}",1
Ideology,"{'Impersonation', 'Automated tools'}",1
Ideology,"{'Impersonation', 'Copyright/ Piracy'}",1
Ideology,"{'Impersonation', 'Spam'}",1
Ideology,"{'Incitement of Violence', 'Harassment', 'Impersonation', 'Automated tools'}",1
Ideology,"{'Links & Outside Content', 'Content Warnings', 'Illegal Content'}",1
Ideology,"{'Links & Outside Content', 'Content Warnings'}",1
Ideology,"{'Links & Outside Content', 'Harassment', 'Doxxing/ Personal Info'}",1
Ideology,"{'Links & Outside Content', 'Harassment', 'Trolling', 'Spam'}",1
Ideology,"{'Links & Outside Content', 'Illegal Content', 'Incitement of Violence'}",1
Ideology,"{'Links & Outside Content', 'Illegal Content'}",1
Ideology,"{'Links & Outside Content', 'Off-topic/topic specific', 'Reposting/Crossposting'}",1
Ideology,"{'Links & Outside Content', 'Off-topic/topic specific'}",1
Ideology,"{'Links & Outside Content', 'Reposting/Crossposting', 'Copyright/ Piracy'}",1
Ideology,"{'Mis/Disinformation/Conspiracy', 'Automated tools'}",1
Ideology,"{'Mis/Disinformation/Conspiracy', 'Harassment'}",1
Ideology,"{'Mis/Disinformation/Conspiracy', 'Impersonation'}",1
Ideology,"{'NSFW', 'Content Warnings', 'Hate Speech'}",1
Ideology,"{'NSFW', 'Harassment', 'Spam', 'Incitement of Violence'}",1
Ideology,"{'NSFW', 'Hate Speech'}",1
Ideology,"{'NSFW', 'Off-topic/topic specific', 'Content Warnings'}",1
Ideology,"{'Not Applicable', 'Content Warnings'}",1
Ideology,"{'Not Applicable', 'Mis/Disinformation/Conspiracy', 'Spam', 'Automated tools'}",1
Ideology,"{'Not Applicable', 'Mis/Disinformation/Conspiracy'}",1
Ideology,"{'Not Applicable', 'NSFW'}",1
Ideology,"{'Not Applicable', 'Reposting/Crossposting', 'Automated tools'}",1
Ideology,"{'Not Applicable', 'Spam'}",1
Ideology,"{'Off-topic/topic specific', 'Content Warnings'}",1
Ideology,"{'Off-topic/topic specific', 'Harassment', 'Doxxing/ Personal Info', 'Hate Speech'}",1
Ideology,"{'Off-topic/topic specific', 'Harassment', 'Trolling', 'Hate Speech'}",1
Ideology,"{'Off-topic/topic specific', 'Spam'}",1
Ideology,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",1
Ideology,"{'Trolling', 'Spam'}",1
Ideology,{'Trolling'},1
Interests,{'Hate Speech'},373
Interests,{'Illegal Content'},210
Interests,"{'NSFW', 'Content Warnings'}",115
Interests,{'Mis/Disinformation/Conspiracy'},109
Interests,{'Incitement of Violence'},101
Interests,{'Harassment'},94
Interests,"{'Advertising & Commercialization', 'Spam'}",93
Interests,"{'Hate Speech', 'Harassment'}",93
Interests,{'NSFW'},77
Interests,"{'Harassment', 'Doxxing/ Personal Info'}",75
Interests,{'Content Warnings'},70
Interests,"{'NSFW', 'Images'}",64
Interests,"{'Content Warnings', 'Images'}",56
Interests,{'Copyright/ Piracy'},56
Interests,{'Spam'},56
Interests,{'Off-topic/topic specific'},54
Interests,{'Impersonation'},53
Interests,{'Doxxing/ Personal Info'},46
Interests,"{'Illegal Content', 'NSFW'}",34
Interests,{'Automated tools'},33
Interests,{'Advertising & Commercialization'},31
Interests,"{'Hate Speech', 'Incitement of Violence'}",29
Interests,"{'NSFW', 'Content Warnings', 'Images'}",27
Interests,{'Images'},26
Interests,"{'Illegal Content', 'Hate Speech'}",22
Interests,"{'Not Applicable', 'Automated tools'}",21
Interests,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",19
Interests,"{'Harassment', 'Trolling'}",18
Interests,"{'Dogpiling', 'Harassment'}",14
Interests,"{'Illegal Content', 'Copyright/ Piracy'}",14
Interests,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",14
Interests,{'Links & Outside Content'},13
Interests,"{'Harassment', 'Incitement of Violence'}",10
Interests,"{'Links & Outside Content', 'Spam'}",10
Interests,"{'Off-topic/topic specific', 'Harassment'}",10
Interests,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",9
Interests,"{'Images', 'Copyright/ Piracy'}",8
Interests,"{'Links & Outside Content', 'Not Applicable'}",8
Interests,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",8
Interests,"{'Spam', 'Automated tools'}",7
Interests,{'Trolling'},7
Interests,"{'Automated tools', 'Spam'}",6
Interests,"{'Off-topic/topic specific', 'Content Warnings'}",6
Interests,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",5
Interests,"{'Hate Speech', 'Harassment', 'Trolling'}",5
Interests,"{'Illegal Content', 'Incitement of Violence'}",5
Interests,"{'NSFW', 'Incitement of Violence'}",5
Interests,"{'Advertising & Commercialization', 'Automated tools'}",4
Interests,"{'Illegal Content', 'Not Applicable'}",4
Interests,"{'Links & Outside Content', 'Copyright/ Piracy'}",4
Interests,"{'Not Applicable', 'Harassment'}",4
Interests,"{'Not Applicable', 'Images'}",4
Interests,"{'Reposting/Crossposting', 'Automated tools'}",4
Interests,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy'}",3
Interests,"{'Advertising & Commercialization', 'Spam', 'Automated tools'}",3
Interests,"{'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",3
Interests,"{'Harassment', 'Impersonation'}",3
Interests,"{'Harassment', 'Spam'}",3
Interests,"{'Hate Speech', 'Harassment', 'Spam'}",3
Interests,"{'Illegal Content', 'Harassment', 'Doxxing/ Personal Info'}",3
Interests,"{'Illegal Content', 'Hate Speech', 'Harassment'}",3
Interests,"{'Illegal Content', 'Hate Speech', 'Incitement of Violence'}",3
Interests,"{'Illegal Content', 'Links & Outside Content'}",3
Interests,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",3
Interests,"{'Images', 'Incitement of Violence'}",3
Interests,"{'Links & Outside Content', 'Off-topic/topic specific'}",3
Interests,"{'Links & Outside Content', 'Reposting/Crossposting'}",3
Interests,"{'Not Applicable', 'Content Warnings'}",3
Interests,"{'Not Applicable', 'Doxxing/ Personal Info'}",3
Interests,"{'Not Applicable', 'Hate Speech'}",3
Interests,"{'Off-topic/topic specific', 'Spam'}",3
Interests,"{'Off-topic/topic specific', 'Trolling'}",3
Interests,{'Reposting/Crossposting'},3
Interests,"{'Advertising & Commercialization', 'Automated tools', 'Spam'}",2
Interests,"{'Advertising & Commercialization', 'Illegal Content'}",2
Interests,"{'Advertising & Commercialization', 'Links & Outside Content'}",2
Interests,"{'Advertising & Commercialization', 'NSFW', 'Spam', 'Incitement of Violence'}",2
Interests,"{'Advertising & Commercialization', 'Not Applicable'}",2
Interests,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Impersonation'}",2
Interests,"{'Hate Speech', 'Images'}",2
Interests,"{'Hate Speech', 'Off-topic/topic specific'}",2
Interests,"{'Hate Speech', 'Trolling'}",2
Interests,"{'Illegal Content', 'Images'}",2
Interests,"{'Illegal Content', 'Impersonation'}",2
Interests,"{'Illegal Content', 'NSFW', 'Content Warnings'}",2
Interests,"{'Illegal Content', 'NSFW', 'Harassment', 'Incitement of Violence'}",2
Interests,"{'Impersonation', 'Automated tools'}",2
Interests,"{'Links & Outside Content', 'Illegal Content'}",2
Interests,"{'Links & Outside Content', 'Images'}",2
Interests,"{'Links & Outside Content', 'Mis/Disinformation/Conspiracy'}",2
Interests,"{'Links & Outside Content', 'NSFW'}",2
Interests,"{'Mis/Disinformation/Conspiracy', 'Harassment'}",2
Interests,"{'NSFW', 'Harassment', 'Hate Speech', 'Spam'}",2
Interests,"{'NSFW', 'Harassment'}",2
Interests,"{'NSFW', 'Hate Speech', 'Spam'}",2
Interests,"{'NSFW', 'Hate Speech'}",2
Interests,"{'Not Applicable', 'Reposting/Crossposting'}",2
Interests,"{'Not Applicable', 'Spam'}",2
Interests,"{'Off-topic/topic specific', 'Images'}",2
Interests,"{'Off-topic/topic specific', 'Reposting/Crossposting'}",2
Interests,"{'Off-topic/topic specific', 'Trolling', 'Spam'}",2
Interests,"{'Reposting/Crossposting', 'Spam'}",2
Interests,"{'Trolling', 'Spam'}",2
Interests,"{'Advertising & Commercialization', 'Impersonation', 'Spam'}",1
Interests,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy', 'Spam'}",1
Interests,"{'Advertising & Commercialization', 'NSFW'}",1
Interests,"{'Advertising & Commercialization', 'Reposting/Crossposting'}",1
Interests,"{'Content Warnings', 'Automated tools'}",1
Interests,"{'Dogpiling', 'Doxxing/ Personal Info', 'Hate Speech', 'Trolling', 'Harassment', 'Incitement of Violence'}",1
Interests,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Interests,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Spam'}",1
Interests,"{'Dogpiling', 'Hate Speech', 'Harassment'}",1
Interests,"{'Dogpiling', 'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
Interests,"{'Doxxing/ Personal Info', 'Content Warnings', 'Copyright/ Piracy'}",1
Interests,"{'Doxxing/ Personal Info', 'Content Warnings'}",1
Interests,"{'Doxxing/ Personal Info', 'Hate Speech', 'Harassment', 'Reposting/Crossposting', 'Incitement of Violence'}",1
Interests,"{'Doxxing/ Personal Info', 'Images'}",1
Interests,"{'Doxxing/ Personal Info', 'Impersonation'}",1
Interests,"{'Harassment', 'Automated tools'}",1
Interests,"{'Harassment', 'Images'}",1
Interests,"{'Harassment', 'Trolling', 'Spam'}",1
Interests,"{'Hate Speech', 'Harassment', 'Off-topic/topic specific'}",1
Interests,"{'Hate Speech', 'Harassment', 'Trolling', 'Incitement of Violence'}",1
Interests,"{'Hate Speech', 'Impersonation'}",1
Interests,"{'Hate Speech', 'Spam'}",1
Interests,"{'Illegal Content', 'Content Warnings', 'Images'}",1
Interests,"{'Illegal Content', 'Doxxing/ Personal Info'}",1
Interests,"{'Illegal Content', 'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Interests,"{'Illegal Content', 'Hate Speech', 'Advertising & Commercialization', 'Spam'}",1
Interests,"{'Illegal Content', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
Interests,"{'Illegal Content', 'Hate Speech', 'Impersonation'}",1
Interests,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
Interests,"{'Illegal Content', 'NSFW', 'Content Warnings', 'Images'}",1
Interests,"{'Illegal Content', 'NSFW', 'Copyright/ Piracy'}",1
Interests,"{'Illegal Content', 'NSFW', 'Harassment'}",1
Interests,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Advertising & Commercialization', 'Incitement of Violence'}",1
Interests,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Interests,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Spam', 'Harassment', 'Incitement of Violence'}",1
Interests,"{'Illegal Content', 'NSFW', 'Images'}",1
Interests,"{'Illegal Content', 'NSFW', 'Spam'}",1
Interests,"{'Illegal Content', 'Off-topic/topic specific'}",1
Interests,"{'Illegal Content', 'Spam'}",1
Interests,"{'Impersonation', 'Copyright/ Piracy'}",1
Interests,"{'Impersonation', 'Spam'}",1
Interests,"{'Links & Outside Content', 'Harassment', 'Doxxing/ Personal Info'}",1
Interests,"{'Links & Outside Content', 'Illegal Content', 'Copyright/ Piracy'}",1
Interests,"{'Links & Outside Content', 'Illegal Content', 'Spam', 'Copyright/ Piracy'}",1
Interests,"{'Links & Outside Content', 'Images', 'Copyright/ Piracy'}",1
Interests,"{'Links & Outside Content', 'NSFW', 'Advertising & Commercialization', 'Spam'}",1
Interests,"{'Links & Outside Content', 'NSFW', 'Images'}",1
Interests,"{'Links & Outside Content', 'Reposting/Crossposting', 'Spam'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Automated tools'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Content Warnings'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Harassment', 'Incitement of Violence'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Images'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Impersonation'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Off-topic/topic specific'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Spam'}",1
Interests,"{'Mis/Disinformation/Conspiracy', 'Trolling'}",1
Interests,"{'NSFW', 'Advertising & Commercialization', 'Images', 'Spam', 'Incitement of Violence'}",1
Interests,"{'NSFW', 'Automated tools', 'Images', 'Spam', 'Reposting/Crossposting'}",1
Interests,"{'NSFW', 'Content Warnings', 'Incitement of Violence'}",1
Interests,"{'NSFW', 'Copyright/ Piracy'}",1
Interests,"{'NSFW', 'Harassment', 'Hate Speech'}",1
Interests,"{'NSFW', 'Harassment', 'Trolling'}",1
Interests,"{'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Interests,"{'NSFW', 'Images', 'Copyright/ Piracy'}",1
Interests,"{'NSFW', 'Images', 'Incitement of Violence'}",1
Interests,"{'NSFW', 'Spam'}",1
Interests,"{'Not Applicable', 'Impersonation'}",1
Interests,"{'Not Applicable', 'NSFW'}",1
Interests,"{'Not Applicable', 'Off-topic/topic specific'}",1
Interests,"{'Off-topic/topic specific', 'Content Warnings', 'Images'}",1
Interests,"{'Off-topic/topic specific', 'Harassment', 'Trolling'}",1
Interests,"{'Off-topic/topic specific', 'Hate Speech'}",1
Interests,"{'Off-topic/topic specific', 'Reposting/Crossposting', 'Automated tools'}",1
Interests,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",1
Interests,"{'Reposting/Crossposting', 'Doxxing/ Personal Info'}",1
Interests,"{'Reposting/Crossposting', 'Images', 'Copyright/ Piracy'}",1
Interests,"{'Reposting/Crossposting', 'Images', 'Spam'}",1
Interests,"{'Reposting/Crossposting', 'Impersonation'}",1
Interests,"{'Trolling', 'Impersonation'}",1
LGBTQ,{'Hate Speech'},172
LGBTQ,{'Illegal Content'},60
LGBTQ,"{'NSFW', 'Content Warnings'}",56
LGBTQ,{'Mis/Disinformation/Conspiracy'},33
LGBTQ,{'Content Warnings'},31
LGBTQ,{'Harassment'},27
LGBTQ,"{'Hate Speech', 'Harassment'}",26
LGBTQ,{'Incitement of Violence'},25
LGBTQ,{'NSFW'},25
LGBTQ,"{'Advertising & Commercialization', 'Spam'}",23
LGBTQ,"{'Harassment', 'Doxxing/ Personal Info'}",20
LGBTQ,"{'NSFW', 'Content Warnings', 'Images'}",18
LGBTQ,{'Doxxing/ Personal Info'},17
LGBTQ,"{'Illegal Content', 'NSFW'}",15
LGBTQ,"{'Content Warnings', 'Images'}",12
LGBTQ,{'Copyright/ Piracy'},11
LGBTQ,"{'NSFW', 'Images'}",11
LGBTQ,{'Advertising & Commercialization'},10
LGBTQ,"{'Spam', 'Automated tools'}",10
LGBTQ,{'Spam'},10
LGBTQ,"{'Illegal Content', 'Hate Speech'}",9
LGBTQ,{'Images'},9
LGBTQ,{'Impersonation'},9
LGBTQ,{'Automated tools'},8
LGBTQ,"{'Hate Speech', 'Incitement of Violence'}",8
LGBTQ,"{'Off-topic/topic specific', 'Harassment'}",8
LGBTQ,"{'Dogpiling', 'Harassment'}",7
LGBTQ,"{'Not Applicable', 'Automated tools'}",7
LGBTQ,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",6
LGBTQ,"{'Harassment', 'Trolling'}",6
LGBTQ,"{'Harassment', 'Incitement of Violence'}",5
LGBTQ,"{'Illegal Content', 'NSFW', 'Content Warnings'}",4
