,rules
1429,content that is illegal in romania will be deleted and may lead to immediate account suspension
1430,flokinet reserves the right to change and update the rules at any time
1431,no homophobia transphobia racism sexism or other uncool behaviour treat others as you would want to be treated
1432,nothing obviously illegal or which isnt being shared with the consent of all those included or involved
1433,no spam including regularly posting to paid or unpaid external sites that are not related to the conversations you may be part of
1434,wir tolerieren keine belästigung stalking und doxxing
1435,wir tolerieren keinen rassismus sexismus verbalen missbrauch diskriminierung von geschlecht und sexuellen minderheiten oder die unterstützung eines solchen verhaltens
1436,wir tolerieren keine gewalttätige nationalistische propaganda keine nazisymbolik oder die förderung der ideologie des nationalsozialismus
1437,wendet euch nicht an accounts die deutlich gemacht haben dass sie keinen kontakt wollen dazu gehören auch anstiftung und verabredung zur massenhaften interaktion oder hetze gegen solche accounts dogpilingbrigading
1438,beiträge mit nicht jugendfreiem inhalt müssen markiert werden
1439,werbeanzeigen auf kommezielle produkte sind nicht erlaubt ausnahme sind journalistische texte hinter einer bezahlschranke paywall
1440,bots dürfen nur dann mit einem account interagieren wenn sie von diesem benutzer dazu aufgefordert werden
1441,wenn ihr hier mit hoher frequenz posten müsst stellt bitte eure beiträge auf nicht gelistet ein damit die lokale timeline lesbar bleibt
1442,in diskussionen bitte höflich bleiben beleidigt keine leute mit denen ihr schreibt setzt ironie sarkasmus oder ähnliche sprachweisen mit bedacht ein sie übersetzen oft nicht gut in die geschriebene sprache und neigen dazu diskussionen oder missverständnisse zu eskalieren
1443,httpsgithubcominanechatcodeofconduct
1444,no racism sexism homophobia transphobia xenophobia casteism or bigotry
1445,sexually explicit or violent media must be marked as sensitive when posting
1446,do not incite violence or promote violent ideologies
1447,healthy debate is fine but do not attack others for differing opinions or beliefs
1448,respect others and treat them as youd like to be treated
1449,dont be a dick
1450,nothing illegal
1451,no spam
1452,must provide a valid email address
1453,be kind
1454,no violent hateful gory images
1455,nsfw is okay as long as you tag it as sensitive it isnt illegal or nonconsensual
1456,no hate speech
1457,politics and other potentially incendiary posts must be tagged if youre posting about politics religion international or otherwise use uspol pol or another hashtag untagged posts will result in warnings and bans
1458,think before you boost is what youre going to boost trigger another person
1459,talk about content technology or something related
1460,a lot of us work for vendors dont overpromote theres a vague line you shouldnt cross
1461,be nice
1462,just like anywhere else in the fediverse dont be a dick
1463,and especially just like anywhere else in the fediverse no bigoted hate speech
1464,dont be a dick remember the human on the other side of your screen
1465,no hate speech
1466,all nsfw content images text etc must be placed in a content warning
1467,transphobia homophobia racism and other kinds of bigorty is not allowed in any way
1468,dont be a dick to others
1469,dont make us make more rules
1470,dont be a dick thats not a suggestion we use active moderation against racism sexism homophobia and transphobia trans men are men trans women are women if you disagree dont be here
1471,the easier it is for me to maintain this server the more likely it stays up long term see rule 1
1472,if we dont know you personally you cant have an account were confident we can handle 20 people up from two two weeks ago but we are resourcelimited really stop asking
1473,as we operate under united states jurisdiction we are required to follow dmca protocols here is a copy of our dmca statement and compliance rules httpssolarbirdnetmastodonhtml please do not make us have to use them
1474,while we are a private instance we can be required to turn over user data where required by law or by order or other legal requirement of a court administrative or law enforcement agency or governmental entity
1475,data posted here but replicated to other instances can be similarly subpoenaed in those instances under the terms of their local laws this information includes but is not limited to posted content and identifying information such as ip addresses
1476,no new links to twitter as of 2 june 2023 i will not be in any way aid elon musks altright propaganda machine or a man who personally sticks antitrans propaganda video in the faces of tens of millions of people if that is not acceptable you are welcome to migrate to another instance
1477,sexually explicit or violent media must be marked as sensitive when posting
1478,no racism sexism homophobia transphobia xenophobia or casteism
1479,no incitement of violence or promotion of violent ideologies
1480,no harassment dogpiling or doxxing of other users
1481,no content illegal in the uk
1482,do not share intentionally false or misleading information
1483,isms in my opinion are not good a person should not believe in an ism he should believe in himself i quote john lennon i dont believe in beatles i just believe in me good point there after all he was the walrus ferris bueller
1484,be excellent to each other
1485,no hateful or aggressive speech harassment or spamming
1486,no content illegal in the united states of america
1487,no bigotry any form of bigotry is grounds for account termination since i vet everyone the chance of this happening is exceedingly low but i want it to be explicit also terfs and nazis fuck off
1488,dont be a dick theres no value to it it just makes you a dick
1489,post in good faith if you assume someone is posting in bad faith well your reply will probably also be in bad faith so just dont
1490,dont dogpile theres no value in it it doesnt make the world a better place no one wants to see it and its a waste of your own time
1491,vet your content looking at you metal folk no one wants to see known white supremacists boosted so if you get called out for it thats on you
1492,unfollowmuteblock and move on while i encourage using cws for trauma triggers there is no expectation of cws for topical content if someone is posting content you dont want to see remove them and move on
1493,dont post anything illegal in the eu because thats where this site is hosted and doing so risks me simply taking the server entirely offline to avoid any legal issues
1494,현재는 서버 관리자 지인 위주로 가입을 받고 있습니다
1495,트위터에서 오시는 분은 가입 사유에 트위터 핸들을 써주시면 승인이 빨라집니다
1496,확인 메일이 오지 않을경우 스팸메일함을 확인해주세요
1497,dont be a jerk
1498,친절하고 정중하게 행동해 주세요
1499,sexually explicit or violent media must be marked as sensitive when posting
1500,no racism sexism homophobia transphobia xenophobia or casteism
1501,no incitement of violence or promotion of violent ideologies
1502,no harassment dogpiling or doxxing of other users
1503,do not share intentionally false or misleading information
1504,no nsfw loli pedophile zoophile content
1505,no illegal content
1506,no spam
1507,日本国内法は守ってください法律違反や迷惑行為の自慢や助長する書き込み犯罪に加担していそうだったり法律に抵触するようなトゥートは禁止です最悪警察や裁判所の要請に応じてログを開示することになります
1508,無修正エロ画像は絶対禁止ですその他のエロについては二次三次を問わず18禁になりそうな文章にはcwcontent warningを画像にはnsfwタグを付けてください例え付けていても日本国内法に抵触するような画像は禁止です
1509,スパム行為など迷惑行為にしか見えないような宣伝とかもやめてください
1510,自分がされたら嫌なことは他人にしないみんな仲良く どうしても合わない人とかいると思いますその場合はブロックやミュートを上手に活用してね
1511,本サーバーは1人の管理者によって管理されていますそのため24時間365日の稼働や障害の即時復旧などを保証するものではありません
1512,サーバーの設定構成やサーバスペックについては負荷度合いを見て調整を実施します
1513,サーバーのメンテナンスに伴う停止などは管理者アカウントにて告知します
1514,本サーバーの名前はテレビ特撮作品仮面ライダーゼロワンからきていますが他の特撮作品の話題も大歓迎ですまた特撮に関係ないことでも別に投稿していただいても問題ありません
1515,
1516,
1517,
1518,
1519,
1520,
1521,sexually explicit or violent media must be marked as sensitive when posting
1522,no racism sexism homophobia transphobia xenophobia or casteism
1523,no incitement of violence or promotion of violent ideologies
1524,no harassment dogpiling or doxxing of other users
1525,no spam advertising or bot accounts
1526,do not create posts or send messages which violate purdues policies eg on academic integrity
1527,homophobia transphobia racism and all other forms of bigotry and discrimination are forbidden entirely
1528,do not harass users of this or any other mastodon instance
1529,the administration reserves the right to totally revoke all service to any user at any time for any reason
1530,登録に際して管理人であるchiefをフォローしてくださいよろしくお願いします
1531,elsies only
1532,gesunden menschenverstand einschalten
1533,keinen quatsch machen
1534,nicht frech werden
1535,sexually explicit or violent media must be marked as sensitive when posting
1536,no racism sexism homophobia transphobia xenophobia or other woke shit
1537,no harassment dogpiling or doxxing of other users
1538,do not share intentionally false or misleading information
1539,voir les conditions générales dutilisation des services libretic dans notre règlement intérieur httpslibreticfraproposreglementinterieur
1540,dans un souci de sobriété numérique afin de limiter la quantité de stockage nécessaire pour le fonctionnement de notre instance mastodon nous vous demandons dactiver dans vos préférences la fonctionnalité de suppression automatique des messages anciens
1541,nos adhérents ont fait le choix dutiliser des logiciels libres et sans traçage si vous repostez du contenu vu sur dautres réseaux évitez de mettre des liens vers ces réseaux et recopiez le contenu ou le cas échéant le lien vers larticle dorigine site web article de presse par exemple
1542,bez kłamstwa chamstwa agresji fałszu przemocy oszustw i obrażania kogokolwiek
1543,promotion of your games projects and storefronts are allowed and encouraged but spam is not do not directly message users to advertise
1544,sexually explicit or gory media must be marked as sensitive andor hidden under a content warning cw when posting because they cannot be marked all avatars headers and bio content must be appropriate for all audiences
1545,no sexual depictions of minors
1546,no racism sexism queerphobia transphobia xenophobia or bigotry of any kind no nazi or altright symbolism or ideology
1547,no harassment dogpiling bullying or doxxing
1548,no content illegal in canada or the usa
1549,no nfts no crypto no blockchain
1550,no content generated using tools like midjourney and stable diffusion which are trained on the works of others without their consent attribution or compensation procedural generated content or models trained on properly licensed source data are allowed
1551,please be normal
1552,be nice to mod silver he is delicate
1553,se amable
1554,only sfw
1555,play nice
1556,dont spam or advertise in a chat we have channels for advertising art and other personal stuff please use them they will be listed in the chat list dming random people for advertising is not ok and will result in us removing you use the chats designed for advertising
1557,dont be mean common sense is your friend just be nice in general if someone asks you not to do something because it bothers them just dont do it if we think you are a troll spammer or inviting bots we are going to remove you
1558,nondirected jokes in poor taste are acceptable unless someone takes offence read your audience
1559,glorification or promotion of illegal activities is not permitted talking about cp will get you instabanned
1560,unless the chat is for a specific language please expect to use the english language we have german and russian chats if you think we should have another language chat just ask
1561,invalidating someones personal identity is not okay likewise dont make a big deal out of someones identity including your own
1562,this is not the setting to preach your views on a particular subject when others have moved on
1563,dont post politics or religion it never ends well and youre only setting yourself up to get into an argument everyone is different everyone is welcome keep this in mind
1564,statements which are meant to cause harm or are generally offensive are not allowed think before you speak your thoughts are your own however some should stay private
1565,casual discussion of selfharm physically or mentally is not acceptable for example talking about how you frequently drink until you pass out or having constant mental breakdowns in chat if you need help reach out and one of our staff can give you a list of hotlines to call
1566,when posting images to a chat or channel keep them on topic if youre talking about cars in the musician chat you should probably join the auto furs chat
1567,if your account looks like a bot no username no bio no profile picture we might remove it take the 5 minutes to edit your profile and appear like a real person
1568,obey the perroom rules listed in the description of chatschannels
1569,ai images should somehow be made known they are ai generated through conversation or use of a tag title or spoiler
1570,sexuellt explicita eller våldsamma medier inklusive konst måste markeras som känsliga vid inlägg
1571,ingen rasism sexism homofobi transfobi eller funkofobi
1572,ingen uppvigling till våld eller främjande av våldsbejakande ideologier
1573,inga trakasserier dogpiling eller doxxing av andra användare
1574,inget innehåll som är olagligt i sverige får spridas
1575,ingen får utge sig själv att vara andra människor eller organisationer
1576,sprid inte desinformation
1577,ingen rasism sexism homofobi transfobi eller främlingsfientlighet
1578,ingen uppvigling till våld eller främjande av våldsbejakande ideologier
1579,inga trakasserier eller påhopp
1580,inget innehåll som bryter mot svensk lag
1581,ingen delning av avsiktligt falsk eller vilseledande information
1582,this is a server for official accounts of independent publishers and bookshops based in the uk
1583,accounts on this server are on an invitationonly basis and invitations are given at the discretion of the administrator
1584,hate speech will not be tolerated this includes racism homophobia transphobia misogyny and other forms of abuse
1585,any explicit or nsfw content posted must use a content warning
1586,no content that is illegal in the united kingdom
1587,no harmful misinformation or harrassment of others
1588,we expect accounts on this server to be friendly and respectful if any accounts are found by the administrator not to be upholding these rules they will be given the opportunity to move to another server
1589,violence you may not threaten violence against an individual or a group of people we also prohibit the glorification of violence we allow some forms of violent speech where its clear that there is no abusive or violent intent eg ill kill you for sending me that plot spoiler
1590,terrorismviolent extremism you may not threaten or promote terrorism or violent extremism
1591,child sexual exploitation we have zero tolerance for child sexual exploitation accounts engaging in such activity will be permanently removed
1592,abuseharassment you may not engage in the targeted harassment of someone or incite other people to do so this includes wishing or hoping that someone experiences physical harm
1593,hateful conduct you may not promote violence against threaten or harass other people on the basis of race ethnicity national origin caste sexual orientation gender gender identity religious affiliation age disability or serious disease
1594,suicide or selfharm you may not promote or encourage suicide or selfharm
1595,sensitive media including graphic violence and adult content you may not post media that is excessively gory or share violent or adult content without content warning cw media depicting sexual violence andor assault is not permitted
1596,illegal or certain regulated goods or services you may not use our service for any unlawful purpose or in furtherance of illegal activities this includes selling buying or facilitating transactions in illegal goods or services as well as certain types of regulated goods or services
1597,private information you may not publish or post other peoples private information such as home phone number and address without their express authorization and permission we also prohibit threatening to expose private information or incentivizing others to do so
1598,nonconsensual nudity you may not post or share intimate photos or videos of someone that were produced or distributed without their consent
1599,platform manipulation and spam you may not use this service in a manner intended to artificially amplify or suppress information or engage in behavior that manipulates or disrupts peoples experience
1600,civic integrity you may not use this service for the purpose of manipulating or interfering in elections or other civic processes this includes posting or sharing content that may suppress participation or mislead people about when where or how to participate in a civic process
1601,misleading and deceptive identities you may not impersonate individuals groups or organizations to mislead confuse or deceive others nor use a fake identity in a manner that disrupts the experience of other users
1602,synthetic and manipulated media you may not deceptively share synthetic or manipulated media that are likely to cause harm such content require clear content warning cw that it is not real
1603,copyright and trademark you may not violate others intellectual property rights including copyright and trademark
1604,parody parody is allowed parody accounts must be labeled in biohandle if they impersonate another person or institution
1605,conspiracy theories we will limit all efforts connected to dissemination of various harmful conspiracy theories on our network satirical conspiracy theories such as birds arent real are allowed
1606,sexually explicit or violent media should carry appropriate content warning
1607,no racism sexism homophobia transphobia xenophobia or casteism no nazis
1608,no incitement of violence or promotion of violent ideologies
1609,no harassment dogpiling or doxxing of other users
1610,do not share intentionally false or misleading information
1611,no spam or selfpromoting posts
1612,no bots that are not labeled as such in their profile
1613,keep conversations civil and respectful even in disagreement
1614,no racism sexism homophobia transphobia xenophobia antisemitism or casteism
1615,no sexually explicit media allowed
1616,no incitement of violence or promotion of violent ideologies
1617,no illegal content
1618,fuck putin
1619,no moment moments
1620,nothing illegal
1621,no spam
1622,no ads
1623,nothing sexually explicit
1624,no bullying
1625,no harassment
1626,spoilersanything of questionable violence should be marked with a content warning
1627,be nice
1628,keine diskriminierung no discrimination
1629,kein antisemitismus no antisemitism
1630,keine pornografie no pornography
1631,keine gewaltdarstellung oder androhung no violent images or intimidation
1632,keine hetze no hate speech
1633,keine verschwörungsideologien no conspiracy beliefs
1634,kein sexismus no sexism
1635,kein rassismus no racism
1636,keine homophobie no homophobia
1637,keine transphobie no transphobia
1638,kein spam noch rein kommerziellen nachrichten no spam nor purely commercial posts
1639,wir achten auf disinformation und sperren gegebenenfalls ebensolche we monitor disinformation and block them if necessary
1640,safe space for lsbtqia safe space lgtbqia
1641,geht respektvoll miteinander um be respectful
1642,sexually explicit or violent media must be marked as sensitive when posting
1643,no racism sexism homophobia transphobia xenophobia or casteism
1644,no incitement of violence or promotion of violent ideologies
1645,no harassment dogpiling or doxxing of other users
1646,do not share intentionally false or misleading information
1647,no content illegal to the united states
1648,be kind dont be a jerk
1649,be insurance nice
1650,you may not threaten or glorify violence against an individual or a group of people you may not threaten or promote terrorism or violent extremism
1651,you may not share or promote content that is nsfw
1652,you may not engage in targeted harassment or incite others to do so
1653,you may not promote or threaten violence against or harass anyone on the basis of race ethnicity national origin caste sexual orientation gender gender identity religious affiliation age disability or serious disease
1654,you may not post threaten to post or encourage others to post anyones private information without their express permission
1655,you may not promote misinformation or disinformation
1656,you may not impersonate individuals groups or organizations in a manner to mislead confuse or deceive others parody accounts are acceptable if the profile indicates that it is a parody
1657,you may not spam brandcorporate accounts and selfpromotion are acceptable so long as the content makes a positive contribution to insurance or risk
1658,violating one or more of these rules may result in an immediate permanent ban without notice or warning lack of a specific rule against a certain behavior does not indicate acceptance of that behavior each of us has a limited amount of time in this world dont be a jerk
1659,みんな仲良くしてください
1660,法または道徳に反する投稿はやめてください
1661,投稿画像や動画には必要と認める場合は閲覧注意フラグを付与してください
1662,サーバーに過度な負荷をかけないでください
1663,bots using this server will only post a news item once
1664,only california local bots will use this server thirdparty bots are not permitted
1665,california local bots will only post news or telemetry from verified sources
1666,no harassment discrimination doxing or abuse of any kind
1667,no spam
1668,no sharing asking for or linking to illegal content
1669,as we have a few community contributors in the server please respect their time and understand there will be things they can not and will not discuss
1670,take all rules as guidelines and act accordingly in doubt feel free to address buggieserenityossocial linusgserenityossocial or networkexceptionserenityossocial directly the administrator team always has the last word about enforcement of rules and does not have to explain actions taken
1671,do the best you can in communication try your best to keep a positive attitude and try to not drag others down ifwhen youre having a bad day
1672,no content condoning or advocating for the oppression of members of marginalised groups or general discrimination of groups based on characteristics like gender race disabilities nationality education religion etc
1673,no harassment stalking mobbing deadnaming misgendering contacting users who have made it clear they do not wish to be contacted
1674,no content that is illegal in germany
1675,unlike on the discord server the discussion of politics is explicitly allowed here but please keep things civil
1676,provide credit for creative works that are not your own
1677,while we do appreciate all kinds of content you post on here consider other instances for nsfw posts if you still wish like publishing on here use descriptive content warnings
1678,hate speech or speech that incites violence or hate against any individual or group regardless of intent will not be tolerated offending toots will be blocked repeat offenders may be blocked
1679,fair use will be enforced that is to say we encourage creativity and will not honor frivolous copyright claims claims that comply with us copyright laws will be honored expeditiously
1680,there are currently no filtered mastodon instances on madworld if youd like to request an instance be filtered toot paulgeller
1681,de server staat in nederland en dus is de nederlandse wetgeving van toepassing
1682,deze dienstverlening dient de doelen van de vereniging open domein zoals geformuleerd in de statuten
1683,als gebruiker heeft u een dedsnladres daarmee krijgt u een account en communiceert u met de server en de beheerder
1684,als gebruiker schendt u de privacy van anderen niet
1685,als gebruiker begint u geen ad hominems en reageert u niet op ad hominems persoonlijke aanvallen
1686,als gebruiker bedrijft u geen commercie zoals iets verkopen of daartoe oproepen
1687,deze dienst wordt aangeboden door portagio sponsor van de vereniging open domein open domein heeft projecten zoals deds en petitiesnl
1688,sexually explicit or violent media must be marked as sensitive when posting
1689,no racism sexism homophobia transphobia xenophobia or casteism
1690,no incitement of violence or promotion of violent ideologies
1691,no harassment dogpiling or doxxing of other users
1692,no content illegal in the us
1693,do not share intentionally false or misleading information
1694,bots must be marked as bot in their profile
1695,no spamming or aggressive promotion if you want to promote something do it responsibly with supporting facts and never only links
1696,no racism sexism homophobia transphobia xenophobia or casteism
1697,no incitement of violence or promotion of violent ideologies
1698,no harassment dogpiling or doxxing of other users
1699,no misinformation or disinformation
1700,no personal attacks
1701,no illegal activity
1702,no racism sexism homophobia transphobia xenophobia or casteism
1703,no incitement of violence or promotion of violent ideologies
1704,do not share intentionally false or misleading information
1705,no content illegal in malaysia
1706,no spam harassment dogpiling or doxxing of other users this includes mass and spam reporting
1707,no racism sexism homophobia transphobia xenophobia or bigotry in general
1708,sexually explicit or violent media must be marked as sensitive when posting
1709,no incitement of violence or promotion of violent ideologies
1710,no harassment of any kind
1711,no antivaccination no false information no antiscience and no conspiratorial ideologies
1712,no fascists nazis altright white supremacists or religious zealots
1713,no scams misinformation conspiracies et al
1714,please create a profile when your account is approved regularly sign in and become an active member of the community accounts that register and do nothing are generally removed after 1 month
1715,차별하지 마세요 서로 다름을 존중하세요
1716,남을 괴롭히거나 귀찮게 굴지 마세요
1717,남에게 불쾌감을 주는 내용엔 cw 기능을 설정하세요
1718,상대를 특정할 수 있는 정보를 허락 없이 게시하지 마세요
1719,영리 목적의 홍보 및 스팸을 게시하지 마세요
1720,신고 기능을 쓰세요 규칙을 어긴 사람과 직접 싸우지 마세요
1721,기타 대한민국 법령을 위반하는 내용을 게시하지 마세요
1722,seid freundlich
1723,postet nichts verbotenes
1724,no fakenews
1725,werbepostings müssen gekennzeichnet werden
1726,meinungsfreiheit ist keine einbahnstraße
1727,日本の法律と社会規範に従った行動を心がけてください
1728,不快や脅威に対してはブロックミュートフィルターで距離をとってください
1729,投稿する際は適切な公開範囲cw閲覧注意を使用してください
1730,管理人がきつくなったらやめます
1731,dont be a dick treat other people here as neighbors
1732,no excessive advertising
1733,no discrimination based on gender sexual minority sexual orientation disability physical appearance body size race ethnicity religion or lack thereof caste or national origin
1734,no stalking or harassing others
1735,no hacking or impeding others from using the site
1736,no gore or graphic violence
1737,content that is borderline nsfw or could be construed as nsfw at a glance should be put behind a cw content warning
1738,no pornography graphic nudity or sexual depictions of children
1739,do not share intentionally false or misleading information
1740,no follow bots or commercial bots
1741,be nice no racism homophobia transphobia xenophobia or any other form of discrimination in absence of clarity assume positive intent
1742,punch nazis trebuchet terfs any posts or usage which contain nazi symbolism or ideology or which contain gendercriticaljust asking questions tripe will get you banned immediately and without recourse weird pizza toppings are unpopular opinions human rights are not
1743,be considerate respect others that use this service and keep in mind that any public post you make might show up in the public timelines of this and other instances that federate with awaymessageclub use content warnings use nsfw tags dont be a jerk about it
1744,dont be outwardly horny nsfw isnt banned but your profile avatar header display name bio etc must be completely safe or they will be removed be courteous with content warnings and dont make them overly explicit
1745,no monopoly money you may not use this service to recruit victims to your bitcoin scam no nfts no cryptocurrency peddling no blockchains no investment bullshit
1746,no misinformation covid is real putin is a warmonger trump lost do not use awaymessageclub to spread unverified or false information if you are joking use the misinformation content warning
1747,dont ruin it awaymessageclub is a freelyprovided service dont abuse it dont use it to abuse federated instances dont try to break things dont post or use this service for anything illegal in the us scotland germany or the eu
1748,no harassment harassment including but not limited to bullying is not allowed and will not be tolerated failure to comply after a warning will result in an immediate ban from the server
1749,avoid aggressiveness
1750,do not promote purely profitdriven endeavors
1751,do not share anything that might discriminate or hurt somebody
1752,日本の法律に従った行動を心がけてください
1753,他の利用者の価値観を否定する行為は禁止
1754,スパム行為の禁止
1755,minimum age users must be aged 18 years or older to register for an account
1756,free speech we encourage our members to engage in meaningful discussions on social legal and political issues
1757,no abuse based on descent any abuse or threat to individuals or a community based on descent like caste religion race gender or place of birth will not be tolerated on this server
1758,no casteist speech no untouchability or caste superiority or reinforcing caste prejudices or mockingabusing anyone based on their caste is allowed
1759,no queerphobia transphobia xenophobia or antisemitism permitted
1760,no hate speech allowed that abuses harms or insults based on real or perceived identity factors of an individual or a group including caste religion ethnicity nationality race color descent gender and also characteristics such as language disability health or sexual orientation
1761,trigger warning consider adding content warnings to your posts about controversial subjects or commonlyheld phobias
1762,criticism parody comedy or self expression through creative outlets that offends other server rules will be allowed
1763,no harassment of others or organize promote or participate in harassment disagreements happen and are normal but making continuous repetitive or severe negative comments or circumventing a block or ban can cross the line into harassment
1764,do not make threats of violence or threaten to harm others this includes indirect or suggestive threats as well as sharing or threatening to share someones personally identifiable information also known as doxxing if you notice any instances of such threats please report
1765,no advertising spam or excessive promotion we encourage sharing research outputs and publications for discussions but please do not treat it as linkdin job hostingfinding platform
1766,no promotion or support of violent extremism this also includes glorifying violent events the perpetrators of violent acts or similar behaviors
1767,no sexualizing of children you cannot share content or links which depict children in a pornographic sexually suggestive or violent manner including illustrated or digitally altered pornography that depicts children such as lolicon shotacon or cub and conduct grooming behaviors
1768,antisex worker perspectives or advocation against sex workers and discrimination or advocation against genders and sexual minorities is prohibited every unpopular opinion should be expressed in a respectful and civil manner
1769,do not share content that glorifies or promotes suicide or selfharm on lawsocial including any encouragement to others to cut themselves or embrace eating disorders such as anorexia or bulimia
1770,do not share false or misleading information that can cause physical or societal harm we may remove content if we reasonably believe its spread could result in damage to physical infrastructure injury of others obstruction of participation in civic processes or the endangerment of public health
1771,we prohibit any sort of selfharm threats used as a form of emotional manipulation or coercion
1772,we prohibit promotion of scams including web3crypto and other ponzi schemes
1773,we prohibit impersonation of other people companies organizations brands etc
1774,we prohibit distributing or providing access to content involving the hacking cracking or distribution of stolen goods pirated content or accounts this includes sharing or selling game cheats or hacks
1775,we fully subscribe to and comply with the mastodon server covenant
1776,if five toots or more are removed in a period of three months or less then the user account will be suspended for six months
1777,dont post illegal things
1778,please keep things respectful and use the cw system where appropriate ie nsfw etc
1779,youre all friends here please dont make me have to actually moderate this thing
1780,be nice
1781,lgbtq friendly
1782,condensed server rules for the impatient 1 the itu mastodon server is for employees only 2 posts may be removed edited or rejected if violating the code of conduct 3 users may be banned for inappropriate threatening offensive or harmful behaviours
1783,condensed server rules part 2 4 no sexualized language or imagery no unwelcome sexual attention or advances 5 no trolling insultingderogatory comments or personal or political attacks 6 no public or private harassment
1784,condensed server rules part 3 7 no publishing of others private information such as a physical or electronic address 8 no conduct which is inappropriate in a professional setting
1785,full code of conduct httpssocialitudksocialitudkcocpdf
1786,sexually explicit or violent media must be marked as sensitive when posting
1787,no racism sexism homophobia transphobia xenophobia antisemetism or casteism
1788,no incitement of violence or promotion of violent ideologies
1789,no harassment dogpiling or doxxing of other users
1790,no content illegal in the united states
1791,do not share intentionally false or misleading information
1792,no hate speech
1793,treat each other like humans
1794,mark nude images as nsfw
1795,illegal content may be reported to the police so dont upload it
1796,18 only
1797,no more than 10 promotional posts a day from an account we want you to have a voice but we also need to respectfully not flood the mastodon community with promos
1798,be respectful of the lgbtq community
1799,stereotypical abuse towards minorities counts as hate speech
1800,sex workers welcome
1801,dies ist eine instanz ist für die republik redaktion nur personen mit einer gültigen republikch emailadresse können sich registrieren
1802,
1803,
1804,
1805,
1806,
1807,
1808,
1809,
1810,
1811,
1812,
1813,
1814,
1815,
1816,
1817,
1818,
1819,dont be an ass
1820,no racism sexism homophobia transphobia xenophobia casteism or sexually explicit content
1821,no harassment dogpiling or doxing of other users no incitement of violence or promotion of violent ideologies
1822,do not share intentionally false or misleading information
1823,treat others as you want to be treated
1824,no sexually explicit or violent media is allowed to be posted or published
1825,no racism sexism homophobia transphobia or xenophobia
1826,no incitement of violence or promotion of violent ideologies
1827,no harassment dogpiling or doxxing of other users
1828,no content illegal in the us or canada
1829,do not share intentionally false or misleading information
1830,dont be mean
1831,when you debate someone avoid logical fallacies and refer to rule 1
1832,dont publish anything illegal
1833,dont publish others content as your own content include attribution where possible
1834,dont publish misinformation or present opinion as facts your opinion is fine state it as such expect to defend your facts
1835,every cat emoji is assumed to be the sarcastic presentation of the emotion shown
1836,see about section
1837,use content warnings generously dont know if it should be tagged with a content warning err on the side of caution
1838,we heavily encourage the use of the content warning system for quality of life on contents such as food selfies current popular topics eg game release conventionslive events liveposting threads and long posts
1839,no content illegal in the united kingdom
1840,no racism sexism homophobia transphobia xenophobia or casteism
1841,no harassment or doxxing of other users
1842,drugsalcohol lewd content written drawn and irl photographed should be posted using content warning tags and labelled appropriately
1843,gore and violence is outright banned
1844,no reposting of artworks without crediting the artist if you have a link to their gallery perfect if only their name better than nothing claiming others art as your own may lead to suspension
1845,ai art is allowed unless used for nefarious purposes
1846,nfts crypto talk is strongly discouraged
1847,no content that is illegal in belgium
1848,no hateful conduct or incitement of violence
1849,adhere to the military values integrity respect loyalty and courage
1850,accounts are approved once two other active members have vouched for that person
1851,racism bigotry being an asshole etc are not allowed bans are at the discretion of the admins
1852,no racism sexism homophobia transphobia xenophobia or casteism
1853,no incitement or depictions of violence or the promotion of violent ideologies
1854,no harassment dogpiling or doxxing of other users
1855,nsfw content nudity sexual acts is permitted so long as its marked as sensitive and behind a content warning
1856,no illegal content depictions of minors drug use etc
1857,
1858,
1859,
1860,
1861,
1862,
1863,
1864,conversations must be respectful please alert the moderators if there is a post that needs to be addressed
1865,first last name professional credentials geographical location at the large territory level stateprovincecountry are encouraged in your profile we do allow pseudonyms however upon request we will approve 2nd accounts so you can have a professional account and a pseudonym account
1866,members should be mental health professionals retirees or graduate students this is broadly defined licensed advanced degree people paraprofessionals at group homes day programs association staff state health board staff no proof of mental health employment normally needed
1867,advertising and marketing on the forum are expressly prohibited you are welcome to advertise in your profile but not directly to the server
1868,this forum is not confidential all messages are archived on the web and can be widely read do not say anything that would compromise anyones confidentiality or violate your professional ethics in any way this is an opendoor meeting and should be treated as such no client case studies
1869,we encourage the use of hashtags such as ot and watercooler for offtopic and personal discussions political for political topics which must remain polite and at least vaguely tied to psychology some other good hashtags sundaysalon strictlybusiness covid
1870,we encourage the use of content warnings so that community members can decide whether they want to engage with a post that may be controversial or explicit
1871,the information distributed may or may not have been checked for accuracy by your use of this forum you agree to hold harmless the forum owners moderators and all contributors against any and all claims arising out of such use regardless of the cause effects or fault
1872,be excellent to each other diese instanz ist von fundraiserinnen für fundraiserinnen wir kennen uns wir schätzen uns denkt bitte dran
1873,dieser server ist eine privatinitative und primär gedacht für menschen die sich im fundraising tummeln
1874,dont feed the trolls
1875,keine nacktheit keine pornographie
1876,keine links zu illegalen inhalten
1877,lieber einmal mehr content warnings hinzufügen als zu wenig
1878,keine homophobie keine naziinhalte keine diskriminierung
1879,noafd
1880,polscisocial richtet sich an forschende der politikwissenschaft
1881,sei du selbst verwenden sie ihren echten namen und seien sie sie selbst
1882,behandle andere mit respekt
1883,beiträge mit sensiblem inhalt müssen markiert werden
