,rules
766,이상한 짓을 하지 말아주세요 다음 것들이 포함 그러나 국한되지 않은되어 있습니다 의도적인 분쟁 유발 다른 커뮤니티의 논쟁을 끌고 오는 것 등등
767,실사 nsfw 등한국 법에 위배되는 경우은 이 서버에서 이용하실 수 없습니다
768,특정 문화를 강요하거나 행동을 강요하지 마세요 단 서버 규칙 및 기타 관련 법규는 준수하셔야 합니다
769,본 서버는 퍼리 특화 서버입니다 5531 서버를 제대로 들어왔는지 확인해 주신 후 가입 절차를 진행해 주세요
770,가입 사유 작성란 시작 부분에 규칙 안에 숨어 있는 4자리 숫자 코드를 입력해주세요 이 코드는 논퍼리들이 규칙을 읽고 가입에 동의하였음을 증명하기 위한 코드로 사용되며 가입 사유로 퍼리임을 확인할 수 없고 코드가 없는 경우 가입이 거부됩니다
771,sexually explicit or violent media must be marked as sensitive when posting
772,no racism sexism homophobia transphobia xenophobia or casteism
773,no incitement of violence or promotion of violent ideologies
774,no harassment dogpiling or doxxing of other users
775,no content illegal in the united states
776,no misinformationdisinformation
777,no spam including commercial advertisingpromotion and seo
778,by joining federatedpress you agree to adhere to our code of ethics
779,any discriminatory threatening or harassment behaviour or content promoting advocating said behaviours will not be tolerated
780,dont dodiscuss doinglink to anything illegal as determined by uk eu law
781,include relevant hashtags to aid discoverability filtering potential and add image descriptions alttext use of a content wrapperwarning cw must be utilised for topics andor images that may invoke a strong difference of opinion or could be distressing to some for example phobias as well as lewd suggestive or adult themed imagery or text
782,
783,
784,
785,
786,a mastonyc user must be a resident worker or organization local to the new york metropolitan area
787,be neighborly we new yorkers are not always nice but we gotta be kind speak your mind and your heart but dont be an abusive jerk about it
788,all sexually explicit or violent media must be marked as sensitive
789,no racism sexism homophobia transphobia xenophobia or casteism
790,no incitement of violence or promotion of violent ideologies
791,no harassment dogpiling or doxxing of other users
792,no content illegal in new york
793,no intentionally and harmfully false or misleading information
794,no spam
795,
796,
797,
798,
799,
800,
801,
802,
803,be welcoming be kind look out for each other
804,conduct or speech which might be considered sexist racist homophobic transphobic ableist or otherwise discriminatory or offensive in nature is not permitted
805,no intimidation or harassment online or inperson please read the citizen code of conduct for how we interpret harassment
806,no violence threats of violence or violent language
807,sustained disruption of online discussion is unacceptable
808,illegal content is not allowed this server is located in and subject to the laws of the united states
809,the administrators reserve the right to remove users or defederate with instances
810,you must be over the age of 13 to use this service
811,no harassment dogpiling catfishing cyberstalking or doxxing of other people
812,no impersonation of other people companies organizations brands etc
813,no racism sexism homophobia transphobia misgendering deadnaming xenophobia ageism or casteism
814,no incitement of violence or advocacy of violent actsideologies
815,no paid advertising or excessive selfpromotion for your brandbusiness
816,no local posting of sexually explicit media however users are not generally prohibited from following accounts from other instances that post sexually explicit content
817,no posting content which is intentionally false deliberately spread to deceive or otherwise meant to mislead others
818,no using your account to view csam child sexual abuse materials including cgcsam computer generated or other fictionalized sexualized media such as lolicon
819,no media that show graphical violence blood dead bodies open wounds excessive violence with the intent to shock newsworthy content that contains violence should be accompanied by a content warning or marked as sensitive
820,está prohibido faltarle al respecto a un usuario de esta u otras instancias
821,está prohibido todo comentario de caracter homófobo tránsfobo sexista capacitista y en términos generales discriminatorio
822,está prohibido el contenido religioso que sea intolerante así como el fascista o que ponga en conflicto a los usuarios de la instancia
823,está prohibida la difusión de fake news así como cualquier otro método de desinformación provocando el borrado de dichos toots
824,está prohibido hacer spam de manera reiterada la publicidad está permitida pero cualquier abuso de la misma provocará un aviso y una sanción posterior si el aviso es ignorado
825,el contenido explícito nsfw debe ser marcado como contenido sensible añadiendo los cw correspondientes así mismo las cuentas que se dediquen en exclusiva a subir este tipo de contenido no están permitidas en la instancia
826,las cuentas que son creadas para jugar a rol dentro de la instancia cuentas de roleplay están permitidas pero deberán hacer sus toots de rolficha de personaje como toots no listados o privados
827,está prohibida la distribución de material con derechos de autor sin el permiso explícito de los poseedores de dichos derechos esto incluye pero no se limita a imágenes videos pdfs música etcétera
828,live and let live do not discriminate against anyone racist sexist misogynist homophobic antisemitic and other misanthropic posts are forbidden here
829,dont be an asshole you have an opinion thats fine but please dont insult anyone with your comments
830,freedom of speech does not mean freedom from criticism just because you are allowed to express your opinion doesnt mean you cant get any opposition for it
831,adhere to laws its simple the internet is not a legal vacuum
832,we do not tolerate harassment including brigading dogpiling or any other form of contact with a user who has indicated that they do not wish to be contacted
833,dont make fun of others and dont be condescending you too want to be treated with respect note that irony sarcasm or similar expressions do not translate well into written language and tend to escalate discussions or misunderstandings
834,we do not tolerate conspiracy theories
835,content that is illegal in germany will be deleted and may result in immediate account suspension for example online casinos without a proper license will immediately be suspended
836,nsfw content must be labeled as such using a content warning
837,automated posts should be posted as unlisted ie they are visible but not in the local timeline this also applies to bots feed posters twitter retweets and twitter crossposts crossposter accounts that do not actively participate may be removed by us
838,you are not allowed to plainly advertise your company without providing a benefit for the viewer
839,i am at least 16 years of age or older on the date of registration for the disabledsocial instance
840,i agree to not discriminate or promoteadvocate content that oppresses members of marginalized groups see rules for examples of groups
841,i agree to not threaten stalk or dox people
842,i agree to not harass others using tactics such as brigading dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted
843,i agree to not engage in mobbing namecalling intentional misgendering or deadnaming
844,i agree to not promoteadvocate violent nationalist propaganda nazi symbolism or promoting the ideology of national socialism
845,i agree to not promoteadvocate conspiracy narratives or other reactionary myths supporting or leading to the abovementioned andor similar behavior
846,i agree to not promoteadvocate unsubstantiated conspiracy theories related to antivaxx and covid19
847,i agree to alt text images caption videos and try my best to follow the best practices for screen readers
848,i agree to not be spammy eg spamming feeds with giveaways crypto etc
849,i agree to not post promote or advocate any content that is illegal in the united states
850,i agree to not use disabledsocial as a way to grow a commercial business market products or as a way to profit off of disabled people exception disabled people who sell products as part of mutual aid efforts and survival eg etsy shops personal businesses written works like books etc
851,i agree to use content warnings where appropriate
852,i agree to follow the remainder of the rules and adhere to the best practices outlined on the server about page
853,by joining this server you assert that you are at least 18 years old
854,use content wrappers cw when posting adult content
855,no lolicon shotacon cub or any similar images
856,do not repost fanworks uncredited or when the creator has requested no reposts
857,no hate speech harassment threats or incitement of violence
858,no illegal content
859,dont spread disinformation
860,no spam corporate advertising or shilling crypto or nfts
861,be nice to one another its so much simpler to love than to hate
862,no harassment of other users on this or other servers
863,no incitement of violence or promotion of violent ideologies
864,no disinformation or fake news
865,no colonialism racism religious extremism
866,no homophobia transphobia
867,spoiler alert if your post contains spoilers even if you are unsure add a cw content warning spoiler alert to prevent any disappointments thank you
868,no spam selfpromotion is only accepted from published authors
869,mastodonbooks is committed to the mastodon server covenant more info joinmastodonorgcovenant
870,be kind to each other
871,no sexually explicit images or video
872,no incitement of violence or promotion of violent ideologies
873,no intentionally false or misleading information
874,no racism sexism homophobia transphobia xenophobia or casteism
875,no harassment dogpiling or doxxing of other users this includes private harassment
876,no illegal content
877,no abuse or manipulation of the server instance
878,no spam malicious links multiple accounts username squatting or similar behaviours
879,do not post content that breaches copyright defamation or libel laws
880,
881,
882,
883,
884,
885,
886,
887,
888,
889,
890,
891,
892,
893,
894,
895,
896,наш сервер беларускамоўны таму дазваляюцца выключна беларускамоўныя ўліковыя запісы і допісы выкарыстўваць можна як кірыліцу так і лацінку у любых іншых выпадках уліковы запіс можа быць заблакаваны мадэратармі серверу
897,дазваляецца выкарыстанне міжнароднай ангельскай мовы ў допісах дазваляецца выкарыстанне іншых моў у апісанні ўліковага запісў але наяўнасть беларускай часткі апісання абавязковая
898,дазваляецца пашыраць іншамоўныя допісы калі гэта не парушае іншыя правілы нашай суполкі дазваляецца адказваць на іншамоўныя допісы на мове допісў калі гэта не парушае іншыя правілы нашай суполкі
899,забаронены пагрозы асабістай бяспецы карыстальнікаў серверу ў любым выглядзе пагрозы расправамі шатнатж правакацыі агрэсіўныя дзеянні публікацыя асабістых дадзеных карыстальнікаў без іх дазволу і іншае можа быць падставай для блакавання ўліковага запісу мадэратармі серверу
900,паважаем дапамагаем ды не абражаем адно аднаго абразы могуць прывесці да папярэджвання ці блакавання ўліковага запісу
901,забаронена парнаграфія прапагадай расізму імперыялізму нацызму фашызму камунізму гамафобія і іншыя супярэчлівыя тэмы
902,забаронена як рэлігіёзная прапаганда так і абразы рэлігіёзных поглядаў
903,абмежаванні і блакаванні іншых сервераў з сеціва мастадон адбываецца па вырашэнні мадэратараў серверу на падставе скаргаў ад карыстальнікаў серверу
904,
905,
906,
907,
908,
909,
910,kein rassismus sexismus transphobie homophobie oder anderes herabwürdigendes verhalten gegenüber einzelnen menschengruppen no racism sexism transphobia homophobia or other derogatory behavior towards individual groups of people
911,keine verfassungsfeindliche symbole oder symbole die in einem damit vergleichbaren kontext verwendet werden no anticonstitutional symbols or symbols used in a context comparable thereto
912,keine pornografie no porn
913,keine kommerzielle werbung no commercial advertising
914,keine absichtlichen provokationen aka trolling no deliberate provocations aka trolling
915,kein verbreiten von verschwörungstheorien oder bewusste falschdarstellungen no spreading of conspiracy theories or deliberate misrepresentations
916,
917,
918,
919,
920,
921,
922,
923,
924,
925,
926,
927,
928,no racism or advocation of racism
929,no sexism or advocation of sexism
930,no discrimination against gender and sexual minorities or advocation thereof
931,no homophobia transphobia or xenophobia
932,no fascism no violent nationalism
933,no content illegal in the uk or in the eu such as holocaust denial or nazi symbolism
934,no accounts of casino bitcoin lotto or any gambling else no accounts of noneuropean language non latin letters will be apperoved any spamming accounts are deleted immedetely
935,no minors this is an adult instance and minors are not allowed you must be 18 to join and interact
936,no harassment do not call out demean or harass a member of this or any community to that end if an issue arises with another fediverse user please contact the moderation staff directly or use the reporting feature
937,use content warnings cws for your posts when appropriate if discussing topics such as politics current events mental health plot spoilers extensive descriptions of sexkink or other subjects users may find objectionable or triggering you must content warn it and tag it appropriately
938,use content warnings cws for your sensitive media any media that features nudityyiffheavy kinkimpact play spankingmaterial with the intent to arouse alcoholdrug use violencegore or other objectionabletriggering content must be tagged with a content warning leakingmessy diapers must be cwd
939,use content warnings cws for all story posts as cubhub has a 100k character limit stories can be posted inline within posts please use content warnings for all story posts even if its sfw this is just so people can know what to expect from your story before reading
940,no nsfw banners or avatars banners and avatars that display nudity yiff erections under clothing or other sexual material or themes users may find objectionable are not allowed if you could have it on a badge or dress that way at a convention it can be in your avatarbanner
941,no cubchild porn no porn depicting any underage character in a sexual situation or in the presence of one is allowed cubchild nudity with exposed genitalia is similarly not allowed
942,no zoophilia do not post art depicting any animal in a sexual situation quadruped characters with full human mental faculties are fine
943,no illegal content do not post copyrighted material without permission of the content owner do not post threats of violence against an individual and do not post any content that would be deemed illegal for our server to host within the jurisdiction of the united states
944,artwork posted must be yours or have consent from the original artist if you post the artwork of another artist you must have their consent for it to be posted and you must include credit to the artist who drew it if using stickers the credit can be included in the image description
945,no hate speech anything racist homophobic transphobic antisemitic islamaphobic or other forms of hate speech or hate symbols will result in an immediate ban this includes the promotion of nazi confederate blue lives matter or other hateful imagery
946,no disinformation do not spread disinformation about elections current events covid19 5g vaccines etc
947,no spam while advertising yourself is allowed please do not repeatedly spam advertisements for your services or commissions crypto and nft advertisements are entirely banned do not post or boost them
948,bot and parody accounts must be labelled as such additionally bot accounts that affect server performance will be immediately removed
949,crossposting software is allowed as long as users still personally interact with the community any accounts found to simply be a mirror of a users activity from elsewhere with no additional engagement will eventually be flagged please ensure your crossposting software supports cws
950,media that is entirely aigenerated must be cwd and all works featuring aigenerated content must include the tools used to generate it in the message body this does not include works that use ai as reference material or ai editing tools such as magic eraser or generative fill
951,respeta la identidad propia las experiencias y la personalidad de los demás todos los tipos de personalidad son bienvenidos aquí siempre que respeten y no dañen a los demás al mismo tiempo ten en cuenta que los demás pueden cometer errores o utilizar una terminología diferente a la tuya
952,racismo machismo capacitismo homofobia transfobia queerfobia xenofobia antisemitismo islamofobia y supremacismo blanco suponen bloqueo inmediato y en caso de que los administradores consideren que esta conducta puede ser delictiva una denuncia inmediata a las autoridades
953,se bloqueará inmediatamente a toda persona o dominio que implícita o explícitamente difunda retórica fascista nazi franquista de extrema derecha y otras formas de nacionalismo violento o excluyente en caso de detectar un posible delito de odio los administradores contactarán con las autoridades
954,se bloqueará a toda cuenta o dominio que comparta enlaces o material multimedia violento o que promueva la violencia los administradores se reservan el derecho a informar a las autoridades en caso de que encuentren indicios de actividad delictiva
955,queda prohibido el acoso a usuarios usuarias y usuaries en todas sus formas incluyendo el acoso sexual sealioning flaming doxxing bullying joseo subtooting outing o suplantación de identidad entre otras formas de acoso
956,se bloqueará a toda cuenta o dominio que promueva conductas lesivas para la salud como el consumo y distribución de drogas los trastornos de alimentación las autolesiones el suicidio la ludopatía y la apología de conductas dañinas para la salud física y mental de la persona en general
957,queda terminantemente prohibida la distribución de textos enlaces o material multimedia donde se incluya o sugiera actividad sexual o desnudos de menores reales o figurados los administradores de paquita podrán contactar con las autoridades en caso de que detecten posible actividad delictiva
958,paquita es una instancia libre de pornografía no se permite a usuarios usuarias o usuaries trabajadores sexuales o no que distribuyan repetidamente enlaces o material multimedia donde se muestre actividad sexual o fluidos corporales aunque se haga catalogando el material como sensible y nsfw
959,compartir material multimedia o enlaces sobre desnudez está permitido siempre que sean desnudos propios de la persona que sube el material sin involucrar a terceros y que se catalogue como material sensible y se incluya advertencia o cw sobre este contenido con las etiquetas nsfw y nudity
960,se puede compartir ocasionalmente el propio trabajo o el de otras personas pero no está permitido el marketing agresivo el spam o publicitar productos y servicios si se recibe un pago o recompensa sustancial por ello
961,se considera recompensa sustancial cualquier regalo al usuario por un valor superior a 20 el beneficio propio por compartir cualquier enlace promocional ha de ser debidamente advertido
962,se bloqueará a usuarios y dominios que compartan repetidamente bulos especialmente bulos políticos científicos o sanitarios o teorías conspirativas tales como la teoría del reemplazo
963,queda terminantemente prohibido promocionar o distribuir contenidos relacionados con las criptomonedas esquemas ponzi o de economía piramidal juegos de azar apuestas de cualquier tipo loot boxes o consejos de trading tanto en mercados regulados como no regulados
964,se prohíbe la difusión de material multimedia o enlaces que muestren a personas en estado de embriaguez o bajo el efecto del abuso de drogas tanto legales como ilegales
965,podrá mostrarse material audiovisual de alcohol y tabaco siempre con content warning y en un contexto de moderación se prohíben los enlaces para comprar o promocionar alcohol o tabaco en cualquier circunstancia
966,queda prohibida la difusión o promoción de textos enlaces o material audiovisual acerca de las llamadas bebidas energéticas con alto contenido en cafeína cuyo marketing está dirigido específicamente a menores especialmente vulnerables
967,está terminantemente prohibida la difusión de material audiovisual o enlaces que muestren drogas ilegales o de venta muy restringida como la marihuana
968,se prohíbe aconsejar la toma de cualquier medicamento requiera este o no prescripción médica si una persona solicita consejo médico y alguien habilitado para ello quiere dárselo deberá ser estrictamente en privado
969,en paquita se interpretará la insistencia en dar consejos sobre dieta estilo de vida y salud a una persona que no los ha solicitado como una forma de acoso intentar avergonzar a una persona por su cuerpo o aspecto físico supone expulsión inmediata
970,la legislación aplicable en la instancia paquita es la del estado de españa asimismo no se permitirá ningún contenido ilegal en alemania paquita se adhiere activamente a los principios de la declaración universal de los derechos humanos y la convención de derechos del niño
971,en semejanza al concepto jurídico de buena fe paquita espera que sus usuarios se atendrán en todo momento al espíritu de la normativa aquí esbozada y no intentarán aprovechar detalles formales de la redacción de las normas en su beneficio
972,all eu languages allowed
973,epec codes of conduct apply
974,eu policy is always on topic
975,sexually explicit or violent media must be marked as sensitive when posting
976,no racism sexism homophobia transphobia xenophobia or casteism
977,no incitement of violence or promotion of violent ideologies
978,no illegal content
979,dutch law applies
980,content created by others must be attributed and use of ai must be disclosed profiles that only post aigenerated content will not be tolerated
981,be kind by that i mean dont upload a ton of stuff here because disk space is limited and costs if you want to use mastodon as an archive of your big photos and videos then you should run your own server its easy and i can walk you through it
982,if you want to show off your products or services you may post an ad once per month if you are reported for posting more than that you will get a warning and then suspension
983,if you send unsolicited direct messages to users and you are reported by anyone you will get a warning and set to limited visibility the second report will result in your suspension
984,accounts that display ads in their profile photo and description will be set to limited visibility meaning only your followers will see your posts
985,also just be nice in general im doing my best but i dont know everything about mastodon the community is a better resource for answering questions especially if things dont seem to work for you the way youd like remember this is a free service
986,dont spread hate or negativity especially based on peoples fundamental differences such as gender identity sexual orientation race ethnicity age ability and social class
987,dont harass troll seek to offend shitpost or otherwise bother anyone
988,dont lie and dont spread others lies or misinformation
989,dont run bots or anything that automates interactions with people
990,no content illegal in the uk the eu or the usa or content that contravenes our code of conduct
991,no discrimination against family status gender marital status sex sexual orientation language age ability race ethnicity caste national origin socioeconomic status religion geographic location or any other dimension of diversity
992,no inauthentic activity spam uncurated bots trolling doxxing
993,sexually explicit or violent media must be marked as sensitive when posting 色情或暴力的媒體在發布時必須標明為敏感媒體
994,no racism sexism homophobia transphobia xenophobia or casteism 沒有種族主義性別歧視同性戀恐懼癥變性恐懼癥仇外心理或種姓歧視
995,no incitement of violence or promotion of violent ideologies 不煽動暴力或宣傳暴力意識形態
996,no harassment dogpiling or doxxing of other users 不騷擾不打壓不挖苦其他用戶
997,do not share intentionally false or misleading information 不要分享故意的虛假或誤導性的信息
998,tartsd be az elte etikai kódexét keep eltes code of conduct
999,mások számára kellemetlen tartalmat ne no content uncomfortable to others
1000,kéretlen szemetet reklámot ne no spam
1001,nincs félreinformálás no misinformation
1002,no racism sexism misogyny ableism antisemitism religiousbased hate homophobia transphobia xenophobia or casteism
1003,no incitement of violence or promotion of violent white supremecist incel holocaust denial or nazi ideologies
1004,no harassment dogpiling or doxxing of other users
1005,sexually explicit or violent media must be marked as sensitive pornographic material may not be posted
1006,no intentionally false or misleading information this includes covid19 and vaccine misinformation
1007,no spam
1008,no discrimination including but not limited to racism sexism homophobia or transphobia
1009,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images
1010,no harassment of other users on this or other servers
1011,no disinformation regarding public health issues or politicalmilitary campaigns
1012,no spam this includes commercial advertising promotional campaigns and seo
1013,no incitement of violence or promotion of violent ideologies
1014,this is a dedicated space for black humans our voices and our experiences
1015,pixelfedtokyoでは日本および米国の法律に違反するコンテンツの投稿違法行為を行うためのサービスの利用を禁止しています
1016,ウイルスなどの悪意のあるソフトウエアの配布などに当サービスを利用することを禁止しますフィッシング詐欺の目的でこのサービスを利用することを禁止します
1017,pixelfedtokyoでは自由なコミュニケーションの場を提供していますが悪意のある表現や差別的な発言は許可されません
1018,嫌がらせやいじめ脅迫的な行為を禁止します
1019,虚偽の情報でユーザーを過剰に煽動する行為フェイクニュースなどを禁止します
1020,一般的に個人情報とされる情報クレジットカード番号や顔写真住所本名生年月日などを本人の許可無く共有しないでください
1021,児童からの搾取虐待に当てはまるコンテンツを共有することを固く禁止します
1022,児童ポルノ等を始めとした違法な性的コンテンツの共有はおやめください
1023,衝撃を与えること世間を騒がせることもしくは不当に不快感を与えることを主な目的とする暴力的または残虐なコンテンツを投稿することを禁止します
1024,他人または代表しない組織になりすましてコンテンツを共有することを禁止します
1025,pixelfedtokyoは運営の許可無くスパム行為当サービスの目的としない広告目的のみとみなされる画像動画の共有を行うことを認めていません
1026,ブロックやミュートなどの機能アカウント停止などの運営によるモデレーション行為をかいくぐるためなど悪意によってアカウントを複数作成することを禁止します
1027,no hate speech sexism ableism homophobia transphobia discrimination or harassment of any kind
1028,be respectful and treat others the way you want to be treated disagreement and collegiate discussion is acceptable and rational debate is to be encouraged rudeness insults exclusion of others dogpiling and other antisocial behaviour is not
1029,no advertising or spam content its okay to promote yourself especially your work and publications but not paid products or services
1030,public images and media must be annotated where the material is not yours source attribution must be provided preferably with a link to the original
1031,no impersonation of others or false representation of yourself your credentials or institutional affiliations
1032,no shortened links eg bitly tly googl ifttt lnkdin isgd or tco these are malicious because linkshorteners track users without their consent and obscure the destination address which also prevents users from being able to decide whether they want to visit the link beforehand
1033,use content warnings to help keep this a stressfree community you are expected to mark offtopic content with a descriptive cw to allow other community members to engage with it or not stressful or triggering content see community guidelines must be marked with a content warning
1034,sexually explicit or violent media must be marked as sensitive when posting
1035,no racism sexism homophobia transphobia xenophobia antisemitism or casteism
1036,no incitement of violence or promotion of violent ideologies
1037,no harassment of or dogpiling other users
1038,do not share intentionally false or misleading information
1039,this is a server for journalists if you are not a journalist please look to one of the many other servers that exist there are hundreds you can find httpsjoinmastodonorgservers or httpsinstancessocial
1040,no ad hominem attacks dont discredit someone because of who they are
1041,do not propagate misinformation or disinformation
1042,dont harass anyone especially the moderators harassment can be difficult to define fully but any sort of slurs or prejudicial comments based on identity will be removed repeated harassment will prompt a suspension
1043,do not encourage violence either implicitly or explicitly
1044,hate speech is not tolerated this includes racism misogyny transphobia homophobia and religious intolerance such as antisemitism this list is illustrative but not exhaustive
1045,be decent no harassment bullying or threats
1046,lead by example model the behavior you want to see
1047,no offensive material anything illegal or offensive is subject to removal
1048,be transparent no impersonation or hidden agendas
1049,16 und chbezug für personen ab 16 jahren aus der schweiz und solche die sich mit der schweiz verbunden fühlen für juristische personen braucht es einen geschäftssitz in der schweiz
1050,wir stehen ein für inklusion diskriminierung rassismus sexismus homophobie transphobie oder andere formen sind bei uns nicht geduldet
1051,inhaltswarnungen explizite inhalte müssen hinter inhaltswarnungen inkl sinnvoller beschreibung verborgen sein und sind in profilbildern nicht erlaubt dazu gehören beispielsweise nacktbilder und gewaltdarstellungen explizit pornografische darstellungen sind nicht erlaubt
1052,respektvoller umgang belästigungen von anderen benutzern werden nicht geduldet dazu gehört auch doxing cyberbullying stalking und ähnliches verhalten
1053,gesetzeskonform es sind nur inhalte gemäss schweizer recht erlaubt
1054,aufruf zum frieden aufstachelung zur gewalt oder verbreitung und förderung von gewaltideologien sind nicht geduldet auch sämtliche formen von hatespeech sind nicht geduldet
1055,wahrheitsgebot kritische diskussionen sind erwünscht doch es werden keine desinformationen geduldet dazu gehören unter anderem fake news oder verschwörungstheorien
1056,inhalte von menschen für menschen werbung ist unerwünscht wird aber im kleinen rahmen toleriert accounts die nur werbung liefern werden geblockt seo bots und crossposting ohne interaktion wollen wir nicht
1057,lokale und föderierte timeline accounts die regelmässig explizite inhalte posten können aus der lokalen und der föderierten timeline für eine unbestimmte dauer ausgeblendet werden das ermessen hierzu liegt beim modteam
1058,hausrecht dies ist eine privat betriebene instanz wir halten uns deshalb das recht vor einzelne accounts ohne angaben von gründen auszuschliessen
1059,vanszólás és véleményezési szabadság de hatályos törvénybe ütköző posztot ne rakjon ki regisztrációjával elfogadja hogy emailben ajánlásokat küld az oldal üzemeltetője nonprofit egyesületünk és hogy ezen oldal tulajdonosai indok nélkül is azonnal bárkit törölhet èrezd jól magad
1060,ห้ามการกระทำที่เป็นการสแปม รบกวน ละเมิดความเป็นส่วนตัว ก่อให้เกิดความไม่ปลอดภัย สร้างความเสียหายต่อผู้อื่น หรือขัดต่อกฎหมาย
1061,ห้ามคำพูดสร้างความเกลียดชัง หยาบคาย ยุยง ปลุกปั่น กลั่นแกล้ง หลอกลวง บิดเบือน ใส่ร้าย ดูหมิ่น หมิ่นประมาท เหยียด แบ่งแยก ข่มขู่ คุกคาม ล่อลวง ล่วงละเมิด ประสงค์ร้าย
1062,ห้ามรูปภาพและวิดีโอที่ไม่พึงประสงค์ สื่ออนาจาร อุจาด ความรุนแรง สยดสยอง ขยะแขยง หรือมีผลกระทบต่อผู้มีโรคประจำตัว เช่น โรคลมชัก epilepsy โรคกลัวรู trypophobia
1063,ห้ามข่าวปลอมหรือทฤษฎีสมคบคิดที่ขัดกับหลักฐานทางวิทยาศาสตร์
1064,ห้ามเนื้อหาผิดลิขสิทธิ์หรือละเมิดทรัพย์สินทางปัญญา
1065,do not post anything that is illegal in the us or the eu
1066,you may be asked to transition your account off the server if your content threatens the visibility of others in the community eg through other servers threatening to remove our federation
1067,be nice to each other theres enough maximalism on twitter
1068,no children under 16 this is required by law under gdpr and we are required to ban any users under 16 please contact phil with any other gdpr requests for this server or email postmastercryptodonlol
1069,pas de diffusion des idées dextrême droite
1070,pas de racisme
1071,pas de xénophobie en général
1072,pas de confusionnisme
1073,utilisation du cw pour la nudité ou la pornographie
1074,pas de spam
1075,principalement francophone
1076,discussions dans le respect des autres utilisateurs
1077,nsfw content must be marked as sensitive andor marked with a relevant content warning cw when posting avatars headers and bio content must be appropriate for all audiences
1078,no hate speech derogatory language offensive comments or the use of slurs directed at marginalized groups or people neonazi altright and antilgbtq content is explicitly forbidden
1079,no incitement or promotion of violence including selfharm and suicide
1080,no harassment dogpiling bullying or doxxing
1081,no content illegal in canada
1082,do not share intentionally false or misleading information
1083,no nfts no crypto no blockchain
1084,respect personal boundaries dont pry into peoples personal lives
1085,no explicit sexual violent or gory content
1086,no sexual depictions of minors
1087,no proselytizing
1088,no trolling microaggressions or harassment
1089,tag sensitive content such as violenceblood nsfw content and other potentially upsetting or triggering topics and hide them under a content warning cw
1090,the following content will be removed and will result in revocation of access to the service sexual depictions of minors this includes loli content illegal in germany andor france such as holocaust denial or nazi symbolism conduct promoting the ideology of national socialism
1091,the following content will be removed and may result in account suspension racism sexism discrimination against gender and sexual minorities ableism xenophobia andor violent nationalism or the advocation of all of the above
1092,conduct intended to stalk or harass users impede users from using the service degrade the performance of the service or incite others to perform any of the aforementioned actions is disallowed
1093,no reposting other peoples work without credit and analysisopinion
1094,no spam andor unapproved bots
1095,no racism sexism homophobia transphobia xenophobia or casteism
1096,do not share false or misleading information that may lead to physical harm
1097,no nft content please post those on cryptorelated instances on the fediverse
1098,human art only if your animal friends can make art then thats ok but please no ai art
1099,no flooding the public timelines making lots of public posts in quick succession
1100,this is not a generalist server and is destined to people with a interest in cartography and geospatial please do register only if it is the case thanks for specifying this interest in the form at the next step to get accepted on the server
1101,this server is harassmentfree and is a safe space for everyone
1102,direct advertising for commercial products must remain exceptional
1103,religious proselytizing is not allowed
1104,bots or similar accounts posting regular automatic or semiautomatic content are accepted as long as the topic is related to the servers topic and are required to be set as unlisted see account preferences after creation
1105,treat everyone with respect and consideration under the umbrella of respect we expect all participants to be mindful of their speech and behaviors
1106,communicate openly and thoughtfully with others and be considerate of the multitude of views and opinions that may be different than your own
1107,be respectful and mindful in your critique of ideas
1108,respect others identities in full eg using their specified pronouns
1109,respect others right to engage or disengage in conversation
1110,accept responsibility to take action as bystanders and advocates to call out and report misbehavior and to hold each other accountable to these rules
1111,do not engage in harassment in any form including comments that target other participants based on characteristics such as gender gender identity and expression sexual orientation race ethnicity age ability status physical appearance body size or religion
1112,do not engage in unwelcome personal attention particularly when one individual has authority over the other
1113,do not engage in persistent unwanted attempts to contact another group member particularly when one individual has authority over the other
1114,do not deliberately intimidate stalk or threaten violence
1115,do not engage in sustained disruption of online discussions
1116,do not advocate for or encourage any of the sanctioned behavior described above
1117,do not use this server if you are younger than 18 years old
1118,do not post content unlawful in the united states or the state of new jersey
1119,do not insult others personal identities and do not make derogatory or dismissing statements about marginalized demographics this applies to jokes about marginalized demographics you dont belong to
1120,maps of any contact stance are allowed to join but pro contact and pro cleaning views should not be promoted contact discourse can happen on a crossinstance basis this rule does not apply to contact discourse around other paraphilias
1121,respect boundaries of other members do not behave aggressively towards them suicide baiting mockery gaslighting do not share what they said with people outside of map fediverse without explicit permission
1122,posting nsfw images is not allowed nsfw topics can be discussed jokes educational questions etc the requirements are that the post is impersonal no suggestive conversations between members no explicit fantasies content warnings are added and the post setting are set to followers only
1123,do not approach chronological children and young teens with relationship intentions on site or offsite and do not accept their advances unless you are their chronological peer but if youre struggling with your behavior and realize you need help its safe to reach out and well do our best
1124,dont post solicit or advertise child sexual abuse images also dont post nonabusive and casual images of real life children even if thats your own childhood photos
1125,if you are a chronological young teenager do not use this site to approach chronological adults or way older teenagers with relationship intentions
1126,images with potentially distressing content such as photos of accidents or surgeries need to be marked as sensitive
1127,sexually explicit or violent media must be marked as sensitive
1128,no racism sexism homophobia transphobia or xenophobia will be tolerated
1129,no incitement of violence or promotion of violent ideologies
1130,no harassment or doxxing of other users
