,rules
786,the minimum age is 18 we cannot host porn since it is illegal in germany nudity is a okay eroticism is okay in german law pornography refers to the explicit depiction of sexual acts or material that primarily aims to sexually arouse the viewer
787,write at least 3 sentences in your application 400 chars max
788,be considerate no discrimination based on race religion sexual orientation gender identity nationality or any other characteristic
789,no trolling do not engage in nonconstructive behavior designed to upset members of the community
790,sexually explicit content must be behind a cw and your bio profile picture banner etc must be completely safe
791,no inciting violence or promoting violent ideologies
792,dont go overboard with media uploads treating famichiki as free personal file storage is inappropriate and disrespectful to our contributors
793,no big corporate advertising or crypto however if you are active in the community and also have a project or small business to share selfpromotion is encouraged
794,bots are allowed within reason spamming the local timeline with repetitivenearlyidentical content is not permitted either set your bot posts to unlisted or try botsinspace instead ask us if youre unsure
795,dont post or use this server for illegal content we are aware of japans questionable laws regarding the protection of minors illegal here also covers all csemcsam
796,not your wank bank accounts with zero community interaction that only follow porn accounts will be banned all accounts following csam including art will also be banned
797,žádný rasismus sexismus homofobie transfobie xenofobie
798,žádné podněcování k násilí nebo propagace násilných ideologií
799,žádné obtěžování dogpiling nebo doxxing ostatních uživatelů
800,žádný obsah nelegální v české republice nebo eu
801,nesdílejte nepravdivé nebo zavádějící informace které by mohly poškodit ostatní
802,sexuálně explicitní nebo násilná média musí být při zveřejňování označena jako citlivá
803,k ostatním se prosím chovejte slušně vyhněte se nadávkám a pokuste se udržovat příjemné prostředí díky
804,discrimination of any kind is prohibited this includes but is not limited to racism xenophobia sexism homophobia transphobia etc
805,content that you do not have permission to post is prohibited
806,spam and or bots are prohibited
807,any political polarizing topics or other stressinducing conversations should be put behind a content warning cw
808,artwork photos images or descriptions eg roleplaying of any kind depicting or describing anyone under 18 in any adult situation is strictly not permitted
809,media showing anything that is generally considered objectionable particularly adult content should be marked as sensitive and include a cw content warning explaining why its marked sensitive
810,be polite and kind dont be a jerk religious speech hate speech discrimination and harassment of any kind is not tolerated on this server
811,be respectful even if you disagree
812,no spam or commercial advertisements
813,this server is intended for anyone who works in search engine optimization seo
814,the primary language for this server is english although it is fine to discuss seo examplescasesdetails related to different markets languages and locales make sure that the primary language of your posts are in english
815,read the about page for best practices and content not allowed on this server
816,sexually explicit or violent media must be marked as sensitive when posting
817,no racism sexism homophobia transphobia xenophobia ageism or casteism
818,no incitement of violence or promotion of violent ideologies
819,no harassment dogpiling or doxxing of other users
820,do not share intentionally false or misleading information unless its a clear joke but youre walking on thin ice and the admins will decide if you plummet to a suspension
821,do unto others as you think they would want done to them
822,mark sensitive content with a content warning
823,illegal content such as child pornography unsurprisingly is not permitted
824,pornography in general is not allowed
825,lack of a specific rule against a certain behavior does not indicate acceptance of that behavior each of us has a limited amount of time in this world dont be a jerk
826,hate speech and abusive or threatening behavior is not permitted specifically that which directed at any gender nationality religion race age pizza topping preference or sexual identity one can hate on systemd all day long here
827,violating one or more of these rules may result in an immediate permanent ban without notice or warning
828,you may not impersonate a person or brand without a clear indication the account is unofficial andor a parody parody accounts are permitted as are legitimate brand accounts
829,english or french only please we have no moderation staff for other languages at this moment
830,gratuitous obscenity that serves no practical benefit to a discussion is not permitted
831,do not break any laws use common sense and knowledge of the laws of your country of residence
832,be kind discriminatory language based on gender sexual orientation religion etc is not tolerated
833,be respectful do not make your issues with another user public either settle it in private or contact a moderator
834,use cw content warnings make liberal use of cw for content including but not limited to lewdkinkypolitics and other polarizing subjectsdrugsgame spoilers as a rule of thumb if itd be awkward to explain in public put a cw on it
835,keep your avatarbanner safe other instances will see these so avoid any explicit or otherwise highly suggestive content
836,credit artwork link back to or at least provide the name of the artist of any and all artwork you post failure to do so repeatably will result in swift account suspension
837,content featuring pedophiliazoophiliairl snuff or goreetc will lead to immediate account suspension this includes characters that are technically of age but look underage
838,while not required alt text is highly encouraged
839,ai images while allowed have to be tagged as such do not claim the artwork as your own provide the ai and settings used in alt text
840,you alone are responsible for any and all content you post to this site you may not post copyrighted content you do not have the right to use
841,impersonating another individual without a clear indication of parody ie parody as part of the display name will lead to swift suspension furthermore parody is only permitted for lighthearted fun meanspirited mockery will still lead to suspension
842,due to the nature of this instance any and all users have to be of age in their respective country or at least 18 years old whichever is higher
843,migrations or new accounts onto this instance as an effort of banblock evasion will lead to swift suspension
844,more rules may be added or changed in the future as necessary this will usually be accompanied by an announcement and reminder to review the rules
845,due to an increase of spam accounts as of late we require approval for signups please provide a simple reason for your signup to ensure its not automated
846,dont be a dick
847,no doxxing of other users
848,no advertising spam or grifting this includes crypto
849,no impersonation of other people companies organizations etc
850,do not automatically repost high volume content from other sites without admin approval
851,dont post anything which would violate the law in either your home jurisdiction under us law or washington state law
852,dont be a jerk hate speech discrimination and harassment of any kind are not tolerated here
853,if you post adult content please mark it as sensitive so that your followers can choose when to see it
854,no spam this includes using completely unrelated hashtags in your posts
855,this instance is intended only for anyone who was ever employed at twitter and select friends
856,please do not use trademarked usernames
857,no misinformation
858,posting personal information without consent doxxing is strictly prohibited
859,posts that are inflammatory inciting or unnecessarily provocative are not allowed
860,posts that stalk or harass other posters in any way are strictly prohibited
861,this community will be intolerant of intolerance see poppers paradox
862,do not share intentionally false or misleading information
863,we will abide by the mastodon server covenant available here httpsjoinmastodonorgcovenant
864,when signing up please include your twitter handle website or other link in the reasons for joining field
865,
866,
867,
868,
869,
870,
871,
872,
873,
874,
875,achte die würde deiner mitmenschen und mitnutzerinnen
876,beachte die geltenden gesetze insbesondere das urheberrecht das persönlichkeitsrecht und den datenschutz
877,solltest du inhalte insbesondere ton video und bild veröffentlichen die andere verstören könnten beispielsweise durch darstellung von gewalt verwende bitte die inhaltswarnungfunktion als heikle medien markieren
878,solltest du eine verletzung dieser regeln bemerken nimm das bitte nicht stillschweigend hin sondern informiere die moderatorinnen unter moderation
879,no hate speech harassment or generally making a nuisance of yourself
880,we will actively moderate against racism sexism homophobia and transphobia any violation of this rule is grounds for immediate and irrevocable termination of privileges as a user
881,this is an instance aimed generally at englishspeaking legal professionals and those in adjacent fields
882,dont harass anyone
883,if someone is harassing you report it to a moderator
884,dont post anything thats illegal in the us we are hosted there
885,mark nsfw content as such using content warnings
886,you must read and accept the code of conduct httpstootpizzaabout
887,do not share intentionally false or misleading information
888,dont join just to advertise something
889,nobody under 18 years old
890,be respectful of all our members
891,original photos and videos only
892,explicit content must be marked with a cw content warning
893,bots are allowed but be civil
894,content considered illegal in finland netherlands and uk is not tolerated
895,this instance is 18 absolutely no underage or illegal content
896,no discrimination including but not limited to racism sexism homophobia or transphobia
897,no incitement of violence or promotion of violent ideologies
898,no disinformation regarding public health issues or politicalmilitary campaigns
899,no spam or unverified use of copyrighted material this includes promotional campaigns and seo if you have a selfrun small business please request permission before linking to any products for sale we would like to make sure all items being sold are legal under this instances usa laws
900,no impersonation of other individuals public figures or organizations unless clearly marked as a parody
901,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images
902,no harassment of other users on this or other servers
903,final rule only fun is allowed have fun
904,be kind to each other
905,no promotion of violence
906,no promotion of fascism white supremacy etc
907,no promotion of colonialism or nationalism
908,no promotion of racism transphobia homophobia etc
909,no promotion of religious extremism
910,the instance is intended to be an lgbtqia safe space
911,the instance is intended to be a safe space for neurodivergent people
912,content which is unsuitable for consumption in a general public setting should be marked sensitive or carry a content warning
913,supply a link to a social media profile or personal website when signing up
914,do not share intentionally false or misleading information
915,no hate speech derogatory language offensive comments or the use of slurs directed at groups of people especially those historically marginalized neonazi altright and antilgbtq content is explicitly forbidden
916,no incitement or promotion of violence including selfharm and suicide
917,do not hit on people do not pry or inquire into peoples sexual or personal lives
918,no harassment dogpiling bullying or doxxing
919,no nfts no crypto no blockchain
920,nsfw content must be marked as sensitive andor marked with a relevant content warning cw when posting avatars headers and bio content must be appropriate for all audiences
921,no explicit sexual violent or gory content no sexual depictions of minors
922,signups will only be approved for musicians professionals and hobbyists
923,be kind courtesy and respectful
924,no discrimination including but not limited to racism sexism homophobia or transphobia
925,no incitement of violence or promotion of violent ideologies
926,no spam this includes commercial advertising promotional campaigns and seo
927,no impersonation of other individuals public figures or organisations
928,no content that is illegal in the united kingdom
929,absolutely no sexuality explicit content this includes but not limited to imagesvideoschat around sexual acts there are other places on the internet for this
930,your primary reason for having an account on this server should be your interest in family history and genealogy
931,accounts will be deleted one month after registration if the post count remains zero
932,no hate speechdiscriminationetc
933,no oppressive language or actions
934,no harassmentstalking
935,nsfw ie nudity is not permitted on this server
936,no gore or graphic violence
937,respect peoples pronouns
938,no sexual depictions of children
939,no automated spam
940,no doxxing
941,no begging for money giving people the option to donate is totally fine
942,no posting copywritten material or any material you dont own
943,no business accounts for the sole purpose of selling things
944,registrations are only accepted from those who demonstrate a serious interest in food and wine please make this clear in the reason for joining field or we will reject your application see our about page for more details
945,no threatening abusive or intolerant behaviour we have a zero tolerance policy on racism sexism homophobia and transphobia your account will be suspended in such cases
946,no commercial advertising political campaigningpropaganda duplicate accounts or impersonating legal entities all such accounts will be suspended and potentially removed
947,you must be at least 18 years old to use this service
948,our servers and data are located in germany anything illegal in germany andor the european union is prohibited
949,after registering please edit your profile add a short bio and post a short introduction to yourself we may delete inactive accounts where this has not been done after 30 days
950,
951,
952,
953,
954,
955,
956,
957,
958,
959,no rules
960,no trolling microaggressions or harassment
961,no racism sexism discrimination against gender and sexual minorities ableism fatmisia xenophobia andor violent nationalism or the advocation of all of the above
962,no bots
963,no pornography
964,upload distribute only content that you have permission for
965,no ads except for featuring your own creative metal music content music articles reviews
966,accounts with no activity will be deleted after 1 year from the time of the last login
967,seksuālus vai vardarbīgus ierakstus lūdzu marķēt kā sensitive cw
968,nav atļauts rasisms seksisms homofobija transfobija vai ksenofobija
969,nav atļauta vardarbības veicināšana vai vardarbīgu ideoloģiju sludināšana
970,nav atļauta naida runa ieraksti kas pazemo citus lietotājus vai atklāj to privāto informāciju doxing
971,nepubliskojiet saturu kas ir aizliegts latvijā vai vācijā jo daļa serveru atrodas tur
972,nav atļauts apzināti izplatīt maldinošu informāciju un viltus ziņas
973,no hate speech
974,dont be a dick if you are mods reserve the right to talk to you suspend you temporarily or suspend you permanently in that order
975,selfpromotion is fine but you should be fannish or friends with folks on this server do not join to promote commercial content
976,sexual content depicting characters who are not sexually mature is banned underage is a fungible category we know this do not post any content that could be described as shotaloliconetc prior to performing any account limiting activities mods will contact you to discuss
977,if you dont like what you are seeing block or mute report if it violates the rules move on do not harass users about ship preferences in any way note discussion of racism homophobia etc in fandom does not constitute harassment
978,this is a server for the girls the gays seeks to provide a transinclusive antiracist space we are not a space for rightwing fans
979,by joining this server you are asserting that you are legally an adult in your country of residence
980,please use your best judgement when posting nsfw or other sensitive content such as posts about political violence screenshots of rightwingers etc nsfw images must be marked as sensitive and a cw should be used
981,username format usernames can be alphanumeric and have underscores but dashes and other special characters are not allowed this is enforced at the mastodon software level so its not a rule but we want you to know before you try to sign up thanks
982,sexually explicit or violent media must be marked as sensitive when posting
983,no racism sexism homophobia transphobia xenophobia or casteism
984,no incitement of violence or promotion of violent ideologies
985,no harassment dogpiling or doxxing of other users
986,no content illegal in usa
987,do not share intentionally false or misleading information
988,automated posting activity must have approval from admin accounts registered for the purpose of posting spam such as seo backlinks or marketing material will be removed by moderators book related activity does not apply
989,posts with an affiliate link must have ad
990,no online gamblinggaming links allowed
991,posts that are bot generated cannot dominate the timeline
992,posts that are bot generated will be silenced to one post a day we prefer human interaction with the posts
993,this server is generally intended to improve communication within the hpc community commercial use for nonrelated purposes spam or other abuse is prohibited
994,personal use is permitted and personal opinions and posts allowed but please do not coopt this instance for entirely nonhpcrelated commercial or other purposes be sure to fill out your profile information to help decide whether to follow or interact
995,this server is federated with others in the mastodon network and may display content from other servers selecting the local timeline may increase your fraction of hpcoriented posts
996,please use hashtags such as hpc to increase discoverability outside of this server using camelcase in your hashtag makes it more useful to those who use screen readers and be sure to add alt text to any media
997,be respectful and aware that abusive or illegal behavior or other violations of server rules will lead to suspension of access
998,by selecting accept you certify that you are over 13 years of age and agree to the terms of use and privacy policies for this service
999,wir gehen einladend inklusiv und respektvoll miteinander um
1000,wir kommunizieren gewalt und unterdrückungsfrei
1001,wir bewerten menschen nicht anhand ihrer religion konfession oder anderer persönlicher merkmale
1002,wir posten keine inhalte die gegen geltendes deutsches recht verstoßen
1003,werbung ist bei uns unerwünscht wenn es nicht um kirchliche diakonische mildtätige oder gemeinnützige zwecke geht
1004,wir lösen konflikte über direkte private kommunikation dm die moderation schalten wir nur bei regelverstößen ein
1005,no difusión de contenidosactividades ilegales en argentina
1006,no se tolera discriminación racismo discursos de odio o variantes
1007,no aceptamos cuentas que sean exclusivamente para spamear ni bots con fines espurios
1008,el contenido nsfw debe estar bajo la etiqueta advertencia de contenido
1009,ära solva kiusa alanda doksi jälita spämmi ega tüüta reklaami või propagandaga
1010,ära ole rassistlik seksistlik homofoobne ega transfoobne
1011,ära õigusta vägivaldseid või äärmuslikke ideoloogiaid ega nende kuritegusid
1012,kasuta siin peamiselt eesti keelt postitamisel määra võimalusel keel
1013,peida cw nupu taha vägivald traumad seksualiseeriv jm tugevalt häirida võiv sisu
1014,järgi eesti seadusi keelatud on nt loomevargus ähvardused vaenu õhutamine pettused väära või kahjustava info teadlik levitamine jpm
1015,ole abivalmis kannatlik ja toeta uusi kasutajaid
1016,no harrasment no stalking no doxxing
1017,no racism or relativization of racism
1018,no sexism or relativization of sexism
1019,no xenophobia or relativization of xenophobia
1020,no discriminating against gender identities or sexual orientations or relativizing them
1021,no advertising
1022,no intentionally misleading content including newaltright conspiracy theories or scams like cryptocurrencies
1023,no content that violates the laws of the czech republic
1024,not for promotion of podcasts
1025,posts do not need to be vocalsynthrelated but do know that this is the general focus of the community
1026,any marginalization or intolerant behavior transphobia racism will be moderated accordingly and may lead to disciplinary action as will obvious attempts to create drama
1027,content must be suitable for all ages and unauthorized reposts of other peoples work is not allowed
1028,no public advocacy or links to piracy
1029,bots must post unlisted or followersonly twitter crossposters must have retweets or quote retweets disabled
1030,keine pornografie
1031,nur bilder und videos and denen du die rechte hast
1032,keine rassistischen oder sexistischen bilder und kommentare
1033,keine verbotenen symbole
1034,be kind and respect each other
1035,contact no one that explicitly stated they do not want to be contacted dont stalk dont doxx
1036,we do not tolerate nazi propaganda weve read karl popper
1037,no porn occasional nudity breastfeeding or naked butts at cold lakes for example is ok though
1038,no spam if you are unsure whether the real life impressions from your bike shop are ok or are considered spam contact the admin team
1039,this instance has no room for racist sexist antisemitic homophobic transphobic ableist saneist content
1040,obey the law when you post content here always mind german law applies eu law applies and the law from the country you are posting
1041,please use cn cw and nsfw where it applies injuries death violence things that might trigger people but do not overuse it
1042,do not stay on topic have a good time
1043,les groupes mim ne peuvent en aucun cas être tenus responsable des propos des utilisateurs de cette instance chaque utilisateur est responsable des contenus quil diffuse devant la loi léquipe de modération suspendra toute personne tenant des propos illégaux
1044,participate in our community by posting your own creative content following our guidelines and pixelfed covenant
1045,reposting bots are not permitted thank you
1046,sexually explicit or violent media must be marked as sensitive when posting
1047,no spam or advertising
1048,no racism sexism homophobia transphobia xenophobia or casteism
1049,no incitement of violence or promotion of violent ideologies
1050,no harassment dogpiling or doxxing of other users
1051,no illegal content
1052,drink coffee not required
1053,content created by others must be attributed and use of ai must be disclosed profiles that only post aigenerated content will not be tolerated
1054,users may not be anonymous at least while this site is in its infancy
1055,users should be scientists journalists or scientificjournalistic institutions or publications
1056,please be as kind polite and understanding as you would be in a cocktail party of friends and strangers harassment racism sexism antisemitism homophobia transphobia or bullying will get you shown to the door
1057,no trolling combative outofleftfield responses to posts seeking argumentation rather than genuine discussion are not welcome
1058,avoid spreading misinformation obviously this can be difficult to delineate and there are many gray areas but repeated andor deliberate spread of misinformation is not allowed
1059,relentlessly pushing a theory or idea in its extreme crankery is not welcome the line is blurry but it can be crossed again think cocktail party feel free to discuss ideas but if people are likely to start sidling away its an issue
1060,the content warning flag should be used for nsfw content nsfw media should be marked as sensitive
1061,users must be 18 or older
1062,be nice we want everyone to feel comfortable here
1063,be welcoming we support people of all backgrounds and identities
1064,refer to people the way they ask you to if you cant find their pronouns on their profile ask
1065,mark nsfwr18 posts as sensitive
1066,add content warnings to sensitive posts eg involving gore
1067,do not make unsolicited advances towards other members
1068,cryptocurrencynftrelated spam is not allowed
1069,bots need to be marked as bot accounts and may not be spammy in nature
1070,doxxing andor disclosing private information is strictly prohibited
1071,read the instructions at httpsvtsocialabout before applying
1072,no child pornography
1073,保持友善善用折叠屏蔽功能
1074,不鼓励发布色情暴力内容如发布务必主动标记为敏感内容
1075,请尽量避免将用户消息截图转发至其他平台
1076,個人情報など他人のプライバシーを侵害する投稿は禁止です
1077,日本の法律に触れる投稿は禁止です
1078,政治宗教などをはじめとしたデモ活動の拠点にする行為特定の政治団体党宗教団体またはそれらに関連するものへの支持を強要勧誘する行為は本サーバーではできませんまた人格否定や価値観の押しつけは禁止です
1079,暴力やテロ行為差別をほのめかす投稿等は禁止です
1080,嫌がらせや誹謗中傷などは禁止です
1081,グロテスクや成人向けなどのセンシティブな投稿を禁じます 同人誌即売会に出せるイラスト等は問題ございませんただし極度な露出やcwを設定していない場合は例外となります
1082,情報商材スパムやマルチポストなどの迷惑行為その他不適切な投稿を禁じます
1083,コンテンツ配信後30日以内のネタバレや18禁イラストなどの投稿はcw閲覧注意を必ずつけてください基準は利用規約に準じます
1084,歌ってみたなどを投稿する際はjasracなどと契約している別サービスで動画を投稿しリンクを貼る形式でお願いいたしますクリエイターさんに還元されるためによろしくお願いいたしますご自身で契約いただき投稿は可能です
1085,be kind dont be a dick
1086,if it would be fine in a bar or public leather event space it doesnt need a content warning here use content warnings for things youd take to the back bar or a private room
1087,were transinclusive bodypositive and antiracist here
1088,you must be over 18 years of age
1089,you must have the legal rights to any content you post
1090,agree to observe the drupal code of conduct httpswwwdrupalorgdcoc
1091,no hacking
1092,no violence
1093,no fascism
1094,no colonialism
1095,no white supremacy
1096,no religious extremism
1097,no nationalism
1098,no racism
1099,no homophobia
1100,no transphobia
1101,safe space lgtbqia
1102,safe space neurodivergent adhd autism etc
1103,no misogyny
1104,treat everyone with respect
1105,les contenus particulièrement explicites devront être postés avec loption pour flouter laperçu cw
1106,publicité pour activités illégales sur le territoire français sont interdites combats danimaux site de pari en ligne sur les animaux
1107,
1108,
1109,
1110,
1111,
1112,
1113,
1114,
1115,nichts diskriminierendes jegliche form von diskriminierung ist verboten das inkludiert ist aber nicht beschränkt auf ableismus antisemitismus homofeindlichkeit islamophobie klassismus rassismus sexismus transfeindlichkeit etc
1116,nichts ungesetzliches poste nichts ungesetzliches österreichisches recht eu recht
1117,nichts belästigendes kein spam trolling bullying oder ähnliche belästigungen keine aufrufe zu hass oder gewalt keine pornographie
1118,nichts automatisiertes keine bots kein crossposting zb spiegeln von twitter posts etc
1119,nichts absichtlich fälschliches keine fakenews falschinformationen wissenschaftsleugnung keine verbreitung von gerüchten oder propaganda
1120,hinweis für unternehmenskonten unternehmenskonten unternehmensähnliche konten undoder geschäftskonten sind nur mit einschränkungen erlaubt inoffizielle unternehmenskonten werden gesperrt bezüglich unternehmenskonten wendet euch daher bitte vorab an supportfediversefoundation
1121,english translation for our english speaking users we have prepared the the essential documents in our wiki please take a look here httpswikiappsfediatbooksfediversefoundationannouncements
1122,日本の法律と社会規範に従った行動を心がけてください
1123,投稿する際は適切な公開範囲閲覧注意を使用してください
1124,respect des lois françaises et de lunion européenne
1125,la información de esta plataforma es exclusivamente in character ic es decir de dentro del juego la información puede ser usada dentro del juego por cualquiera libremente
1126,el contenido multimedia que se suba debe ser del servidor no se aceptan fotografías ni videos de la vida real cualquier contenido de fuera del juego ooc será eliminado
1127,nos reservamos el derecho a borrar el contenido o cualquier cuenta de usuario incluso aplicar sanciones al usuario o personajes implicados que no respeten las normas del servidor ni las normas particulares de esta plataforma
1128,be kind to each other
1129,be judicial in what you post
1130,please dont post stuff that shows disturbing content violence bodliy harm cruelty etc without using the content warning features err on the side of caution
1131,avoid mansplaining while you may be an expert on a topic in your friend circles its likely that theres someone here who you could learn a lot from mansplaining shuts down those opportunities to learn
1132,please set a user icon it can be anything you want as long as it isnt the mastodon default image
1133,avoid behavior that forces us to create new rules
1134,udržujme společně bezpečný mediální prostor založený na základních lidských právech a svobodách s respektem k sobě samým i svým oponentům
1135,trollům a spammerům vstup zakázán
1136,nesouhlasím s vaším názorem ale udělám všechno pro to abyste jej mohl říkat
1137,zachovejte prosím náboženskou a politickou neutralitu ve svých příspěvcích nášface si chce zachovat tvář neutrálního prostoru kde není protěžována žádná politická strana politická osoba či náboženský směr
1138,za obsah příspěvku na zdi odpovídá jeho autor
1139,pokud se čtenář domnívá že příspěvek na zdi autora porušuje základní listinu práv a svobod a je tedy v rozporu s pravidly této skupiny může jej nahlásit moderátorům
1140,podpořte prosím svobodný přístup k informacím na neziskovém projektu nasfacecz platbou na transparentní účet 2202030573 2010 nebo na httpsblognastubczdonate sledujte videa na httpsnastubcz
1141,do not use slurs or racist sexist homophobic transphobic ableist or otherwise discriminatory or hateful jokes or language or promote white supremacy antisemitism transphobia or other hateful ideologies
1142,do not harass anyone participate in group harassment of anyone or otherwise engage in personal attacks posting or threatening to post other peoples personally identifying information doxing constitutes harassment
1143,do not post adult content including pictures containing nudity or unwelcome sexual attention including sexualized comments or jokes
1144,do not post about inflammatory controversial subjects without a content warning
1145,do not engage in name calling ad hominem attacks or any other uncivil behaviour criticize ideas never people
1146,the administrators reserve the right to remove users or defederate with instances
1147,we suggest using your radio callsign as your username if you dont have one yet want to avoid doxing or are a swl thats ok too
1148,anyone is welcome to report inappropriate behavior they will be listened to and action will be taken this will be anything from a warning to banning moderation decisions will be made using the paradox of tolerance
1149,expect anything you post on mastodonhamssocial to be public including direct messages that way you can never be surprised or embarrassed
1150,any images or videos uploaded to mastodonhamssocial must have an appropriate textual description if you need help with this please ask
1151,your right to free speech does not supersede my right to call you out and kick you out for being a dick
1152,please be respectful of others their age gender sexual orientation gender identity background preference for transistors over valves etc are all _not_ reasons to be a twit
1153,no spam no commercial advertising occasional personal listings are ok no sexually explicit or violent media yes that includes pictures of your gun no threats of violence
1154,no illegal content this server is hosted in california united states
1155,when apply for an account if youve actually read these rules please end your why do you want to join with the phrase badger parsnips
1156,we support selfidentificationdiagnosis as these are often inaccessible due to cost biases and other factors questioning folks are welcome
1157,no racism sexism homophobia transphobia queerphobia ableism etc will be tolerated
1158,no impersonating other people
1159,no harassment of any kind
1160,no shortened links eg bitly tly googl ifttt lnkdin isgd or tco these are malicious because linkshorteners track users without their consent and obscure the destination address which also prevents users from being able to decide whether they want to visit the link beforehand
1161,no advertisements for cryptocurrencies nfts or multilevel marketing schemes
1162,we strongly discourage posting undescribed images or video on public privacy setting
1163,no neurodifferent user is to create crosspost only accounts from twitter rss on public privacy setting on this server note this rule applies to the users of neurodifferentme other instances have their own rules regarding this
1164,no serious dishonesty that is hurtful to others shall be posted by a user on this server
1165,no promotion or support of treatments which aim to suppress characteristics of individual identity aba conversion therapy is permitted on this server
1166,all forms of bigotry including racism sexism homophobia and transphobia are strictly prohibited and actively moderated
1167,no harassment of other users on this or other servers
1168,be neighborly and cordial please let moderators and administrators handle issues as appropriate
1169,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images
1170,no content illegal in the following countries united states germany
1171,no incitement of violence or promotion of violent ideologies
1172,no disinformation regarding public health issues politicalmilitary campaigns or other matters of public interest
1173,no spam this includes commercial advertising promotional campaigns and seo promoting noncommercial events and causes is ok
1174,expect anything you post on this server to be public including direct messages that way you can never be surprised or embarrassed
1175,please be respectful of others no matter their age race gender sexual orientation gender identity background nationality or any thing else treat others as you would like to be treated
1176,no sexually explicit content allowed
1177,no incitement of violence or promotion of violent ideologies
1178,no harassment or doxxing of other users
1179,do not share intentionally false or misleading information
1180,til að byrja með ekkert vesen og ekkert rugl þróum svo með okkur reglur eftir því sem á líður
1181,no harassment or bullying
1182,no willful abuse of the tools available eg spamming
1183,no bigotry including but not limited to ethnic prejudice sexism racism transphobia ableism including towards those who are neurodivergent antisemitism islamophobia antiroma bigotry or bigotry towards first peoples
1184,no pornography
1185,please use contentwarnings for material where the primary subject is sexual or violentgore other content at the posters discretion please consider your audience
1186,no illegal content that includes child porn copyrighted content of which you are not owner etc
1187,no posts or links to content supporting featuring or promoting hate groups terrorism mass violence or calls to violence
1188,no posts or comments supporting or promoting qanon related content or similarly disproven conspiracy theories moderators have sole discretion to decide if a post violates this rule birds are real the earth is round get over it
1189,no posts or links featuring sexualized depictions of minors whether photographic written drawn anthropomorphic or animated
1190,no pornography featuring depictions of rape or nonconsensual violence
1191,a content warning must always be used when posting all other pornographic erotic or nsfw content whether photographic written drawn or animated
1192,no racism
1193,no visual content depicting executions murder suicide dismemberment visible innards excessive gore or charred bodies all other violent imagery requires a content warning
1194,no visual content depicting animal abuse all other posts related to animal abuse require a content warning
1195,no posting of malicious links
1196,no spam
1197,no threats bullying or attacks on an individual or group
1198,no encouragement or promotion of selfharm
1199,no accounts that impersonate anyone else unless clearly marked as such for the purpose of parody
1200,no hate speech hate speech is defined as derogatory posts or links targeting any individual or group based on race mental or physical disability religion gender identity sex nationality age class or sexual orientation
1201,no shitposting while humorous posts are allowed and actually encouraged there is no place for shitposting here
1202,no racism sexism homophobia transphobia xenophobia ableism etc
1203,no incitement of violence promotion of violent ideologies or violent behaviour of any manner
1204,no doxxing dogpiling or harassment in any form of other users
1205,no spam bots or advertisements
1206,no media and content which is sexual or violent in nature
1207,in order to be able to moderate this server posts need to either be written in dutch or english
1208,sei immer freundlich und höflich behandle andere mit respekt
1209,belästige und beleidige niemanden und unterlasse persönliche angriffeweder allein noch als gruppe das veröffentlichen oder die androhung von veröffentlichung von personenidentifizierenden informationen doxing wird als belästigung ausgelegt
1210,die nutzung oder befürwortung von rassistischer sexistischer homophober transphober behindertenfeindlicher und anderweitig diskriminierender oder hasserfüllter sprache wird nicht geduldet auch pornografische bilder sind nicht erlaubt
1211,nachgewiesene falschinformationenfakenews inkl verschwörungstheorien sind hier unerwünscht
1212,you should have an interest in coding and net technologies either professionally or personally make it clear in your bio or add links to relevant websites
1213,be respectful and kind no personal attacks respect others views and experiences no offensive words
1214,no violence or callout no fascism racism sexism homophobia or transphobia no religious extremism more generally no attack against vulnerable people
1215,share about code share content about you and net ecosystem coding other languages patterns blog posts articles videos events
1216,share about you hobbies lifestyle etc be positive
1217,dont impersonate people or companies you can create an account about an organization or a brand if relevant and you can prove you are eligible to do so and approved by the admins contact us by email before you create an account
1218,samskiftið er á føroyskum
1219,ikki skriva ella deila nakað sum stríðir ímóti føroyskari lóg
1220,almenningurin hevur atgongd til alt sum verður skrivað og deilt á efo íroknað beinleiðis boð
1221,efo tilskilar sær rætt uttan grundgeving at strika upplýsingar og brúkarar
1222,víst verður annars til privatlívspolitikkin privacy policy
1223,no hate of any kind
1224,no harassment of any kind
1225,use content warnings liberally and always when discussing politics
1226,no users under the age of 18
1227,no posting content illegal in the usa
1228,poc shouldnt feel pressured to use cw when discussing their personal experiences around discrimination
1229,people not companies please dont sign up your brandcorporate account on this server
1230,be nice and have fun use content warnings cw and hashtags liberally
1231,no hate speech do not use pejorative or discriminatory language with reference to a person or a group on the basis of who they are in other words based on their religion ethnicity nationality race colour descent gender sexual orientation or other identity factor
1232,criticize ideas not people do not shitpost or post in bad faith engage in name calling or ad hominem attacks
1233,do not harass anyone or post other peoples personally identifying information doxing
1234,do not post illegal illicit or unlicensed content
1235,themes discussions freesolutionsorg les logiciels libres la souveraineté numérique la technologie webrtc communications realtime chat audio vidéo sujets suisses ecologie notre planète
1236,bienvenus en helvétie la devise du pays cest un pour tous tous pour un ici vous êtes responsables dans cette communauté vis à vis du collectif de signaler tout comportement incorrect ou abusif dun utilisateur
