,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
2282,2433,social.restless.systems,Harassing others will not be tolerated: no means no.,harassing others will not be tolerated no means no,English,harassing others will not be tolerated no means no
2283,2434,social.restless.systems,"Server admins have final authority. Bans may be appealed, but ban evasion will lead to either IP blocks, or instance blocks as needed",server admins have final authority bans may be appealed but ban evasion will lead to either ip blocks or instance blocks as needed,English,server admins have final authority bans may be appealed but ban evasion will lead to either ip blocks or instance blocks as needed
2284,2435,social.restless.systems,Be kind to others ...,be kind to others,English,be kind to others
2285,2436,social.restless.systems,NSFW/R18 content must be marked as such,nsfwr18 content must be marked as such,English,nsfwr18 content must be marked as such
2286,2437,social.restless.systems,Cyrptocurrency/NFT scams and spam will not be tolerated,cyrptocurrencynft scams and spam will not be tolerated,English,cyrptocurrencynft scams and spam will not be tolerated
2287,2438,narikiri.hostdon.ne.jp,・創作・版権なりきりサーバーです。楽しく遊んでね。,創作版権なりきりサーバーです楽しく遊んでね,non-Englsih,Creative copyright is a server. Play happily
2288,2439,narikiri.hostdon.ne.jp,・法律に違反する行為や犯罪行為は禁止です。,法律に違反する行為や犯罪行為は禁止です,non-Englsih,Act and criminal acts that violate the law are prohibited
2289,2440,narikiri.hostdon.ne.jp,・他者の権利を侵害する行為は禁止です。,他者の権利を侵害する行為は禁止です,non-Englsih,The act of infringing the rights of others is prohibited
2290,2441,narikiri.hostdon.ne.jp,・他者の権利を侵害する行為は禁止です。,他者の権利を侵害する行為は禁止です,non-Englsih,The act of infringing the rights of others is prohibited
2291,2442,narikiri.hostdon.ne.jp,・公序良俗に反する行為はおやめください。,公序良俗に反する行為はおやめください,non-Englsih,Please do not act against public order and morals
2292,2443,narikiri.hostdon.ne.jp, ・ルールを守れない人及び当サーバーの目的より著しく離れている人はBANされる場合があります。 ,ルールを守れない人及び当サーバーの目的より著しく離れている人はbanされる場合があります,non-Englsih,Those who cannot follow the rules and those who are significantly far from the purpose of this server may be banned.
2293,2444,popindustry.org,"You will not boost ANY toots - be it yours or someone else's - during the season.
(Billboard, TMZ and Personal Accounts can still use this feature.)",you will not boost any toots be it yours or someone elses during the season billboard tmz and personal accounts can still use this feature,English,you will not boost any toots be it yours or someone elses during the season billboard tmz and personal accounts can still use this feature
2294,2445,popindustry.org,"You will not unfollow, mute or block any other account local to the #PopIndustry instance.
",you will not unfollow mute or block any other account local to the popindustry instance,English,you will not unfollow mute or block any other account local to the popindustry instance
2295,2446,popindustry.org,"You will not make any personal insults, threats or extreme jokes about serious topics.
",you will not make any personal insults threats or extreme jokes about serious topics,English,you will not make any personal insults threats or extreme jokes about serious topics
2296,2447,popindustry.org,You will not post any explicit NSFW material.,you will not post any explicit nsfw material,English,you will not post any explicit nsfw material
2297,2448,popindustry.org,"You will not change the following settings or preferences: Email Address, Password, and Posting Privacy (Public)",you will not change the following settings or preferences email address password and posting privacy public,English,you will not change the following settings or preferences email address password and posting privacy public
2298,2449,popindustry.org,"You will not enable the following settings: Require Follow Requests, Email Notifications, Two Factor Authentication, Opt-Out of Search Engine Indexing, and Hide Your Social Graph.",you will not enable the following settings require follow requests email notifications two factor authentication optout of search engine indexing and hide your social graph,English,you will not enable the following settings require follow requests email notifications two factor authentication optout of search engine indexing and hide your social graph
2299,2450,popindustry.org,You will not use Mastodon's Filters or Automated Post Deletion features.,you will not use mastodons filters or automated post deletion features,English,you will not use mastodons filters or automated post deletion features
2300,2451,pictures.yidhra.farm,No marketing or advertising posts.,no marketing or advertising posts,non-Englsih,no marketing or advertising posts
2301,2452,pictures.yidhra.farm,Create a profile for your account.,create a profile for your account,English,create a profile for your account
2302,2453,fediunam.site,"1. Sobre la identidad del usuario:
Para formar parte de Fediunam puedes usar datos reales como tu nombre y un apellido, pero no es estrictamente necesario. ",1 sobre la identidad del usuario para formar parte de fediunam puedes usar datos reales como tu nombre y un apellido pero no es estrictamente necesario,non-Englsih,1 On the user's identity to be part of Fediunam you can use real data such as your name and a surname but it is not strictly necessary
2303,2454,fediunam.site,"2. Sobre los contenidos compartidos:
No se podrá compartir, guardar, enviar e intercambiar materiales u opiniones que sean ofensivos o agresivos contra los demás, dado que es una instancia académica es importante que en su mayoría sean materiales relacionados con el tema principal a discutir. ",2 sobre los contenidos compartidos no se podrá compartir guardar enviar e intercambiar materiales u opiniones que sean ofensivos o agresivos contra los demás dado que es una instancia académica es importante que en su mayoría sean materiales relacionados con el tema principal a discutir,non-Englsih,"2 On shared contents, you cannot share to send and exchange materials or opinions that are offensive or aggressive against others since it is an academic instance, it is important that they are mostly materials related to the main topic to be discussed"
2304,2455,fediunam.site,"3. Sobre formar parte de la Comunidad. La comunidad es libre de registrarse e invitar a otros a unirse a Fediunam. Cada registro en Fediunam requiere una justificación para su incorporación, el cual es revisado por el administrador y aceptado.",3 sobre formar parte de la comunidad la comunidad es libre de registrarse e invitar a otros a unirse a fediunam cada registro en fediunam requiere una justificación para su incorporación el cual es revisado por el administrador y aceptado,non-Englsih,3 On being part of the community the community is free to register and invite others to join Fediunam each registration in Fediunam requires justification for its incorporation which is reviewed by the administrator and accepted
2305,2456,fediunam.site,"4. Sobre los usos de la red social: Se enfatiza la discusión académica y de intercambio de información afines a la UNAM, México. No tendrá fines comerciales, ni tampoco se podrá hacer propaganda dentro de la red social sobre compras, ventas, ni se comercializará la identidad de los usuarios.",4 sobre los usos de la red social se enfatiza la discusión académica y de intercambio de información afines a la unam méxico no tendrá fines comerciales ni tampoco se podrá hacer propaganda dentro de la red social sobre compras ventas ni se comercializará la identidad de los usuarios,non-Englsih,"4 On the uses of the social network, the academic discussion and exchange of information related to UNAM Mexico will not be emphasized, nor will propaganda be made within the social network on purchases sales or the identity of the users will be marketed"
2306,2457,fediunam.site,"5. Sobre lo que no se puede hacer: No se permite ninguna conducta ni actividad no autorizada. Especial atención en acoso e intimidación, 
",5 sobre lo que no se puede hacer no se permite ninguna conducta ni actividad no autorizada especial atención en acoso e intimidación,non-Englsih,"5 On what cannot be done, no behavior or unauthorized activity is allowed special attention in harassment and intimidation"
2307,2458,fediunam.site,"Es importante señalar que las opiniones, manifestaciones y comentarios que realicen los participantes en esta red social son responsabilidad directa de los usuarios que las emiten.<br>
",es importante señalar que las opiniones manifestaciones y comentarios que realicen los participantes en esta red social son responsabilidad directa de los usuarios que las emitenbr,non-Englsih,It is important to note that the opinions manifestations and comments made by the participants in this social network are direct responsibility of the users that the issuing the issues
2308,2459,fediunam.site,"7. Sobre la protección de datos:
La red social Fediunam garantiza que todos los datos personales compartidos por los usuarios serán considerados como prioritarios. Dichos datos serán resguardados cuidadosamente y no serán compartidos con terceros.",7 sobre la protección de datos la red social fediunam garantiza que todos los datos personales compartidos por los usuarios serán considerados como prioritarios dichos datos serán resguardados cuidadosamente y no serán compartidos con terceros,non-Englsih,"7 On data protection, the Fediunam Social Net"
2309,2460,rly.at,"No transphobia, enbyphobia, genderphobia of any kind, or homophobia.",no transphobia enbyphobia genderphobia of any kind or homophobia,English,no transphobia enbyphobia genderphobia of any kind or homophobia
2310,2461,rly.at,"No holocaust denialism No Nazi symbolism, promotion of National Socialism, or anything that is illegal in the European Union",no holocaust denialism no nazi symbolism promotion of national socialism or anything that is illegal in the european union,English,no holocaust denialism no nazi symbolism promotion of national socialism or anything that is illegal in the european union
2311,2462,rly.at,Use content warnings Content that is borderline NSFW or could be construed as NSFW at a glance should be put behind a CW (Content Warning),use content warnings content that is borderline nsfw or could be construed as nsfw at a glance should be put behind a cw content warning,English,use content warnings content that is borderline nsfw or could be construed as nsfw at a glance should be put behind a cw content warning
2312,2463,rly.at,"No racism This should go without saying, but unfortunately it doesn't.",no racism this should go without saying but unfortunately it doesnt,English,no racism this should go without saying but unfortunately it doesnt
2313,2464,s-t.club,Please treat this space like you do Secret Twitter! Everyone's accounts are locked to followers-only just like in the old days.,please treat this space like you do secret twitter everyones accounts are locked to followersonly just like in the old days,English,please treat this space like you do secret twitter everyones accounts are locked to followersonly just like in the old days
2314,2465,s-t.club,"Since everyone’s accounts are locked down to approved followers only, please check the @announcements@s-t.club account to find the directory of users to follow-request.",since everyones accounts are locked down to approved followers only please check the announcementsstclub account to find the directory of users to followrequest,English,since everyones accounts are locked down to approved followers only please check the announcementsstclub account to find the directory of users to followrequest
2315,2466,s-t.club,"PLEASE send a message to @okcockatoo@s-t.club or @announcements@s-t.club when you’ve made your account. I am here to answer any of your questions, including how to find and follow your friends, how to lock down your account, etc.",please send a message to okcockatoostclub or announcementsstclub when youve made your account i am here to answer any of your questions including how to find and follow your friends how to lock down your account etc,English,please send a message to okcockatoostclub or announcementsstclub when youve made your account i am here to answer any of your questions including how to find and follow your friends how to lock down your account etc
2316,2467,s-t.club,"Yes, it’s intimidating and confusing. But it’s also active and friendly and ST-like!",yes its intimidating and confusing but its also active and friendly and stlike,English,yes its intimidating and confusing but its also active and friendly and stlike
2317,2468,mastodon.near.social,"Be welcome, respectful and helpful to others.",be welcome respectful and helpful to others,English,be welcome respectful and helpful to others
2318,2469,mastodon.near.social,"No spam. Feel free to share your work, projects, art, but don't abuse DM or tagging people.",no spam feel free to share your work projects art but dont abuse dm or tagging people,English,no spam feel free to share your work projects art but dont abuse dm or tagging people
2319,2470,mastodon.near.social,Add a custom profile picture and a display name,add a custom profile picture and a display name,English,add a custom profile picture and a display name
2320,2471,mstdn.isometry.group,"Please don't trust this server for anything important. It's hosted in my apartment on a decade-old computer I got for free, and it might break. Also, please don't use it for anything that needs to be private, because I don't know how to handle private data properly.",please dont trust this server for anything important its hosted in my apartment on a decadeold computer i got for free and it might break also please dont use it for anything that needs to be private because i dont know how to handle private data properly,English,please dont trust this server for anything important its hosted in my apartment on a decadeold computer i got for free and it might break also please dont use it for anything that needs to be private because i dont know how to handle private data properly
2321,2472,speedlines.stctp.zone,"Be excellent to one another! No harassment, trolling, abuse, etc. If you have to ask if something is harassment the answer is probably yes.",be excellent to one another no harassment trolling abuse etc if you have to ask if something is harassment the answer is probably yes,English,be excellent to one another no harassment trolling abuse etc if you have to ask if something is harassment the answer is probably yes
2322,2473,speedlines.stctp.zone,Credit your art! We love artists here in Speedlines and recognize the extreme importance of making sure original creators of art are duly credited.,credit your art we love artists here in speedlines and recognize the extreme importance of making sure original creators of art are duly credited,English,credit your art we love artists here in speedlines and recognize the extreme importance of making sure original creators of art are duly credited
2323,2474,speedlines.stctp.zone,Keep it clean! 18+ content should be behind a content warning. Anything that you think might be on the line should be behind a content warning. Accounts for primarily posting adult content may be silenced from public timelines.,keep it clean 18 content should be behind a content warning anything that you think might be on the line should be behind a content warning accounts for primarily posting adult content may be silenced from public timelines,English,keep it clean 18 content should be behind a content warning anything that you think might be on the line should be behind a content warning accounts for primarily posting adult content may be silenced from public timelines
2324,2475,speedlines.stctp.zone,No transphobia or queerphobia! Speedlines is operated by a queer person and the STCTP community is full of wonderful trans and queer folks.,no transphobia or queerphobia speedlines is operated by a queer person and the stctp community is full of wonderful trans and queer folks,English,no transphobia or queerphobia speedlines is operated by a queer person and the stctp community is full of wonderful trans and queer folks
2325,2476,speedlines.stctp.zone,No racism! Don't be like that one STC summer special. You know the one.,no racism dont be like that one stc summer special you know the one,English,no racism dont be like that one stc summer special you know the one
2326,2477,speedlines.stctp.zone,Learn how to use content warnings! If you want to talk about spoilers or heavy content and allow others to opt into it please use a content warning. Do not demand others use content warnings; harmful content will most likely break another rule.,learn how to use content warnings if you want to talk about spoilers or heavy content and allow others to opt into it please use a content warning do not demand others use content warnings harmful content will most likely break another rule,English,learn how to use content warnings if you want to talk about spoilers or heavy content and allow others to opt into it please use a content warning do not demand others use content warnings harmful content will most likely break another rule
2327,2478,speedlines.stctp.zone,"No TERF or GC nonsense! Trans rights are human rights and it's not up for debate or discussion. If you believe differently, you're not welcome here and should go to the sewers where shit belongs.",no terf or gc nonsense trans rights are human rights and its not up for debate or discussion if you believe differently youre not welcome here and should go to the sewers where shit belongs,English,no terf or gc nonsense trans rights are human rights and its not up for debate or discussion if you believe differently youre not welcome here and should go to the sewers where shit belongs
2328,2479,speedlines.stctp.zone,"No fascism! Not even going to bother explaining this one. Fascism is to be destroyed, not debated.",no fascism not even going to bother explaining this one fascism is to be destroyed not debated,English,no fascism not even going to bother explaining this one fascism is to be destroyed not debated
2329,2480,speedlines.stctp.zone,"No ""zombie account"" auto-posting! If you're going to be here: be here. Automatically dumping your posts here from some other site without participating in the community is not welcome.",no zombie account autoposting if youre going to be here be here automatically dumping your posts here from some other site without participating in the community is not welcome,English,no zombie account autoposting if youre going to be here be here automatically dumping your posts here from some other site without participating in the community is not welcome
2330,2481,social.garudalinux.org,"The ""golden rule""",the golden rule,English,the golden rule
2331,2482,social.garudalinux.org,No warez/piracy,no warezpiracy,non-Englsih,No Warezpiracy
2332,2483,social.garudalinux.org,Have fun! 🤗,have fun,non-Englsih,have fun
2333,2484,lyingvoid.social,"Be kind. Discrimination & Bigotry Won’t Be Tolerated. We're not interested in Nazis, TERFS, or hate speech.",be kind discrimination bigotry wont be tolerated were not interested in nazis terfs or hate speech,English,be kind discrimination bigotry wont be tolerated were not interested in nazis terfs or hate speech
2334,2485,lyingvoid.social,Respect Other Users.,respect other users,English,respect other users
2335,2486,lyingvoid.social,"Consent is Important in all contexts. If you’re ever unsure, ask first. Use content warnings (CWs) where required.",consent is important in all contexts if youre ever unsure ask first use content warnings cws where required,English,consent is important in all contexts if youre ever unsure ask first use content warnings cws where required
2336,2487,lyingvoid.social,"Listen; Don’t Make Excuses. If you’re accused of causing harm, either take some responsibility or ask moderators for help.",listen dont make excuses if youre accused of causing harm either take some responsibility or ask moderators for help,English,listen dont make excuses if youre accused of causing harm either take some responsibility or ask moderators for help
2337,2488,mastodon.discourse-research.net,Do not post any content that is illegal in The United Kingdom,do not post any content that is illegal in the united kingdom,English,do not post any content that is illegal in the united kingdom
2338,2489,mastodon.discourse-research.net,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
2339,2490,mastodon.discourse-research.net,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
2340,2491,mastodon.discourse-research.net,"Sexually explicit or violent media (for example, if you wish to give examples of things you have witnessed) must be marked as sensitive when posting",sexually explicit or violent media for example if you wish to give examples of things you have witnessed must be marked as sensitive when posting,English,sexually explicit or violent media for example if you wish to give examples of things you have witnessed must be marked as sensitive when posting
2341,2492,mastodon.discourse-research.net,"Treat other participants with respect. Responses that are spam, racist, sexist, hateful or discriminatory are not welcome.",treat other participants with respect responses that are spam racist sexist hateful or discriminatory are not welcome,English,treat other participants with respect responses that are spam racist sexist hateful or discriminatory are not welcome
2342,2493,red.fox.yt,"Keep it legal, obey the local rules and regulations of Australia and your local country.",keep it legal obey the local rules and regulations of australia and your local country,English,keep it legal obey the local rules and regulations of australia and your local country
2343,2494,red.fox.yt,"No racist, political, or religious insults. Keep it civil.",no racist political or religious insults keep it civil,English,no racist political or religious insults keep it civil
2344,2495,red.fox.yt,"18+ server, indicate your age on signup. Please add CW on pornographic/sexual or graphic posts.",18 server indicate your age on signup please add cw on pornographicsexual or graphic posts,English,18 server indicate your age on signup please add cw on pornographicsexual or graphic posts
2345,2496,red.fox.yt,"If you have banned, please refrain from creating new accounts.",if you have banned please refrain from creating new accounts,English,if you have banned please refrain from creating new accounts
2346,2497,red.fox.yt,The use of data from this instance is prohibited for use in any machine learning (or AI) technologies.,the use of data from this instance is prohibited for use in any machine learning or ai technologies,English,the use of data from this instance is prohibited for use in any machine learning or ai technologies
2347,2498,red.fox.yt,Don't be a dick. Simple.,dont be a dick simple,English,dont be a dick simple
2348,2499,mastodon.mx,"En esta instancia es obligatorio publicar bajo aviso de contenido lo siguiente: Desnudos (reales o artísticos), imágenes violentas o desgarradoras y contenido sobre política actual (especialmente si es un tema polémico).",en esta instancia es obligatorio publicar bajo aviso de contenido lo siguiente desnudos reales o artísticos imágenes violentas o desgarradoras y contenido sobre política actual especialmente si es un tema polémico,non-Englsih,In this instance it is mandatory to publish under content of content the following real or artistic nudes violent or heartbreaking images and current policy content especially if it is a controversial issue
2349,2500,mastodon.mx,No cuentas bot (excepciones: medios de comunicación e instituciones publicas o privadas que emitan avisos/alertas de interés para salvaguardar a la población en México. Cualquier otra contactar por email al admin),no cuentas bot excepciones medios de comunicación e instituciones publicas o privadas que emitan avisosalertas de interés para salvaguardar a la población en méxico cualquier otra contactar por email al admin,non-Englsih,Do not tell BO
2350,2501,mastodon.mx,"No racismo, discriminación, acoso, ni ningún otro tipo de lenguaje que incite al odio (prevalecer la tolerancia de ideas)",no racismo discriminación acoso ni ningún otro tipo de lenguaje que incite al odio prevalecer la tolerancia de ideas,non-Englsih,No discrimination racism harassment or any other type of language that encourages hate prevailing ideas tolerance
2351,2502,mastodon.mx,No crossposting de otras redes sociales (en especial de la del pajarito azul) hacia mastodon.mx,no crossposting de otras redes sociales en especial de la del pajarito azul hacia mastodonmx,non-Englsih,NO CROSSPOSTING OF OTHER SOCIAL NETWORKS ABOVE THE BLUE BIRD TO MASTODONMX
2352,2503,mastodon.mx,"No nombres de usuario relacionados directamente con una localidad, ciudad, estado, rol de administrador, moderador o algo relacionado con la administración de esta instancia. Las cuentas serán ser suspendidas y los usernames confiscados sin previo aviso.",no nombres de usuario relacionados directamente con una localidad ciudad estado rol de administrador moderador o algo relacionado con la administración de esta instancia las cuentas serán ser suspendidas y los usernames confiscados sin previo aviso,non-Englsih,No user names directly related to a city of moderating administrator status or something related to the administration of this instance the accounts will be suspended and the confiscated users without prior notice
2353,2504,mastodon.mx,No cuentas de suplantación de identidad. Las cuentas parodia deben de especificarlo claramente en la bio del usuario.,no cuentas de suplantación de identidad las cuentas parodia deben de especificarlo claramente en la bio del usuario,non-Englsih,"Do not accounts for identity impersonation, parody accounts must clearly specify it in the user's bio"
2354,2505,mastodon.mx,"No SPAM. Cuentas que únicamente realizan la publicación de enlaces, ventas de cualquier índole, crypto, esquemas piramidales, etc.",no spam cuentas que únicamente realizan la publicación de enlaces ventas de cualquier índole crypto esquemas piramidales etc,non-Englsih,No spam accounts that only make the publication of sales links of any kind crypto pyramid schemes etc.
2355,2506,mastodon.mx,"Cuentas a nombre de una empresa, organización pública o privada  deben de especificarlo en la bio y tener los derechos para realizar el registro.",cuentas a nombre de una empresa organización pública o privada deben de especificarlo en la bio y tener los derechos para realizar el registro,non-Englsih,Accounts in the name of a public or private organization company must specify it in the BIO and have the rights to register
2356,2507,mastodon.mx,El idioma principal de la cuenta debe ser el español,el idioma principal de la cuenta debe ser el español,non-Englsih,The main language of the account must be Spanish
2357,2508,mastodon.mx,"Respetar la normatividad legal mexicana. No publicaciones que inciten/atenten contra: la vida de un individuo, ser vivo o grupo social; los derechos de marca/propiedad intelectual.",respetar la normatividad legal mexicana no publicaciones que incitenatenten contra la vida de un individuo ser vivo o grupo social los derechos de marcapropiedad intelectual,non-Englsih,"Respect Mexican legal regulations, not publications that incite attempt against the life of an individual being living or social group the rights of intellectual marking"
2358,2509,cosmedn.net,日本国内の法律に違反する行為,日本国内の法律に違反する行為,non-Englsih,Acts that violate laws in Japan
2359,2510,cosmedn.net,公序良俗に反する行為,公序良俗に反する行為,non-Englsih,Acts that are contrary to public order and morals
2360,2511,cosmedn.net,他者への誹謗中傷,他者への誹謗中傷,non-Englsih,Slander to others
2361,2512,cosmedn.net,他者の著作物を無断転載,他者の著作物を無断転載,non-Englsih,Reprinted without permission from others
2362,2513,cosmedn.net,サーバへの極端な負荷,サーバへの極端な負荷,non-Englsih,Extreme load on the server
2363,2514,plantex.top,"Conformément aux lois françaises et à la jurisprudence, les contenus pédopornographiques, y compris sous forme dessinée, sont illégaux et seront supprimés, et les comptes concernés bloqués (si distants) ou supprimés (si local).
",conformément aux lois françaises et à la jurisprudence les contenus pédopornographiques y compris sous forme dessinée sont illégaux et seront supprimés et les comptes concernés bloqués si distants ou supprimés si local,non-Englsih,"In accordance with French laws and jurisprudence, child pornographic content including in drawn form are illegal and will be deleted and the accounts concerned blocked if distant or deleted if local"
2364,2515,plantex.top,"Les comptes NSFW, la nudité et les contenus pornographiques sont autorisés dans le respect de la loi . Ils doivent être marqués avec le drapeau ""sensible / sensitive"" (CW).",les comptes nsfw la nudité et les contenus pornographiques sont autorisés dans le respect de la loi ils doivent être marqués avec le drapeau sensible sensitive cw,non-Englsih,NSFW accounts nudity and pornographic content are authorized in compliance with the law They must be marked with the sensitive sensitive flag CW
2365,2516,plantex.top,"Le gore ou la violence graphique sont interdits.
",le gore ou la violence graphique sont interdits,non-Englsih,Gore or graphic violence are prohibited
2366,2517,plantex.top,"La publicité, sous forme répétée et/ou intrusive (faisant mention d'autres utilisateur·ices), n'est pas acceptée. Les comptes concernés seront rendus invisibles aux flux locaux et fédérés, ou supprimés, selon la gravité de la situation.
",la publicité sous forme répétée etou intrusive faisant mention dautres utilisateurices nest pas acceptée les comptes concernés seront rendus invisibles aux flux locaux et fédérés ou supprimés selon la gravité de la situation,non-Englsih,"Advertising in repeated form, an intrusive and mentioning other user users, is not accepted the accounts concerned will be made invisible to local flows and federated or deleted according to the seriousness of the situation"
2367,2518,plantex.top,"Si une personne vous demande d'arrêter de la mentionner ou qu'elle exprime ne plus vouloir participer à une discussion, arrêtez immédiatement.
",si une personne vous demande darrêter de la mentionner ou quelle exprime ne plus vouloir participer à une discussion arrêtez immédiatement,non-Englsih,If a person asks you to mention it or what expresses that he no longer wants to participate in a discussion immediately stop
2368,2519,plantex.top,"Sont interdits les propos, images ou vidéos racistes, sexistes, homophobes ou transphobes. ",sont interdits les propos images ou vidéos racistes sexistes homophobes ou transphobes,non-Englsih,are prohibited the words or sexist racist videos or homophobic or transphobic sexist
2369,2520,plantex.top,"Etant une équipe LGBT, nous acceptons par contre la réappropriation de l’insulte et ferons une différence entre les messages abusifs (qui portent atteinte à une personne) des messages inadéquats (ni insultants et ni contraires aux CGU)
",etant une équipe lgbt nous acceptons par contre la réappropriation de linsulte et ferons une différence entre les messages abusifs qui portent atteinte à une personne des messages inadéquats ni insultants et ni contraires aux cgu,non-Englsih,"Being an LGBT team we accept, however, the reappropriation of linsulte and will make a difference between the abusive messages which harm someone inadequate neither insulting and nor contrary to the T & Cs"
2370,2521,plantex.top,"Est interdite toute conduite, en public ou en privé, ayant pour but de traquer, harceler ou intimider d'autres personnes. ",est interdite toute conduite en public ou en privé ayant pour but de traquer harceler ou intimider dautres personnes,non-Englsih,is prohibited any conduct in public or in private aiming to track down or intimidate other people
2371,2522,plantex.top,"Il est interdit de rassembler, publier, disséminer les informations personnelles d'une autre personne sans son autorisation explicite (doxxing)
",il est interdit de rassembler publier disséminer les informations personnelles dune autre personne sans son autorisation explicite doxxing,non-Englsih,It is forbidden to bring together publishing personal information of another person without their explicit authorization Doxxing
2372,2523,plantex.top,"Il est interdit de poursuivre une conversation ou inciter une personne à poursuivre une interaction avec une personne ayant réclamé la cessation de ladite interaction. Cela peut être considéré comme du harcèlement, indépendamment de la confidentialité employée.
",il est interdit de poursuivre une conversation ou inciter une personne à poursuivre une interaction avec une personne ayant réclamé la cessation de ladite interaction cela peut être considéré comme du harcèlement indépendamment de la confidentialité employée,non-Englsih,It is forbidden to continue a conversation or encourage a person to continue an interaction with a person who claimed the cessation of said interaction this can be considered as harassment independently of the confidentiality used
2373,2524,plantex.top,"Il est interdit de publier ou diffuser intentionnellement des propos diffamatoires, calomnieux, ainsi que toute désinformation avec intention de tromper (le gorafi ou the onion sont donc autorisés). Les profils satiriques doivent être indiqués comme tels dans leur nom et description publique.",il est interdit de publier ou diffuser intentionnellement des propos diffamatoires calomnieux ainsi que toute désinformation avec intention de tromper le gorafi ou the onion sont donc autorisés les profils satiriques doivent être indiqués comme tels dans leur nom et description publique,non-Englsih,It is forbidden to intentionally publish or disseminate slanderous defamatory remarks as well as any disinformation with the intention of deceiving Gorafi or The Onion are therefore authorized satirical profiles must be indicated as such in their name and public description
2374,2525,plutus.social,"You will not engage in any form of harassing, discriminatory, threatening or offensive speech or behavior including but not limited to race, gender identity and expression, national origin, religion, disability, marital status, age, sexual orientation, or other protected categories.",you will not engage in any form of harassing discriminatory threatening or offensive speech or behavior including but not limited to race gender identity and expression national origin religion disability marital status age sexual orientation or other protected categories,English,you will not engage in any form of harassing discriminatory threatening or offensive speech or behavior including but not limited to race gender identity and expression national origin religion disability marital status age sexual orientation or other protected categories
2375,2526,plutus.social,This server abides by the Mastodon Covenant - Please be excellent to each other.,this server abides by the mastodon covenant please be excellent to each other,English,this server abides by the mastodon covenant please be excellent to each other
2376,2527,plutus.social,"Have fun, be creative, be inquisitive. This is your social network.",have fun be creative be inquisitive this is your social network,English,have fun be creative be inquisitive this is your social network
2377,2528,plutus.social,"Clearly content warn 18+ content, food, drugs (legal or otherwise), slurs, ableist language, and other commonly tagged things. Keep it safe, we don't want to host your nudes.",clearly content warn 18 content food drugs legal or otherwise slurs ableist language and other commonly tagged things keep it safe we dont want to host your nudes,English,clearly content warn 18 content food drugs legal or otherwise slurs ableist language and other commonly tagged things keep it safe we dont want to host your nudes
2378,2529,plutus.social,"No promotion of gambling, anti-vaccination, self-harm, terrorism, illegal activities, Abuse/exploitation, or Violence.",no promotion of gambling antivaccination selfharm terrorism illegal activities abuseexploitation or violence,English,no promotion of gambling antivaccination selfharm terrorism illegal activities abuseexploitation or violence
2379,2530,bolha.one,"Não crie brigas entre usuários desta ou de outras instâncias. Evite escalar os ânimos das interações para mantê-las dentro da civilidade. Evite comportamentos vistos em outras redes, como trollagem, xingamentos, acusações levianas, ameaças, provocações e afins.",não crie brigas entre usuários desta ou de outras instâncias evite escalar os ânimos das interações para mantêlas dentro da civilidade evite comportamentos vistos em outras redes como trollagem xingamentos acusações levianas ameaças provocações e afins,non-Englsih,Do not create fights between users of this or other instances avoid scaling the mood of interactions for mantêlas within civility avoid behaviors seen in other networks such as shutting curses lightning accusations threats provocations and the like
2380,2531,bolha.one,"Não faça publicações racistas, machistas, sexistas, homofóbicas, transfóbicas, capacitistas, xenofóbicas, gordofóbicas, misóginas, entre outros tipos de preconceito. Também não erre propositalmente o gênero das pessoas nem mencione o nome que não é mais usado por elas (deadnaming).",não faça publicações racistas machistas sexistas homofóbicas transfóbicas capacitistas xenofóbicas gordofóbicas misóginas entre outros tipos de preconceito também não erre propositalmente o gênero das pessoas nem mencione o nome que não é mais usado por elas deadnaming,non-Englsih,"Do not do public sexist racist publications Homophobic transphobic capacitist xenophobic gordophobic misogynic among other types of prejudice, either no purposefully err the genre of people nor to mention the name that is no longer used by them deadnaming"
2381,2532,bolha.one,"É proibida a promoção de ideologias de extrema-direita, como o nazismo e fascismo. Também não incite nem defenda atos ou ideologias violentas. Apologia a toda e qualquer forma de opressão, exploração e humilhação entre seres humanos também está proibido.",é proibida a promoção de ideologias de extremadireita como o nazismo e fascismo também não incite nem defenda atos ou ideologias violentas apologia a toda e qualquer forma de opressão exploração e humilhação entre seres humanos também está proibido,non-Englsih,The promotion of extreme ideologies such as Nazism and Fascism also does not incitle or defend violent acts or ideologies apology to any form of oppression exploitation and humiliation among human beings is also prohibited
2382,2533,bolha.one,"Não espalhe notícias e informações sabidamente falsas, com divulgação deliberadamente feita para enganar, como, por exemplo, as que mentem sobre vacinas.",não espalhe notícias e informações sabidamente falsas com divulgação deliberadamente feita para enganar como por exemplo as que mentem sobre vacinas,non-Englsih,Do not spread news and information known to be deliberately fake fake dissemination to deceive such as those who lie about vaccines
