,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
744,779,josh.tel,No fascism.,no fascism,non-Englsih,no fascism
745,780,josh.tel,No colonialism.,no colonialism,non-Englsih,no colonialism
746,781,josh.tel,No white supremacy.,no white supremacy,English,no white supremacy
747,782,josh.tel,No religious extremism.,no religious extremism,non-Englsih,no religious extremism
748,783,josh.tel,No nationalism.,no nationalism,non-Englsih,no nationalism
749,784,josh.tel,No racism.,no racism,non-Englsih,no racism
750,785,josh.tel,No homophobia.,no homophobia,non-Englsih,no homophobia
751,786,josh.tel,No transphobia.,no transphobia,non-Englsih,no transphobia
752,787,josh.tel,No conspiracy theories.,no conspiracy theories,English,no conspiracy theories
753,788,josh.tel,No hacking.,no hacking,non-Englsih,no hacking
754,789,teasmith.au,Rule is not a list,rule is not a list,English,rule is not a list
755,790,mastodon.encryptionin.space,No nazism or fascism.,no nazism or fascism,non-Englsih,no nazism or fascism
756,791,mastodon.encryptionin.space,No child porno,no child porno,non-Englsih,no child porno
757,792,mastodon.encryptionin.space,"Don't be racist, sexist, anti-queer",dont be racist sexist antiqueer,non-Englsih,don't be racist sexist anti queer
758,793,mastodon.encryptionin.space,No threats of violence,no threats of violence,English,no threats of violence
759,794,mastodon.encryptionin.space,No intentional misinformation,no intentional misinformation,non-Englsih,no intentional misinformation
760,795,mastodon.encryptionin.space,No doxxing,no doxxing,non-Englsih,no doxxing
761,796,cho.yukiya.me,日本の法律を遵守してください,日本の法律を遵守してください,non-Englsih,Please comply with Japanese law
762,797,cho.yukiya.me,公序良俗に反する投稿は禁止です,公序良俗に反する投稿は禁止です,non-Englsih,Posts that are contrary to public order and morals are prohibited
763,798,cho.yukiya.me,無修正のR-18コンテンツの投稿は禁止です,無修正のr18コンテンツの投稿は禁止です,non-Englsih,Uncensored R18 content posting is prohibited
764,799,cho.yukiya.me,適宜 CW/NSFW を活用してください,適宜 cwnsfw を活用してください,non-Englsih,Please use CWNSFW as appropriate
765,800,cho.yukiya.me,適宜 ミュート/ブロック を活用してください,適宜 ミュートブロック を活用してください,non-Englsih,Please use mute blocks as appropriate
766,801,cho.yukiya.me,モデレーションは全て管理者の独断で行われます,モデレーションは全て管理者の独断で行われます,non-Englsih,All models are performed by the administrator's discretion
767,802,cho.yukiya.me,みんながニコニコできる振る舞いを心がけましょう,みんながニコニコできる振る舞いを心がけましょう,non-Englsih,Let's keep in mind that everyone can smile
768,803,sad.earth,"Imagine you were about say whatever you're going to say to each of the people on the server individually. If you have hesitations about saying it, then it's probably wise to keep it to yourself.",imagine you were about say whatever youre going to say to each of the people on the server individually if you have hesitations about saying it then its probably wise to keep it to yourself,English,imagine you were about say whatever youre going to say to each of the people on the server individually if you have hesitations about saying it then its probably wise to keep it to yourself
769,804,mastodon.lermer.nl,Don't do stupid shit,dont do stupid shit,non-Englsih,dont do stupid shit
770,805,mastodon.lermer.nl,There is no spoon,there is no spoon,English,there is no spoon
771,806,mastodon.kmkz.moe,警察のお世話になるような事はしない,警察のお世話になるような事はしない,non-Englsih,Don't do anything to take care of the police
772,807,mastodon.kmkz.moe,人を傷つけるような事をしない,人を傷つけるような事をしない,non-Englsih,Don't hurt people
773,808,mastodon.joohanv.nl,Don't talk about Fight Club,dont talk about fight club,English,dont talk about fight club
774,809,mastodon.joohanv.nl,DO NOT talk about Fight Club,do not talk about fight club,English,do not talk about fight club
775,810,mastodon.joohanv.nl,Conceal your intentions,conceal your intentions,English,conceal your intentions
776,811,hunted.one,Do not talk about Fight Club.,do not talk about fight club,English,do not talk about fight club
777,812,hunted.one,DO NOT talk about Fight Club.,do not talk about fight club,English,do not talk about fight club
778,813,sporedrive.space,Be kind,be kind,non-Englsih,be kind
779,814,toot.9wd.eu,Be nice to each other.,be nice to each other,English,be nice to each other
780,815,xn--ratatskr-r4a.de,Stay legal. Don't post anything that violates German law.,stay legal dont post anything that violates german law,English,stay legal dont post anything that violates german law
781,816,xn--ratatskr-r4a.de,"Spam, racist, sexist, hateful, or discriminating posts in any form are forbidden.",spam racist sexist hateful or discriminating posts in any form are forbidden,English,spam racist sexist hateful or discriminating posts in any form are forbidden
782,817,xn--ratatskr-r4a.de,"Content Warning policy. Drugs, lewd posts and pictures, kinks must be listed with a content warning.",content warning policy drugs lewd posts and pictures kinks must be listed with a content warning,English,content warning policy drugs lewd posts and pictures kinks must be listed with a content warning
783,818,xn--ratatskr-r4a.de,"Do not impersonate someone, unless for parody purposes. This includes using other peoples' artworks without permission.",do not impersonate someone unless for parody purposes this includes using other peoples artworks without permission,English,do not impersonate someone unless for parody purposes this includes using other peoples artworks without permission
784,819,xn--ratatskr-r4a.de,Parody accounts must be tagged as such clearly in their profile description.,parody accounts must be tagged as such clearly in their profile description,English,parody accounts must be tagged as such clearly in their profile description
785,820,xn--ratatskr-r4a.de,"Bots must be tagged as such, and bot owners must ensure they will have a minimal impact on the instance's performances.",bots must be tagged as such and bot owners must ensure they will have a minimal impact on the instances performances,English,bots must be tagged as such and bot owners must ensure they will have a minimal impact on the instances performances
786,821,xn--ratatskr-r4a.de,You may not use a header image or avatar if it shows content that is listed to be content warned. ,you may not use a header image or avatar if it shows content that is listed to be content warned,English,you may not use a header image or avatar if it shows content that is listed to be content warned
787,822,xn--ratatskr-r4a.de,"Don't repost artworks without crediting the artist. If you have a link to their gallery, perfect, if only their name, better than nothing. Claiming other's Artwork as your own may lead to suspension.",dont repost artworks without crediting the artist if you have a link to their gallery perfect if only their name better than nothing claiming others artwork as your own may lead to suspension,English,dont repost artworks without crediting the artist if you have a link to their gallery perfect if only their name better than nothing claiming others artwork as your own may lead to suspension
788,823,xn--ratatskr-r4a.de,You must be 18 years of age or older,you must be 18 years of age or older,English,you must be 18 years of age or older
789,824,social.cyber.harvard.edu,This server is for the exclusive use of the @BKC@cyber.harvard.edu account.,this server is for the exclusive use of the bkccyberharvardedu account,English,this server is for the exclusive use of the bkccyberharvardedu account
790,825,social.e-editiones.org,"Be decent, respectable, polite, fair. ",be decent respectable polite fair,non-Englsih,be decent respectable polite fair
791,826,social.headbright.eu,Be nice,be nice,English,be nice
792,827,social.headbright.eu,No hate speech,no hate speech,English,no hate speech
793,828,social.headbright.eu,No spam,no spam,non-Englsih,no spam
794,829,social.headbright.eu,No content considered illegal within Belgium or EU,no content considered illegal within belgium or eu,English,no content considered illegal within belgium or eu
795,830,mahler.earth,"Hier herrscht eine friedliche Stimmung.
Bitte persönlich nach weiteren Regeln fragen.",hier herrscht eine friedliche stimmung bitte persönlich nach weiteren regeln fragen,non-Englsih,"There is a peaceful mood here personally, please ask for further rules"
796,831,mastoflute.social,"Nothing interesting here, just my personnal Mastodon instance",nothing interesting here just my personnal mastodon instance,English,nothing interesting here just my personnal mastodon instance
797,832,social.cryptography.dog,"Zero tolerance for nazis or racists of any kind, homophobes, transphobes, ablists, and the like.

blocks come swiftly and without justification. behave appropriately.",zero tolerance for nazis or racists of any kind homophobes transphobes ablists and the like blocks come swiftly and without justification behave appropriately,English,zero tolerance for nazis or racists of any kind homophobes transphobes ablists and the like blocks come swiftly and without justification behave appropriately
798,833,social.cryptography.dog,No twitter => mastodon cross-posting. Do it in the other direction if you must.,no twitter mastodon crossposting do it in the other direction if you must,English,no twitter mastodon crossposting do it in the other direction if you must
799,834,social.cryptography.dog,No crypto-currency promotion.,no cryptocurrency promotion,English,no cryptocurrency promotion
800,835,social.cryptography.dog,Instances operated by companies with more than one billion euros of GDPR fines will be defederated,instances operated by companies with more than one billion euros of gdpr fines will be defederated,English,instances operated by companies with more than one billion euros of gdpr fines will be defederated
801,836,social.cryptography.dog,Don't be cringe,dont be cringe,English,dont be cringe
802,837,social.cryptography.dog,Don't promote VC-backed companies or products,dont promote vcbacked companies or products,English,dont promote vcbacked companies or products
803,838,ozlabs.house,Don't do anything illegal.,dont do anything illegal,non-Englsih,dont do anything illegal
804,839,ozlabs.house,Don't post an invite link to the public without checking if it's okay first.,dont post an invite link to the public without checking if its okay first,English,dont post an invite link to the public without checking if its okay first
805,840,ozlabs.house,"If you're going to cause a lot of server load (i.e. uploading a LOT of media), check if it's okay first.",if youre going to cause a lot of server load ie uploading a lot of media check if its okay first,English,if youre going to cause a lot of server load ie uploading a lot of media check if its okay first
806,841,mast.2enp.cc,"Treat everyone with respect.  Absolutely no harassment, witch hunting, sexism, racism, or hate speech will be tolerated.",treat everyone with respect absolutely no harassment witch hunting sexism racism or hate speech will be tolerated,English,treat everyone with respect absolutely no harassment witch hunting sexism racism or hate speech will be tolerated
807,842,mast.2enp.cc,No spam or self-promotion without permission from a staff member.  This includes DMing fellow members.,no spam or selfpromotion without permission from a staff member this includes dming fellow members,English,no spam or selfpromotion without permission from a staff member this includes dming fellow members
808,843,mast.2enp.cc,"NSFW must be blurred and have warning.
No hard violence, or other graphically disturbing content.",nsfw must be blurred and have warning no hard violence or other graphically disturbing content,English,nsfw must be blurred and have warning no hard violence or other graphically disturbing content
809,844,mast.2enp.cc,"If you see something against the rules or something that makes you feel unsafe, let staff know.  We want this instance to be a welcoming place!",if you see something against the rules or something that makes you feel unsafe let staff know we want this instance to be a welcoming place,English,if you see something against the rules or something that makes you feel unsafe let staff know we want this instance to be a welcoming place
810,845,mstdn.rkunkunr.com,"NSFW (Not Safe For Work), CW (Content Warning), 公開範囲設定はしっかり利用してください。 - 見たくない話題等についてはフィルターなどを利用して自衛してください。 - Botについては、Publicな投稿は避けて、過度な頻度でトゥートすることは避けてください。",nsfw not safe for work cw content warning 公開範囲設定はしっかり利用してください 見たくない話題等についてはフィルターなどを利用して自衛してください botについてはpublicな投稿は避けて過度な頻度でトゥートすることは避けてください,non-Englsih,"NSFW NOT SAFE FORK CW CW CONTENT WARNING Please use the open range settings. Please defend yourself using a filter etc. For topics etc., please avoid Public posts and to be excessive frequency.Please avoid"
811,846,mstdn.rkunkunr.com,法律は遵守してください。,法律は遵守してください,non-Englsih,Please comply with the law
812,847,mastodon.hccp.org,Be cool.,be cool,English,be cool
813,848,mastodon.thefword.club,BE KIND! ♥️,be kind ️,non-Englsih,be kind ️
814,849,mastodon.thefword.club,"Do not harass, stalk, discriminate, or bully anyone.",do not harass stalk discriminate or bully anyone,English,do not harass stalk discriminate or bully anyone
815,850,mastodon.thefword.club,Do not be oppressive or intolerant.,do not be oppressive or intolerant,non-Englsih,do not be oppressive or intolerant
816,851,mastodon.thefword.club,Do not engage with bullies.  Block them or their server and move on.,do not engage with bullies block them or their server and move on,English,do not engage with bullies block them or their server and move on
817,852,mastodon.thefword.club,"Do not flood the timeline with spam, bots, or otherwise inhuman content.",do not flood the timeline with spam bots or otherwise inhuman content,English,do not flood the timeline with spam bots or otherwise inhuman content
818,853,mastodon.thefword.club,Do not misgender or deadname anyone purposefully.,do not misgender or deadname anyone purposefully,English,do not misgender or deadname anyone purposefully
819,854,mastodon.thefword.club,Do not share sensitive content without a CW (content warning).,do not share sensitive content without a cw content warning,English,do not share sensitive content without a cw content warning
820,855,mastodon.thefword.club,Do not publish or boost extremist or illegal content.,do not publish or boost extremist or illegal content,English,do not publish or boost extremist or illegal content
821,856,alleysmith.family,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
822,857,alleysmith.family,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
823,858,alleysmith.family,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
824,859,alleysmith.family,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
825,860,alleysmith.family,No illegal content,no illegal content,non-Englsih,no illegal content
826,861,alleysmith.family,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
827,862,alleysmith.family,No spamming or spammer-like behavior,no spamming or spammerlike behavior,non-Englsih,no spamming or spammerlike behavior
828,863,alleysmith.family,Be a kind human,be a kind human,non-Englsih,be a kind human
829,864,yharnam.singles,"No fascists, racists, transphobia, or bigots of any kind will be tolerated.  I dont care about your free speech - go tell it to your momma. ",no fascists racists transphobia or bigots of any kind will be tolerated i dont care about your free speech go tell it to your momma,English,no fascists racists transphobia or bigots of any kind will be tolerated i dont care about your free speech go tell it to your momma
830,865,yharnam.singles,"Beasts, kin, and hunters ONLY.",beasts kin and hunters only,English,beasts kin and hunters only
831,866,sns.opencourse.kr,여러분의 다양한 주제를 자유롭게 나눌 수 있는 오픈코스 마스토돈입니다.,여러분의 다양한 주제를 자유롭게 나눌 수 있는 오픈코스 마스토돈입니다,non-Englsih,This is an open course mastodon that can freely share your various topics
832,867,sns.opencourse.kr,인종 / 성 지향 및 정체성 / 장애 / 지역 및 국적 등을 이유로 다른 사람을 차별하는 행위를 금지합니다.,인종 성 지향 및 정체성 장애 지역 및 국적 등을 이유로 다른 사람을 차별하는 행위를 금지합니다,non-Englsih,Prohibits discrimination against others for racial sexual orientation and identity disorders and nationality
833,868,sns.opencourse.kr,선정적이거나 보고 싶지 않은 내용이 있을 때는 뮤트를 해주시고 추가로 차단이나 신고 기능을 이용해 주세요.,선정적이거나 보고 싶지 않은 내용이 있을 때는 뮤트를 해주시고 추가로 차단이나 신고 기능을 이용해 주세요,non-Englsih,"If you have any sensational or wanting to see, please mute and use additional blocking or reporting functions."
834,869,sns.opencourse.kr,후방주의 등 민감한 내용은 CW(글 가리기) 기능을 이용해 가려서 올려주세요.,후방주의 등 민감한 내용은 cw글 가리기 기능을 이용해 가려서 올려주세요,non-Englsih,"For sensitive content such as rearism, please upload it using the CW article."
835,870,sns.opencourse.kr,무분별한 비방이나 불법적인 주제를 요구하는 경우 경고후 차단 조치합니다.,무분별한 비방이나 불법적인 주제를 요구하는 경우 경고후 차단 조치합니다,non-Englsih,"If you require indiscriminate slander or illegal topic, it will be blocked after warning"
836,871,sns.opencourse.kr,"봇은 로컬이나 글로벌 타임라인이 아닌, 홈 타임라인에서만 보일 수 있도록 해주세요.",봇은 로컬이나 글로벌 타임라인이 아닌 홈 타임라인에서만 보일 수 있도록 해주세요,non-Englsih,"Bots can only be seen in the home timeline, not local or global timelines."
837,872,social.maplecrew.org,From the neighborhood? Come join us!,from the neighborhood come join us,English,from the neighborhood come join us
838,873,masto.evelynyap.com,Keep it wholesome -- safe enough for kids and respectful enough for the Pope or any monk or nun.,keep it wholesome safe enough for kids and respectful enough for the pope or any monk or nun,English,keep it wholesome safe enough for kids and respectful enough for the pope or any monk or nun
839,874,masto.evelynyap.com,"Don't be a jerk. No harassment, bullying or doxxing.",dont be a jerk no harassment bullying or doxxing,non-Englsih,dont be a jerk no harassment bullying or doxxing
840,875,masto.evelynyap.com,Be a peacekeeper/peacemaker. No incitement of violence or promotion of violent ideologies.,be a peacekeeperpeacemaker no incitement of violence or promotion of violent ideologies,English,be a peacekeeperpeacemaker no incitement of violence or promotion of violent ideologies
841,876,masto.evelynyap.com,Abide by the law. No illegal content whatsoever.,abide by the law no illegal content whatsoever,English,abide by the law no illegal content whatsoever
842,877,masto.evelynyap.com,Be a good neighbor. Be helpful and kind. But do be honest too.,be a good neighbor be helpful and kind but do be honest too,English,be a good neighbor be helpful and kind but do be honest too
843,878,microblog.lunai.re,Don't be rude,dont be rude,non-Englsih,dont be rude
844,879,microblog.lunai.re,Don't harass anyone,dont harass anyone,English,dont harass anyone
845,880,microblog.lunai.re,Don't be an asshole,dont be an asshole,English,dont be an asshole
846,881,social.wikimedia.es,Acepto seguir las normas,acepto seguir las normas,non-Englsih,I accept to follow the rules
847,882,mastodon.cooleysekula.net,"No toxic and hateful speech. We have a zero-tolerance policy on attacks against anyone’s gender identity or expression, sexual orientation, race, ethnicity, nationality, religion, age, disability, personal appearance, or socio-economic status.",no toxic and hateful speech we have a zerotolerance policy on attacks against anyones gender identity or expression sexual orientation race ethnicity nationality religion age disability personal appearance or socioeconomic status,English,no toxic and hateful speech we have a zerotolerance policy on attacks against anyones gender identity or expression sexual orientation race ethnicity nationality religion age disability personal appearance or socioeconomic status
848,883,mastodon.cooleysekula.net,"No incitement of violence and no promotion of misleading or violent ideologies. 
",no incitement of violence and no promotion of misleading or violent ideologies,English,no incitement of violence and no promotion of misleading or violent ideologies
849,884,mastodon.cooleysekula.net,"No harassment, dogpiling, or unwanted advances. You may not continue to engage with a user who has explicitly requested that you stop. ",no harassment dogpiling or unwanted advances you may not continue to engage with a user who has explicitly requested that you stop,English,no harassment dogpiling or unwanted advances you may not continue to engage with a user who has explicitly requested that you stop
850,885,mastodon.cooleysekula.net,No doxxing of other users. Unauthorised requests for or distribution of any personal information or data is not allowed. Please treat personally identifying information with respect and privacy.,no doxxing of other users unauthorised requests for or distribution of any personal information or data is not allowed please treat personally identifying information with respect and privacy,English,no doxxing of other users unauthorised requests for or distribution of any personal information or data is not allowed please treat personally identifying information with respect and privacy
851,886,mastodon.cooleysekula.net,"No content illegal in Canada or copyrighted content that you don't own rights to. Illegal or copyrighted content is not allowed to be stored, posted, or discussed on this instance.",no content illegal in canada or copyrighted content that you dont own rights to illegal or copyrighted content is not allowed to be stored posted or discussed on this instance,English,no content illegal in canada or copyrighted content that you dont own rights to illegal or copyrighted content is not allowed to be stored posted or discussed on this instance
852,887,mastodon.cooleysekula.net,Sexually explicit or violent media must be marked appropriately. Posts and images with sexually explicit or violence must be flagged as sensitive and contain a content warning. Users may not have sexually explicit or violent media as a profile photo or header image. ,sexually explicit or violent media must be marked appropriately posts and images with sexually explicit or violence must be flagged as sensitive and contain a content warning users may not have sexually explicit or violent media as a profile photo or header image,English,sexually explicit or violent media must be marked appropriately posts and images with sexually explicit or violence must be flagged as sensitive and contain a content warning users may not have sexually explicit or violent media as a profile photo or header image
853,888,mastodon.cooleysekula.net,"No spamming. Excessive posting, boosting, advertising or mass-marketing posts will be actioned accordingly and based on intent.
",no spamming excessive posting boosting advertising or massmarketing posts will be actioned accordingly and based on intent,English,no spamming excessive posting boosting advertising or massmarketing posts will be actioned accordingly and based on intent
854,889,mastodon.cooleysekula.net,"Be yourself. Accounts intended to impersonate or parody are not permitted, and those found to be directly misrepresenting themselves as another person or entity will be actioned accordingly.",be yourself accounts intended to impersonate or parody are not permitted and those found to be directly misrepresenting themselves as another person or entity will be actioned accordingly,English,be yourself accounts intended to impersonate or parody are not permitted and those found to be directly misrepresenting themselves as another person or entity will be actioned accordingly
855,890,ricorda.social,Treat others respectfully,treat others respectfully,English,treat others respectfully
856,891,ricorda.social,Use an appropriate tone,use an appropriate tone,non-Englsih,use an appropriate tone
857,892,ricorda.social,Respect the privacy of others,respect the privacy of others,English,respect the privacy of others
858,893,ricorda.social,Compliance with applicable law,compliance with applicable law,English,compliance with applicable law
859,894,ricorda.social,Avoid misinformation ,avoid misinformation,English,avoid misinformation
860,895,ricorda.social,No spam posts,no spam posts,non-Englsih,no spam posts
861,896,ricorda.social,Mark sensitive content,mark sensitive content,non-Englsih,mark sensitive content
862,897,giantheart.social,Only share poems that you have written and have the permission to share.,only share poems that you have written and have the permission to share,English,only share poems that you have written and have the permission to share
863,898,giantheart.social,"No illegal content, or solicitation of illegal services",no illegal content or solicitation of illegal services,non-Englsih,no illegal content or solicitation of illegal services
864,899,giantheart.social,"No personal attacks or comments rooted in racism, sexism, homophobia, transphobia, casteism, ableism etc.",no personal attacks or comments rooted in racism sexism homophobia transphobia casteism ableism etc,English,no personal attacks or comments rooted in racism sexism homophobia transphobia casteism ableism etc
865,900,giantheart.social,"No AI generated content, spam, or malicious links.",no ai generated content spam or malicious links,English,no ai generated content spam or malicious links
866,901,giantheart.social,No plagiarism. All original content is copyrighted by the poet and cannot be distributed or used without prior permission by the poet.,no plagiarism all original content is copyrighted by the poet and cannot be distributed or used without prior permission by the poet,English,no plagiarism all original content is copyrighted by the poet and cannot be distributed or used without prior permission by the poet
867,902,giantheart.social,No NSFW visual content or pornography.,no nsfw visual content or pornography,English,no nsfw visual content or pornography
868,903,giantheart.social,"Use Content Warnings for posts which contain depictions of sexual assault, self-harm or violence.",use content warnings for posts which contain depictions of sexual assault selfharm or violence,English,use content warnings for posts which contain depictions of sexual assault selfharm or violence
869,904,giantheart.social,"No doxxing (revealing another's personal information such as legal names, phone numbers or addresses)",no doxxing revealing anothers personal information such as legal names phone numbers or addresses,English,no doxxing revealing anothers personal information such as legal names phone numbers or addresses
870,905,giantheart.social,Believe that people are fundamentally good. This takes courage.,believe that people are fundamentally good this takes courage,English,believe that people are fundamentally good this takes courage
871,906,neverhill.social,"LOVE, PEACE AND APPLE",love peace and apple,English,love peace and apple
872,907,boles.xyz,Be positive. Be Kind. Be helpful. Answer questions. Provide Answers.,be positive be kind be helpful answer questions provide answers,English,be positive be kind be helpful answer questions provide answers
873,908,boles.xyz,No Crypto or NFT links. Moderate your self-promotion. The Mastodon community is not a marketplace.,no crypto or nft links moderate your selfpromotion the mastodon community is not a marketplace,English,no crypto or nft links moderate your selfpromotion the mastodon community is not a marketplace
874,909,boles.xyz,No hate speech. No cruelty. No Trolls.,no hate speech no cruelty no trolls,non-Englsih,no hate speech no cruelty no trolls
875,910,social.archworks.co,"No NSFW
",no nsfw,non-Englsih,no nsfw
876,911,social.archworks.co,No Illegal Content,no illegal content,non-Englsih,no illegal content
877,912,md.songtronix.com,- be nice,be nice,English,be nice
878,919,masto.fuzzy.systems,"Follow the spirit of the Fuzzy Systems mission statement - encouraging an open internet, welcoming to everyone.",follow the spirit of the fuzzy systems mission statement encouraging an open internet welcoming to everyone,English,follow the spirit of the fuzzy systems mission statement encouraging an open internet welcoming to everyone
879,920,masto.fuzzy.systems,"Respect boundaries set by others, listen. Apologize if you overstep them. Give space. Failure to do so is an instant ban.",respect boundaries set by others listen apologize if you overstep them give space failure to do so is an instant ban,English,respect boundaries set by others listen apologize if you overstep them give space failure to do so is an instant ban
880,921,masto.fuzzy.systems,"Instead of escalating, flag toots for an admin to look into. We're not overcrowded here.",instead of escalating flag toots for an admin to look into were not overcrowded here,English,instead of escalating flag toots for an admin to look into were not overcrowded here
881,922,masto.fuzzy.systems,"CW anything that might potentially upset someone, including NSFW content.",cw anything that might potentially upset someone including nsfw content,English,cw anything that might potentially upset someone including nsfw content
882,923,masto.fuzzy.systems,"Ableism, racism, sexism, transphobia, xenophobia, and microaggressions are all forbidden - you'll be banned if you repeatedly do it or if it's serious, but we all make mistakes and have things to unlearn.",ableism racism sexism transphobia xenophobia and microaggressions are all forbidden youll be banned if you repeatedly do it or if its serious but we all make mistakes and have things to unlearn,English,ableism racism sexism transphobia xenophobia and microaggressions are all forbidden youll be banned if you repeatedly do it or if its serious but we all make mistakes and have things to unlearn
883,924,masto.fuzzy.systems,No content illegal in Sweden.,no content illegal in sweden,non-Englsih,no content illegal in sweden
884,925,shutinnerd.space,"No racism, sexism, homophobia, transphobia, or xenophobia,",no racism sexism homophobia transphobia or xenophobia,English,no racism sexism homophobia transphobia or xenophobia
885,926,shutinnerd.space,No sexually explicit or violent media.,no sexually explicit or violent media,English,no sexually explicit or violent media
886,927,shutinnerd.space,No incitement of violence or promotion of violent ideologies. ,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
887,928,shutinnerd.space,Do not share false or misleading information that may lead to physical harm,do not share false or misleading information that may lead to physical harm,English,do not share false or misleading information that may lead to physical harm
888,929,mastodon.novylen.net,"Humour is legal again, subject to the whims of the owner.",humour is legal again subject to the whims of the owner,English,humour is legal again subject to the whims of the owner
889,930,toot.supremesyntax.com,follow the rules,follow the rules,English,follow the rules
890,931,toot.supremesyntax.com,do not follow the rules,do not follow the rules,English,do not follow the rules
891,932,toot.supremesyntax.com,be nice except when you are not nice,be nice except when you are not nice,English,be nice except when you are not nice
892,933,mastodon.jacen.moe,Follow your local laws and US laws,follow your local laws and us laws,English,follow your local laws and us laws
893,934,toot.zehaeva.com,Don't be a dick.,dont be a dick,English,dont be a dick
894,935,robertparker.se,Be nice.,be nice,English,be nice
895,936,robertparker.se,No hate speech.,no hate speech,English,no hate speech
896,937,robertparker.se,No racism or hatred against minority groups.,no racism or hatred against minority groups,English,no racism or hatred against minority groups
897,938,social.spork.gg,No Bigotry,no bigotry,non-Englsih,no bigotry
898,939,md.uzla.net,公序良俗に反する、またはそれらを助長するいかなる投稿を禁止します。これには、違法な行為、不適切な言葉遣い、暴力や性的内容を含む画像、動画を投稿したり共有する行為が含まれます。,公序良俗に反するまたはそれらを助長するいかなる投稿を禁止しますこれには違法な行為不適切な言葉遣い暴力や性的内容を含む画像動画を投稿したり共有する行為が含まれます,non-Englsih,Prohibit any posts that are contrary to public order and morals or those who promote them include the act of posting and sharing image videos that include illegal act inappropriate language violence and sexual content.
899,940,md.uzla.net,人種、宗教、性別、性的指向、国籍、障碍、またはその他の特定のグループに対する蔑視や侮辱を目的とした差別的な言語使用を禁止します。誰もが安全に利用できるコミュニティを維持するため、ヘイトスピーチや差別的な発言は許容されません。,人種宗教性別性的指向国籍障碍またはその他の特定のグループに対する蔑視や侮辱を目的とした差別的な言語使用を禁止します誰もが安全に利用できるコミュニティを維持するためヘイトスピーチや差別的な発言は許容されません,non-Englsih,"Prohibit the use of discriminatory languages ​​for racial religious separate oriented national disorders or other specific groups, and discriminatory language use for insults. Hate speech and discriminatory to maintain a community that can be used safely.Remarks are not tolerated"
900,941,md.uzla.net,他のユーザーや第三者を威嚇、脅迫、人を傷つけるような言葉遣いは一切禁止します。また、暴力的な表現、脅迫、侮辱、人格攻撃など、他人を不快にさせる全ての行為を禁じます。,他のユーザーや第三者を威嚇脅迫人を傷つけるような言葉遣いは一切禁止しますまた暴力的な表現脅迫侮辱人格攻撃など他人を不快にさせる全ての行為を禁じます,non-Englsih,"No language that damages other users and third parties to threaten threats, and prohibits all acts that make others uncomfortable, such as violent expression intimidation insults."
901,942,md.uzla.net,第三者の著作物を侵害する行為は禁止します。これには、イラスト、音楽、映像、文学作品、写真などが含まれます。著作権や知的財産権を尊重することが求められます。,第三者の著作物を侵害する行為は禁止しますこれにはイラスト音楽映像文学作品写真などが含まれます著作権や知的財産権を尊重することが求められます,non-Englsih,"The act of infringing a third -party work is prohibited. This includes illustration music video literary photos, etc. It is required to respect copyright and intellectual property rights."
902,943,md.uzla.net,他ユーザー、および第三者の個人情報を共有する行為は禁止します。これには、住所、電話番号、メールアドレスなど、特定の個人を特定できる情報が含まれます。,他ユーザーおよび第三者の個人情報を共有する行為は禁止しますこれには住所電話番号メールアドレスなど特定の個人を特定できる情報が含まれます,non-Englsih,The act of sharing personal information of other users and third parties is prohibited. This includes information that can identify specific individuals such as address phone number email addresses.
903,944,md.uzla.net,意図的に誤った情報を共有したり、誤解を招くような情報を流布する行為は禁止します。信頼性と正確性を保つことが重要です。,意図的に誤った情報を共有したり誤解を招くような情報を流布する行為は禁止します信頼性と正確性を保つことが重要です,non-Englsih,The act of intentionally sharing incorrect information or disseminating information that causes misleading information is important to maintain reliability and accuracy.
904,945,md.uzla.net,広告、プロモーション、またはその他の未承認の商業的な内容（いわゆるスパム）を送信したり、投稿することは禁止します。,広告プロモーションまたはその他の未承認の商業的な内容いわゆるスパムを送信したり投稿することは禁止します,non-Englsih,It is forbidden to send or post advertising promotion or other unpropined commercial content so -called spam
905,946,md.uzla.net,SNS上で個人的な紛争をエスカレートさせることは避けてください。問題が発生した場合は、プライベートな通信手段を使用したり、必要な場合には適切な法執行機関に連絡してください。,sns上で個人的な紛争をエスカレートさせることは避けてください問題が発生した場合はプライベートな通信手段を使用したり必要な場合には適切な法執行機関に連絡してください,non-Englsih,"Avoid escalating personal disputes on SNS If you have any problems, please use private communication means or contact the appropriate law execution agency."
